"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Manufacturing Order"
"MY-CUSPDMCW22-MO/I0005","MY-CUSPDMCW22-MO/I0005","[MY-CUSPDMCW22-MO] Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W22 Warm Ivory 15 g","J6","2023-05-03","2023-05-15","MO/230025399"
"MY-CUSPDMCW42-MO/I0002","MY-CUSPDMCW42-MO/I0002","[MY-CUSPDMCW42-MO] Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W42 Warm Sand 15 g","J6","2023-05-03","2023-05-15","MO/230025400"
"MY-CUSPDMCC21-MO/I0004","MY-CUSPDMCC21-MO/I0004","[MY-CUSPDMCC21-MO] Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion C21 Pink Ivory 15 g","J6","2023-05-03","2023-05-15","MO/230025401"
"MY-CUSPDMCN20-MO/I0005","MY-CUSPDMCN20-MO/I0005","[MY-CUSPDMCN20-MO] Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion N20 Ivory 15 g","J6","2023-05-03","2023-05-15","MO/230025402"
"MY-CUSPDMCC41-MO/I0003","MY-CUSPDMCC41-MO/I0003","[MY-CUSPDMCC41-MO] Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion C41 Cool Sand 15 g","J6","2023-05-03","2023-05-15","MO/230025403"
"MY-CUSPDMCW60-MO/I0002","MY-CUSPDMCW60-MO/I0002","[MY-CUSPDMCW60-MO] Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W60 Creme Cocoa 15 g","J6","2023-05-03","2023-05-15","MO/230025404"
"MY-ESPAUB-MO/I0003","MY-ESPAUB-MO/I0003","[MY-ESPAUB-MO] Malaysia MAKE OVER Powerstay Uptown Bae Eye Palette 12 x 0.4 g","J6","2023-05-03","2023-05-15","MO/230025405"
"MY-ESPARR-MO/I0003","MY-ESPARR-MO/I0003","[MY-ESPARR-MO] Malaysia MAKE OVER Powerstay Royal Rose Eye Palette 12 x 0.4 g","J6","2023-05-03","2023-05-15","MO/230025406"
"TC-PMW22-MO12G/I0035","TC-PMW22-MO12G/I0035","[TC-PMW22-MO12G] MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g","P","2023-05-10","2023-05-13","MO/230025462"
"TC-PMN10-MO12G/I0022","TC-PMN10-MO12G/I0022","[TC-PMN10-MO12G] MAKE OVER Powerstay Matte Powder Foundation N10 Marble 12 g","P","2023-05-10","2023-05-13","MO/230025466"
"TC-PC05-MO12G/I0013","TC-PC05-MO12G/I0013","[TC-PC05-MO12G] MAKE OVER Perfect Cover TWC 05 Cinnamon 12 g (pc(s))","P","2023-05-08","2023-05-13","MO/230026109"
"TC-RR3LLF01-W/I0022","TC-RR3LLF01-W/I0022","[TC-RR3LLF01-W] Wardah Refill Lightening Powder Foundation Light Feel 01 Light Beige 12 g","P","2023-05-10","2023-05-13","MO/230025480"
"FA-RGH-MO13G/I0012","FA-RGH-MO13G/I0012","[FA-RGH-MO13G] MAKE OVER Riche Glow Face Highlighter 13 g","P","2023-05-16","2023-05-17","MO/230025558"
"FA-CLHP-EM/I0004","FA-CLHP-EM/I0004","[FA-CLHP-EM] Emina Cheek Lit Highlighter Powder Nudesparkle 3.8 g","P","2023-05-10","2023-05-11","MO/230025562"
"B-BSLP-EM/I0127","B-BSLP-EM/I0127","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2023-05-08","2023-05-13","MO/230025580"
"B-PT06-MO35G/I0032","B-PT06-MO35G/I0032","[B-PT06-MO35G] MAKE OVER Silky Smooth Translucent Powder 06 Buttermilk 35 g","P","2023-05-10","2023-05-13","MO/230025608"
"B-CLCLPD-W/I0013","B-CLCLPD-W/I0013","[B-CLCLPD-W] Wardah Colorfit Mattifying Powder 43W Golden Sand 15 g","P","2023-05-10","2023-05-13","MO/230025614"
"B-CLCLPD-W/I0014","B-CLCLPD-W/I0014","[B-CLCLPD-W] Wardah Colorfit Mattifying Powder 43W Golden Sand 15 g","P","2023-05-10","2023-05-13","MO/230025615"
"B-CLCLPD-W/I0015","B-CLCLPD-W/I0015","[B-CLCLPD-W] Wardah Colorfit Mattifying Powder 43W Golden Sand 15 g","P","2023-05-11","2023-05-13","MO/230025616"
"FS-BSFS-EM/I0008","FS-BSFS-EM/I0008","[FS-BSFS-EM] Emina Bright Stuff Face Scrub 50 ml","L","2023-05-09","2023-05-24","MO/230025720"
"FW-BS-EM50ML/I0054","FW-BS-EM50ML/I0054","[FW-BS-EM50ML] Emina Bright Stuff Face Wash 50 ml","L","2023-05-09","2023-05-24","MO/230025730"
"FW-LMGWN2-W/I0020","FW-LMGWN2-W/I0020","[FW-LMGWN2-W] Wardah Lightening Micellar Gentle Wash 100 ml","L","2023-05-09","2023-05-24","MO/230025745"
"FW-PCSRB-KA/I0145","FW-PCSRB-KA/I0145","[FW-PCSRB-KA] Kahf Skin Energizing and Brightening Face Wash 100 ml","L","2023-05-09","2023-05-24","MO/230025762"
"FW-RHMF-W/I0014","FW-RHMF-W/I0014","[FW-RHMF-W] Wardah Hydra Rose Gel to Foam cleanser 100 ml","L","2023-05-09","2023-05-24","MO/230025765"
"FW-RPBCFLO100-W/I0058","FW-RPBCFLO100-W/I0058","[FW-RPBCFLO100-W] Wardah Perfect Bright Creamy Foam Bright + Oil Control 100 ml","L","2023-05-09","2023-05-24","MO/230025767"
"REM-EEM-W50ML/I0013","REM-EEM-W50ML/I0013","[REM-EEM-W50ML] Wardah EyeXpert Eye & Lip Makeup Remover 50 ml","L","2023-05-08","2023-05-09","MO/230025824"
"SRM-MPAOC-EM/I0002","SRM-MPAOC-EM/I0002","[SRM-MPAOC-EM] Emina Ms. Pimple Acne Solution Face Serum 30 ml","L","2023-05-08","2023-05-09","MO/230025834"
"P-RHDSSK-W/I0002","P-RHDSSK-W/I0002","[P-RHDSSK-W] Wardah Hydra Rose Dewy Skin Starter Kit (Facial Wash 20 ml, Toner 30 ml, Day Gel 8 ml)","L","2023-05-16","2023-05-17","MO/230025838"
"D-W1R1HER-W60ML/I0013","D-W1R1HER-W60ML/I0013","[D-W1R1HER-W60ML] Wardah Roll On For Her 60 ml","L","2023-05-16","2023-05-17","MO/230025872"
"HBW-EB-KA/I0023","HBW-EB-KA/I0023","[HBW-EB-KA] Kahf Cooling and Brightening Body Wash 200 ml","L","2023-05-16","2023-05-17","MO/230025895"
"EB-IPEM01-W/I0001","EB-IPEM01-W/I0001","[EB-IPEM01-W] Instaperfect BROWFLASH 3-in-1 Brow Perfector 01 True Brown 0.6 g","L","2023-05-08","2023-05-10","MO/230025943"
"EB-IPEM02-W/I0001","EB-IPEM02-W/I0001","[EB-IPEM02-W] Instaperfect BROWFLASH 3-in-1 Brow Perfector 02 Ash Brown 0.6 g","L","2023-05-11","2023-05-12","MO/230025944"
"M-LNCN2-W/I0015","M-LNCN2-W/I0015","[M-LNCN2-W] Wardah Lightening Night Cream Advanced Niacinamide 30 g","L","2023-04-26","2023-04-28","MO/230026245"
"B-CLCLPB-W/I0041","B-CLCLPB-W/I0041","[B-CLCLPB-W] Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","P","2023-05-10","2023-05-20","MO/230026273"
"B-CLCLPB-W/I0042","B-CLCLPB-W/I0042","[B-CLCLPB-W] Wardah Colorfit Mattifying Powder 23W Warm Ivory 15 g","P","2023-05-10","2023-05-20","MO/230026274"
"B-CLCLPC-W/I0040","B-CLCLPC-W/I0040","[B-CLCLPC-W] Wardah Colorfit Mattifying Powder 32N Neutral Beige 15 g","P","2023-05-11","2023-05-20","MO/230026278"
"MY-LSMULMD-EM/I0001","MY-LSMULMD-EM/I0001","[MY-LSMULMD-EM] Malaysia Emina Squeeze Me Up Lip Matte 04. Lil Dancing 6.5 g","S","2023-05-15","2023-05-16","MO/230026322"
"MY-FBWMM04-EM/I0001","MY-FBWMM04-EM/I0001","[MY-FBWMM04-EM] Malaysia Emina Bare with Me Mineral Mild Foundation 04 Mocca 30 ml","L","2023-05-15","2023-05-15","MO/230026323"
"P-HJCP2-W/I0009","P-HJCP2-W/I0009","[P-HJCP2-W] Wardah Umrah & Hajj Package","L","2023-05-12","2023-05-15","MO/230026487"
"F-RRELF01-W/BSI0002","F-RRELF01-W/BSI0002","[F-RRELF01-W] Wardah Exclusive Liquid Foundation 01 Light Beige 20 ml","L","2023-05-13","2023-05-15","MO/230026525"
"FW-RPBCFLO50-W/I0014","FW-RPBCFLO50-W/I0014","[FW-RPBCFLO50-W] Wardah Perfect Bright Creamy Foam Bright + Oil Control 50 ml","L","2023-04-16","2023-04-21","MO/230026538"
"L-CM09-EM5.5GR/I0005","L-CM09-EM5.5GR/I0005","[L-CM09-EM5.5GR] Emina Creamatte 09 Baby Fox 5.5 gr","S","2023-05-18","2023-05-21","MO/230026558"
"MY-LSMULMC-EM/I0003","MY-LSMULMC-EM/I0003","[MY-LSMULMC-EM] Malaysia Emina Squeeze Me Up Lip Matte 03. City Cycling 6.5 g","S","2023-05-19","2023-05-20","MO/230026562"
"L-CHC03-MO/I0016","L-CHC03-MO/I0016","[L-CHC03-MO] MAKE OVER Color Hypnose Creamy Lipmatte 03 Allure 4.3 g","S","2023-05-18","2023-05-21","MO/230026567"
"L-CHC04-MO/I0012","L-CHC04-MO/I0012","[L-CHC04-MO] MAKE OVER Color Hypnose Creamy Lipmatte 04 Hypnotic 4.3 g","S","2023-05-18","2023-05-21","MO/230026568"
"L-CHC09-MO/I0013","L-CHC09-MO/I0013","[L-CHC09-MO] MAKE OVER Color Hypnose Creamy Lipmatte 09 Undercover 4.3 g","S","2023-05-18","2023-05-21","MO/230026569"
