"Reference","Source Location","Destination Location","Contact","Scheduled Date","Source Document","Status","Activity Exception Decoration"
"INT/230122571","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014620","Ready",""
"INT/230122579","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014622","Ready",""
"INT/230122580","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014623","Ready",""
"INT/230122581","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014624","Ready",""
"INT/230122582","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014625","Ready",""
"INT/230122584","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014626","Ready",""
"INT/230122586","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230014627","Ready",""
"INT/230123027","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-12 00:00:00","MO/230014857","Ready",""
"INT/230123029","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230014859","Ready",""
"INT/230123089","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230014919","Ready",""
"INT/230123124","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230014953","Ready",""
"INT/230123125","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230014954","Ready",""
"INT/230123171","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015001","Ready",""
"INT/230123172","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015002","Ready",""
"INT/230123174","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015004","Ready",""
"INT/230123173","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015003","Ready",""
"INT/230123175","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015005","Ready",""
"INT/230123176","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015006","Ready",""
"INT/230123177","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015007","Ready",""
"INT/230123178","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015009","Ready",""
"INT/230123180","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015010","Ready",""
"INT/230123179","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015008","Ready",""
"INT/230123182","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015012","Ready",""
"INT/230123181","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015011","Ready",""
"INT/230123183","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015013","Ready",""
"INT/230123185","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015015","Ready",""
"INT/230123184","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015014","Ready",""
"INT/230123186","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015016","Ready",""
"INT/230123188","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015018","Ready",""
"INT/230123187","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015017","Ready",""
"INT/230123189","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015019","Ready",""
"INT/230123191","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015021","Ready",""
"INT/230123190","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015020","Ready",""
"INT/230123192","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015022","Ready",""
"INT/230123194","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015024","Ready",""
"INT/230123193","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015023","Ready",""
"INT/230123195","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015025","Ready",""
"INT/230123196","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015026","Ready",""
"INT/230123198","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015028","Ready",""
"INT/230123197","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015027","Ready",""
"INT/230123199","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015029","Ready",""
"INT/230123200","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015030","Ready",""
"INT/230123202","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015032","Ready",""
"INT/230123201","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015031","Ready",""
"INT/230123203","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015033","Ready",""
"INT/230123204","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015034","Ready",""
"INT/230123206","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015036","Ready",""
"INT/230123205","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015035","Ready",""
"INT/230123207","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015037","Ready",""
"INT/230123209","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015039","Ready",""
"INT/230123208","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015038","Ready",""
"INT/230123210","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015040","Ready",""
"INT/230123211","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015041","Ready",""
"INT/230123212","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015042","Ready",""
"INT/230123213","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015043","Ready",""
"INT/230123214","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015044","Ready",""
"INT/230123215","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015045","Ready",""
"INT/230123216","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015046","Ready",""
"INT/230123217","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015047","Ready",""
"INT/230123218","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015048","Ready",""
"INT/230123220","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015050","Ready",""
"INT/230123219","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015049","Ready",""
"INT/230123222","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015052","Ready",""
"INT/230123221","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015051","Ready",""
"INT/230123224","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015054","Ready",""
"INT/230123223","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015053","Ready",""
"INT/230123226","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015056","Ready",""
"INT/230123225","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015055","Ready",""
"INT/230123228","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015057","Ready",""
"INT/230123229","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015058","Ready",""
"INT/230123230","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015059","Ready",""
"INT/230123231","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015060","Ready",""
"INT/230123232","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015061","Ready",""
"INT/230123233","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015062","Ready",""
"INT/230123236","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015065","Ready",""
"INT/230123235","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015064","Ready",""
"INT/230123234","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015063","Ready",""
"INT/230123237","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015066","Ready",""
"INT/230123238","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015067","Ready",""
"INT/230123239","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015068","Ready",""
"INT/230123241","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015070","Ready",""
"INT/230123243","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015072","Ready",""
"INT/230123242","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015071","Ready",""
"INT/230123245","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015074","Ready",""
"INT/230123246","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015075","Ready",""
"INT/230123248","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015077","Ready",""
"INT/230123247","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015076","Ready",""
"INT/230123250","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015079","Ready",""
"INT/230123249","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015078","Ready",""
"INT/230123252","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015081","Ready",""
"INT/230123254","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015083","Ready",""
"INT/230123253","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015082","Ready",""
"INT/230123256","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015084","Ready",""
"INT/230123258","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015086","Ready",""
"INT/230123257","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015085","Ready",""
"INT/230123260","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015088","Ready",""
"INT/230123259","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015087","Ready",""
"INT/230123261","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015089","Ready",""
"INT/230123262","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015090","Ready",""
"INT/230123264","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015092","Ready",""
"INT/230123263","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015091","Ready",""
"INT/230123265","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015093","Ready",""
"INT/230123266","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015094","Ready",""
"INT/230123267","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015095","Ready",""
"INT/230123269","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015097","Ready",""
"INT/230123268","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015096","Ready",""
"INT/230123270","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015098","Ready",""
"INT/230123272","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015100","Ready",""
"INT/230123271","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015099","Ready",""
"INT/230123273","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015101","Ready",""
"INT/230123275","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015102","Ready",""
"INT/230123276","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015103","Ready",""
"INT/230123278","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015105","Ready",""
"INT/230123277","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015104","Ready",""
"INT/230123280","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015107","Ready",""
"INT/230123279","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015106","Ready",""
"INT/230123282","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015108","Ready",""
"INT/230123284","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015110","Ready",""
"INT/230123283","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015109","Ready",""
"INT/230123286","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015112","Ready",""
"INT/230123285","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015111","Ready",""
"INT/230123288","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015114","Ready",""
"INT/230123287","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015113","Ready",""
"INT/230123289","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015115","Ready",""
"INT/230123298","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015123","Ready",""
"INT/230123299","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015124","Ready",""
"INT/230123300","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015125","Ready",""
"INT/230123304","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-18 00:00:00","MO/230015129","Ready",""
"INT/230123303","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-18 00:00:00","MO/230015128","Ready",""
"INT/230123306","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-18 00:00:00","MO/230015131","Ready",""
"INT/230123305","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-18 00:00:00","MO/230015130","Ready",""
"INT/230123308","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-18 00:00:00","MO/230015133","Ready",""
"INT/230123307","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-18 00:00:00","MO/230015132","Ready",""
"INT/230123309","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-17 00:00:00","MO/230015134","Ready",""
"INT/230123310","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015135","Ready",""
"INT/230123312","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015136","Ready",""
"INT/230123315","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015139","Ready",""
"INT/230123318","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015142","Ready",""
"INT/230123322","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-11 00:00:00","MO/230015146","Ready",""
"INT/230123323","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-11 00:00:00","MO/230015147","Ready",""
"INT/230123324","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015148","Ready",""
"INT/230129273","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-11 00:00:00","MO/230015157","Ready",""
"INT/230123868","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-11 00:00:00","MO/230015160","Ready",""
"INT/230130160","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-11 00:00:00","MO/230015162","Ready",""
"INT/230126682","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-11 00:00:00","MO/230015164","Ready",""
"INT/230130194","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-11 00:00:00","MO/230015165","Ready",""
"INT/230123876","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-11 00:00:00","MO/230015169","Ready",""
"INT/230123878","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-11 00:00:00","MO/230015171","Ready",""
"INT/230127098","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-11 00:00:00","MO/230015175","Ready",""
"INT/230123897","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015180","Ready",""
"INT/230123898","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015181","Ready",""
"INT/230130106","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015183","Ready",""
"INT/230123901","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015184","Ready",""
"INT/230123908","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015190","Ready",""
"INT/230123911","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015191","Ready",""
"INT/230123912","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015192","Ready",""
"INT/230123915","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015194","Ready",""
"INT/230123917","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015196","Ready",""
"INT/230123916","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015195","Ready",""
"INT/230131633","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015198","Waiting",""
"INT/230123918","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015197","Ready",""
"INT/230123920","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015199","Ready",""
"INT/230123921","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015200","Ready",""
"INT/230123925","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015203","Ready",""
"INT/230123924","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015202","Ready",""
"INT/230123926","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015204","Ready",""
"INT/230123929","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015207","Ready",""
"INT/230123928","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015206","Ready",""
"INT/230123932","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015210","Ready",""
"INT/230123933","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015211","Ready",""
"INT/230123934","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015212","Ready",""
"INT/230123977","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-11 00:00:00","MO/230015213","Ready",""
"INT/230124013","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015217","Ready",""
"INT/230124016","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015219","Ready",""
"INT/230124017","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015220","Ready",""
"INT/230124018","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015221","Ready",""
"INT/230124020","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-17 00:00:00","MO/230015223","Ready",""
"INT/230124019","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015222","Ready",""
"INT/230124029","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015224","Ready",""
"INT/230124033","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015227","Ready",""
"INT/230124039","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015228","Ready",""
"INT/230124043","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015229","Ready",""
"INT/230124044","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015230","Ready",""
"INT/230124046","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015231","Ready",""
"INT/230124050","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015232","Ready",""
"INT/230124088","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015233","Ready",""
"INT/230124089","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015234","Ready",""
"INT/230124090","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015235","Ready",""
"INT/230131527","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015237","Ready",""
"INT/230124092","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015236","Ready",""
"INT/230124096","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015238","Ready",""
"INT/230124097","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015239","Ready",""
"INT/230124099","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015240","Ready",""
"INT/230124101","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015242","Ready",""
"INT/230124102","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015243","Ready",""
"INT/230124103","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015244","Ready",""
"INT/230124104","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015245","Ready",""
"INT/230124108","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015249","Ready",""
"INT/230124114","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015251","Ready",""
"INT/230124113","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015250","Ready",""
"INT/230124120","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015252","Ready",""
"INT/230124121","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015253","Ready",""
"INT/230124122","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015254","Ready",""
"INT/230124123","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015255","Ready",""
"INT/230124125","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015257","Ready",""
"INT/230124124","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015256","Ready",""
"INT/230124126","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015258","Ready",""
"INT/230131985","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015259","Ready",""
"INT/230124142","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015261","Ready",""
"INT/230130121","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015264","Ready",""
"INT/230124240","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015267","Ready",""
"INT/230124287","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015269","Ready",""
"INT/230124288","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015270","Ready",""
"INT/230124295","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015273","Ready",""
"INT/230124751","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015299","Ready",""
"INT/230124754","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015301","Ready",""
"INT/230124854","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-11 00:00:00","MO/230015305","Ready",""
"INT/230124859","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015306","Ready",""
"INT/230124861","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015307","Ready",""
"INT/230124865","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015309","Ready",""
"INT/230124875","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015312","Ready",""
"INT/230129219","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015314","Ready",""
"INT/230130049","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015315","Waiting",""
"INT/230124990","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015325","Ready",""
"INT/230125000","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230015327","Ready",""
"INT/230125002","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015329","Ready",""
"INT/230125106","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-13 00:00:00","MO/230015335","Ready",""
"INT/230125697","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-11 00:00:00","MO/230015349","Ready",""
