FACTORY,ITEM CODE / BESAR BATCH,PROCESS TYPE,ROUTING TYPE,ITEM CODE,REFILL CODE,BULK CODE,ITEM NAME,REFILL NAME,BULK NAME,BULK SIZE PRIORITY,NUMBER OF COMPONENT,FM BULK SIZE (KG),MPQ OLAH (KG),MPQ SUPPLY KUNCI (KG),MPQ KEMAS (PCS),MPQ SUPPLY LOG (PCS),OUTPUT PRESSING (PCS/MIN),OUTPUT LABELLING (PCS/MIN),OUTPUT FILLING (PCS/MIN),OUTPUT FILLING/PACKING (PCS/MIN),LINE CODE WEIGHING,LINE CODE PREMIX,LINE CODE MILLING,LINE CODE MIXING,LINE CODE GRINDING,LINE CODE ADJUST,LINE CODE QC BULK,LINE CODE SIEVING,LINE CODE LABELLING,LINE CODE PRESSING,LINE CODE FILLING,LINE CODE FILLING/PACKING,LEADTIME WEIGHING (MIN),LEADTIME PREMIX (HOUR),LEADTIME MILLING (HOUR),LEADTIME MIXING (HOUR),LEADTIME GRINDING (HOUR),LEADTIME ADJUST (HOUR),LEADTIME QC BULK (HOUR),LEADTIME SIEVING (HOUR),LEADTIME LABELLING (HOUR),LEADTIME PRESSING (HOUR),LEADTIME FILLING (HOUR),LEADTIME FILLING/PACKING (HOUR),LEADTIME QC FG (HOUR),LEADTIME KARANTINA (HOUR),TOTAL LEADTIME (DAYS),JUMLAH OPERATOR WEIGHING,JUMLAH OPERATOR PREMIX,JUMLAH OPERATOR MILLING,JUMLAH OPERATOR MIXING,JUMLAH OPERATOR GRINDING,JUMLAH OPERATOR QC BULK,JUMLAH OPERATOR SIEVING,JUMLAH OPERATOR LABELLING,JUMLAH OPERATOR PRESSING,JUMLAH OPERATOR FILLING,JUMLAH OPERATOR FILLING/PACKING,STATUS PEARLIZE,PDT PREMIX CUCI KASAR (HOUR),PDT PREMIX CUCI BERSIH (HOUR),PDT MILLING CUCI KASAR (HOUR),PDT MILLING CUCI BERSIH (HOUR),PDT MIXING CUCI KASAR (HOUR),PDT MIXING CUCI BERSIH (HOUR),PDT GRINDING CUCI KASAR (HOUR),PDT GRINDING CUCI BERSIH (HOUR),SET UP MESIN AWAL (MIN),SET UP MESIN LANJUTAN (MIN),PERSIAPAN (MIN),HELLOM TIME (MIN),GANTI KAIN (MIN),BBM (MIN),CHANGE OVER (MIN),CUCI MESIN (MIN),PENCAIRAN BULK (MIN),WARNA BULK,ASUMSI JUMLAH SHIFT,PDT TANPA CO (HOUR),PDT DENGAN CO (HOUR),LEADTIME KOTOR PREMIX (HOUR),LEADTIME KOTOR MILLING (HOUR),LEADTIME KOTOR MIXING (HOUR),LEADTIME KOTOR LABELLING (HOUR),LEADTIME KOTOR PRESSING (HOUR),LEADTIME KOTOR FILLING (HOUR),LEADTIME KOTOR FILLING/PACKING (HOUR),SHRINK MACHINE,LAST MODIFIED ON,LAST MODIEFIED BY,NOTES
JTK02,F-L02VC-OMG/400,STD,LR05,F-L02VC-OMG,,F-L02-BULK,OMG Oh My Glam Coverlast Liquid Foundation 21 W Light,,OMG Oh My Glam Coverlast Liquid Foundation 21 W Light,NOMINAL_LINE,1,400,400,375,13104,13500,,,,16,LWE01,LMX01A,LRM01,LVL01,,LVL01,QC BULK,,,,,BOP10,60,2,5,7,,3,1,,,,,13.65,,,5,,,,,,1,,,,,9,-,0,1,0,1.5,2,3,,,30,10,0,20,0,10,0,60,0,gelap,1,2.16666666666667,2.16666666666667,3,6.5,10,,,,15.8166666666667,Yes,2022-06-02 03:08,Suniarsih Utami,
JTK02,BRO-RNBO-KA/100,STD,LR15,BRO-RNBO-KA,,BRO-RNBO-BULK,Kahf Nourishing Beard & Hair Oil 30 ml,,Kahf Nourishing Beard & Hair Oil,SECONDARY_LINE,1,100,100,90,2740,2860,,,,5,LWE02,,,LMX02,,LMX02,QC BULK,,,,,EMP07,60,,,3,,0,1,,,,,9.13333333333333,0.3,2,4,,,,,,1,,,,,8,-,,,,,0,2,,,40,10,0,20,0,10,0,30,0,gelap,0,1.83333333333333,1.83333333333333,,,5,,,,10.9666666666667,No,2022-08-31 09:02,Fawziah Ghina Saraswati,
JTK02,BRO-RNBO-KA/90,STD,LR15,BRO-RNBO-KA,,BRO-RNBO-BULK,Kahf Nourishing Beard & Hair Oil 30 ml,,Kahf Nourishing Beard & Hair Oil,NOMINAL_LINE,1,90,90,85,2740,2860,,,,5,LWE02,,,LMX02,,LMX02,QC BULK,,,,,EMP07,60,,,3,,0,1,,,,,9.13333333333333,0.3,2,4,,,,,,1,,,,,8,-,,,,,0,2,,,40,10,0,20,0,10,0,30,0,gelap,1,1.83333333333333,1.83333333333333,,,5,,,,10.9666666666667,No,2022-08-31 09:02,Fawziah Ghina Saraswati,
JTK02,BRO-RNBO-KA/30,STD,LR15,BRO-RNBO-KA,,BRO-RNBO-BULK,Kahf Nourishing Beard & Hair Oil 30 ml,,Kahf Nourishing Beard & Hair Oil,SECONDARY_LINE,1,30,30,25,666,690,,,,5,LWE02,,,LMX02,,LMX02,QC BULK,,,,,EMP07,30,,,5,,0,1,,,,,2.22,0.3,2,4,,,,,,1,,,,,8,-,,,,,0,2,,,40,0,0,10,0,0,0,30,0,gelap,0,1.33333333333333,1.33333333333333,,,7,,,,3.55333333333333,No,2022-08-31 09:02,Fawziah Ghina Saraswati,
JTK01,DUSS-RCVPF43WR0-W/0,SFGPack,PR16,DUSS-RCVPF43WR0-W,,,Dus Sticker Colorfit Velvet Powder Foundation 43W Refill Wardah (Barcode&Varian),,,NOMINAL_LINE,,0,0,0,22896,23583,,4,,,,,,,,,QC BULK,,PLB01,,,,,,,,,0,0,,95.4,,,,0.5,0,1,,,,,,1,,2,,,,-,,,,,,,,,0,0,10,0,0,10,0,30,0,-,,0.833333333333333,0.833333333333333,,,,96.2333333333333,,,,No,2022-05-24 06:44,OdooBot,
JTK06,TC-TRLLF01-W/0,STD,RR01,TC-TRLLF01-W,,,Wardah Tester Lightening Two Way Cake Light Feel 01 Light Beige 12 g,,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK06,MY-FWAH-W100ML/0,STD,RR01,MY-FWAH-W100ML,,,Malaysia Wardah Nature Daily Aloe Hydramild Facial Wash 100 ml,,,NOMINAL_LINE,,0,0,0,1,1,,,,12,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00138888888888889,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501388888888889,No,2022-03-22 16:14,OdooBot,
JTK06,"ES-W2TW0M-W3,3GR/0",STD,RR01,"ES-W2TW0M-W3,3GR",,,"Wardah Tester Eye Shadow M 3,3 gr",,,NOMINAL_LINE,,0,0,0,1,1,,,,15,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00111111111111111,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501111111111111,No,2022-03-22 16:14,OdooBot,
JTK06,MY-FWPBCFBO-W100ML/0,STD,RR01,MY-FWPBCFBO-W100ML,,,Malaysia Wardah Perfect Bright Creamy Foam Brightening + Oil Control 100 ml,,,NOMINAL_LINE,,0,0,0,1,1,,,,12,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00138888888888889,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501388888888889,No,2022-03-22 16:14,OdooBot,
JTK06,MY-LCVM04-W/0,STD,RR01,MY-LCVM04-W,,,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 04 Pink Sweetheart 4 g,,,NOMINAL_LINE,,0,0,0,1,1,,,,18,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.000925925925925926,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.500925925925926,No,2022-03-22 16:14,OdooBot,
JTK01,TC-RPMW22-MO/60,STD,PR01,TC-RPMW22-MO,,TC-RPMW22-BULK,MAKE OVER Powerstay 24H Matte Powder Foundation W22 Warm Ivory 12 g,,MAKE OVER Powerstay 24H Matte Powder Foundation W22 Warm Ivory,NOMINAL_LINE,1,60,60,60,4320,4450,,,,28,PWE01,,,PSM20,PVT09,PSM20,QC BULK,RUSSEL01,,,,PNP02,75,,,3.25,2.25,7.5,0.5,1,,,,2.57142857142857,0.5,14,5,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,3,5,0,40,0,-,1,1.13333333333333,1.13333333333333,,,4.25,,,,3.7047619047619,No,2022-09-01 07:57,Anisa Masrucha Utami,
JTK01,TC-RPMW22-MO/40,STD,PR01,TC-RPMW22-MO,,TC-RPMW22-BULK,MAKE OVER Powerstay 24H Matte Powder Foundation W22 Warm Ivory 12 g,,MAKE OVER Powerstay 24H Matte Powder Foundation W22 Warm Ivory,SECONDARY_LINE,1,40,40,40,2304,2373,,,,28,PWE01,,,PSM11,PAP01,PSM11,QC BULK,PMS01,,,,PNP02,75,,,3,2,7.5,0.5,1,,,,1.37142857142857,0.5,14,5,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,40,0,-,0,1.08333333333333,1.08333333333333,,,4,,,,2.4547619047619,No,2022-09-01 07:57,Anisa Masrucha Utami,
JTK01,TC-RPMW22-MO/250,STD,PR01,TC-RPMW22-MO,,TC-RPMW22-BULK,MAKE OVER Powerstay 24H Matte Powder Foundation W22 Warm Ivory 12 g,,MAKE OVER Powerstay 24H Matte Powder Foundation W22 Warm Ivory,SECONDARY_LINE,1,250,250,250,19248,19825,,,,28,PWE01,,,PSM17,PVT09,PSM17,QC BULK,RUSSEL01,,,,PNP02,180,,,4,8,7.5,0.5,1,,,,11.4571428571429,0.5,14,5,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.75,1.5,0.5,0.75,15,0,5,0,18,5,0,40,0,-,4,1.38333333333333,1.38333333333333,,,5.5,,,,12.8404761904762,No,2022-09-01 07:57,Anisa Masrucha Utami,
JTK01,TC-RPMW22-MO/100,STD,PR01,TC-RPMW22-MO,,TC-RPMW22-BULK,MAKE OVER Powerstay 24H Matte Powder Foundation W22 Warm Ivory 12 g,,MAKE OVER Powerstay 24H Matte Powder Foundation W22 Warm Ivory,SECONDARY_LINE,1,100,100,100,7704,7935,,,,28,PWE01,,,PSM20,PVT09,PSM20,QC BULK,RUSSEL01,,,,PNP02,75,,,3.25,2.25,7.5,0.5,1,,,,4.58571428571429,0.5,14,5,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,6,5,0,40,0,-,0,1.18333333333333,1.18333333333333,,,4.25,,,,5.76904761904762,No,2022-09-01 07:57,Anisa Masrucha Utami,
JTK01,TC-RPMW22-MO/80,STD,PR01,TC-RPMW22-MO,,TC-RPMW22-BULK,MAKE OVER Powerstay 24H Matte Powder Foundation W22 Warm Ivory 12 g,,MAKE OVER Powerstay 24H Matte Powder Foundation W22 Warm Ivory,SECONDARY_LINE,1,80,80,80,6144,6328,,,,28,PWE01,,,PSM20,PVT09,PSM20,QC BULK,RUSSEL01,,,,PNP02,75,,,3.25,2.25,7.5,0.5,1,,,,3.65714285714286,0.5,14,5,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,6,5,0,40,0,-,0,1.18333333333333,1.18333333333333,,,4.25,,,,4.84047619047619,No,2022-09-01 07:57,Anisa Masrucha Utami,
JTK04,L-LL15-W2.3G/5,STD,SR09,L-LL15-W2.3G,,L-LL15-BULK,Wardah Lipstick Longlasting 15 Rouge Red 2.3 g (Pc(s)),,Lipstick Long Lasting 15 Rouge Red,NOMINAL_LINE,1,5,5,4.75,0,0,,,,0,SWE01,SPM03D,SRM06,SMX01,,SMX01,QC BULK,,,,,LIP06,75,0.75,1,2.25,,5,0.5,,,,,,0.5,2,5,2,1,1,1,,1,,,,,,-,0,0.25,0,0.5,0,0.25,,,0,0,0,0,0,0,0,0,0,-,0,0,0,1,1.5,2.5,,,,,No,2022-09-05 06:52,Diah Kartika Sari,
JTK01,B-DMLP02-EM/100,STD,PR01,B-DMLP02-EM,,B-DMLP02-BULK,Emina Daily Matte Loose Powder 02 Natural Beige 20 g,,Emina Daily Matte Loose Powder 02 Natural Beige,NOMINAL_LINE,1,100,100,100,4960,5109,,,,17,PWE01,,,PSM01,PVT01,PSM01,QC BULK,RUSSEL02,,,,LPP02,45,,,2.5,1.25,2,0.5,1,,,,4.86274509803922,0.5,2,3,2,,,1,1,1,1,,,,8,Non Pearlize,,,,,0.5,1.5,0.5,0.75,15,0,5,0,0,5,0,30,0,-,0,0.916666666666667,0.916666666666667,,,4,,,,5.77941176470588,No,2022-08-31 23:01,Maryam Hadi,
JTK02,FW-RPBCFLS100-W/3000,STD,LR02,FW-RPBCFLS100-W,,FW-RPBCFLS-BULK,Wardah Perfect Bright Creamy Foam Bright + Smooth Glow 100 ml,,Wardah Perfect Bright Creamy Foam Bright + Smooth Glow,NOMINAL_LINE,1,3000,3000,2970,27810,29980,,,60,55,LWE02,,,LVL06,,LVL06,QC BULK,,,,TUP01,MAP01,90,,,9,,0,1,,,,7.725,8.42727272727273,0.3,2,6,,,,,,1,,,,3,6,-,,,,,0,2,,,40,10,0,20,0,10,60,0,0,gelap,0,1.33333333333333,2.33333333333333,,,11,,,9.05833333333333,9.76060606060606,No,2022-08-25 02:49,Odilia Indira Saraswati,
JTK01,TC-RIPPF06-W/100,STD,PR01,TC-RIPPF06-W,,TC-IPPF06-BULK,Instaperfect Refill Matte Fit Powder Foundation 52 Almond 13 g,,Instaperfect Matte Fit Powder Foundation 52 Almond,SECONDARY_LINE,1,100,100,100,7560,7786,,,,28,PWE01,,,PSM20,PVT09,PSM20,QC BULK,PMS01,,,,PNP02,75,,,2.75,2.25,7.5,0.5,1,,,,4.5,0.5,14,3,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,6,5,0,40,0,-,0,1.18333333333333,1.18333333333333,,,3.75,,,,5.68333333333333,No,2022-09-09 00:59,Maryam Hadi,
JTK01,TC-RIPPF06-W/80,STD,PR01,TC-RIPPF06-W,,TC-IPPF06-BULK,Instaperfect Refill Matte Fit Powder Foundation 52 Almond 13 g,,Instaperfect Matte Fit Powder Foundation 52 Almond,SECONDARY_LINE,1,80,80,80,5688,5858,,,,28,PWE01,,,PSM20,PVT09,PSM20,QC BULK,PMS01,,,,PNP02,75,,,3.25,2.25,7.5,0.5,1,,,,3.38571428571429,0.5,14,3,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,3,5,0,40,0,-,1,1.13333333333333,1.13333333333333,,,4.25,,,,4.51904761904762,No,2022-09-09 00:59,Maryam Hadi,
JTK01,TC-RIPPF06-W/60,STD,PR01,TC-RIPPF06-W,,TC-IPPF06-BULK,Instaperfect Refill Matte Fit Powder Foundation 52 Almond 13 g,,Instaperfect Matte Fit Powder Foundation 52 Almond,SECONDARY_LINE,1,60,60,60,4032,4153,,,,28,PWE01,,,PSM20,PVT09,PSM20,QC BULK,PMS01,,,,PNP02,60,,,2.75,2.25,7.5,0.5,1,,,,2.4,0.5,14,3,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,3,5,0,40,0,-,0,1.13333333333333,1.13333333333333,,,3.75,,,,3.53333333333333,No,2022-09-09 00:59,Maryam Hadi,
JTK01,TC-RIPPF06-W/20,STD,PR01,TC-RIPPF06-W,,TC-IPPF06-BULK,Instaperfect Refill Matte Fit Powder Foundation 52 Almond 13 g,,Instaperfect Matte Fit Powder Foundation 52 Almond,SECONDARY_LINE,1,20,20,20,1224,1260,,,,28,PWE01,,,PSM08,PVT08,PSM08,QC BULK,PMS01,,,,PNP04,60,,,1.75,2,7.5,0.5,1,,,,0.728571428571429,0.5,14,3,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,40,0,-,0,1.08333333333333,1.08333333333333,,,2.75,,,,1.81190476190476,No,2022-09-09 00:59,Maryam Hadi,
JTK01,TC-RIPPF06-W/10,STD,PR01,TC-RIPPF06-W,,TC-IPPF06-BULK,Instaperfect Refill Matte Fit Powder Foundation 52 Almond 13 g,,Instaperfect Matte Fit Powder Foundation 52 Almond,NOMINAL_LINE,1,10,10,10,576,594,,,,28,PWE01,,,PSM08,PVT08,PSM08,QC BULK,PMS01,,,,PNP04,60,,,2,2,7.5,0.5,1,,,,0.342857142857143,0.5,14,3,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,40,0,-,1,1.08333333333333,1.08333333333333,,,3,,,,1.42619047619048,No,2022-09-09 00:59,Maryam Hadi,
JTK01,BO-SKPP10-MO6G/9,PRESSTHENFILLINGPACKING,PR03,BO-SKPP10-MO6G,BO-SKPP10-RP-MO6GR,BO-SKPP10-BULK,MAKE OVER BO Single 10 Passion Pink 6 g (Pc(s)),Refill Press Blush On 10 Passion Pink (Pc(s)),Blush On 10 Passion Pink,NOMINAL_LINE,1,9,9,9,1008,1108,15,,,4,PWE02,,,PSM16,PMG06,PSM16,QC BULK,PMS01,,PEP03,,PCP01,40,,,1.75,1.5,1,0.5,1,,1.12,,4.2,0.5,14,4,2,,,1,1,1,1,,2,,2,Non Pearlize,,,,,0,1,0,1.5,10,0,5,0,0,5,30,15,0,-,0,0.583333333333333,1.08333333333333,,,2.75,,1.70333333333333,,4.78333333333333,No,2022-03-22 16:14,OdooBot,
JTK02,HBW-RPRHB-KA/3000,STD,LR15,HBW-RPRHB-KA,,HBW-RHB-BULK,Kahf Relaxing Body Wash - Refill Pouch 400 ml,,Kahf Relaxing Hair and Body Wash Bulk,NOMINAL_LINE,1,3000,3000,2910,7199,7420,,,,6,LWE02,,,LVL06,,LVL06,QC BULK,,,,,EMP02,120,,,6,,0,1,,,,,19.9972222222222,0.3,2,4,,,,,,1,,,,,5,-,,,,,0,1.5,,,20,20,0,30,0,20,0,35,0,gelap,0,2.08333333333333,2.08333333333333,,,7.5,,,,22.0805555555556,No,2022-03-22 16:14,OdooBot,
JTK04,L-SMULGA-EM/75,STD,SR09,L-SMULGA-EM,,L-SMULGA-BULK,Emina Squeeze Me Up Lip Glass 01 Surf n’ Slide 6.5 g,,Emina Squeeze Me Up Lip Glass 01 Surf n’ Slid,SECONDARY_LINE,1,75,75,73.5,11040,11261,,,,7,SWE01,SPM09D,SRM08,SVB03,,SVB03,QC BULK,,,,,LIP11,75,1.25,3,5,,3,0.5,,,,,26.2857142857143,2,14,5,2,1,1,1,,1,,,,,3,-,0,0.25,0,1,0,2.5,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,1.5,4,7.5,,,,26.539880952381,No,2022-08-12 06:41,OdooBot,
JTK04,L-SMULGA-EM/45,STD,SR09,L-SMULGA-EM,,L-SMULGA-BULK,Emina Squeeze Me Up Lip Glass 01 Surf n’ Slide 6.5 g,,Emina Squeeze Me Up Lip Glass 01 Surf n’ Slid,NOMINAL_LINE,1,45,45,44,6528,6659,,,,7,SWE01,SPM07D,SRM07,SVB02,,SVB02,QC BULK,,,,,LIP11,60,1,1.5,4,,3,0.5,,,,,15.5428571428571,2,14,5,2,1,1,1,,1,,,,,3,-,0,0.25,0,0.25,0,2,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,1.25,1.75,6,,,,15.7970238095238,No,2022-08-12 06:41,OdooBot,
JTK04,L-IPEI12-W/46,STD,SR09,L-IPEI12-W,,L-IPEI12-BULK,Wardah Instaperfect Everlast Intense Matte Liquid 12 VENI VIDI AMAVI 4.2 g,,Wardah Instaperfect Everlast Intense Matte Liquid 12 Veni Vidi Amavi,NOMINAL_LINE,1,46,46,45,9648,9937,,,,21,SWE01,SPM09D,SRM08,SVB03,,SVB03,QC BULK,,,,,BTP02,60,1.25,2.5,4,,5,0.5,,,,,7.65714285714286,2,14,5,2,1,1,1,,1,,,,,10,-,0,0.25,0,1,0,2.5,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,1.5,3.5,6.5,,,,7.91130952380952,No,2022-08-12 06:41,OdooBot,
JTK06,MY-ESEP01-W/0,STD,RR01,MY-ESEP01-W,,,Malaysia Wardah Exclusive Eyeshadow Palette 01 Sunset Brown 10 g,,,NOMINAL_LINE,,0,0,0,1,1,,,,12,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00138888888888889,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501388888888889,No,2022-03-22 16:14,OdooBot,
JTK06,"ES-W2TW0L-W3,3GR/0",STD,RR01,"ES-W2TW0L-W3,3GR",,,"Wardah Tester Eye Shadow L 3,3 gr",,,NOMINAL_LINE,,0,0,0,1,1,,,,15,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00111111111111111,0.5,2,5,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501111111111111,No,2022-03-22 16:14,OdooBot,
JTK02,EO-SOPM01-B/20,STD,LR11,EO-SOPM01-B,,EO-SOPM-BULK,Beyondly Essential Single Oil Peppermint 10 ml,,Beyondly Essential Single Oil - Peppermint,NOMINAL_LINE,1,20,20,20,2088,2150,,,,8,LWE01,,,,,,QC BULK,,,,,EMP07,0.01,,,,,0,0,,,,,4.35,0.3,2,4,,,,,,1,,,,,8,-,,,,,,,,,30,0,0,10,0,0,0,30,0,terang,1,1.16666666666667,1.16666666666667,,,,,,,5.51666666666667,No,2022-09-08 00:30,Fawziah Ghina Saraswati,
JTK02,EO-SOPM01-B/20,STD,LR18,EO-SOPM01-B,,,Beyondly Essential Single Oil Peppermint 10 ml,,,NOMINAL_LINE,1,20,20,20,0,0,,,,,LWE01,,,,,,QC BULK,,,,,,0.01,,,,,0,0,,,,,,0.3,2,4,,,,,,1,,,,,,-,,,,,,,,,0,0,0,0,0,0,0,0,0,terang,0,0,0,,,,,,,,No,2022-09-08 00:30,Fawziah Ghina Saraswati,
JTK02,M-LDCN2-W/1000,STD,LR15,M-LDCN2-W,,M-LDCN-BULK,Wardah Lightening Day Cream Advanced Niacinamide 30 g,,Lightening Day Cream Advanced Niacinamide,NOMINAL_LINE,1,1000,1000,970,30957,30986,,,,25,LWE01,,,LVB01,,LVB01,QC BULK,,,,,JAP01,85,,,4.5,,0,1,,,,,20.638,0.3,2,5,,,,,,1,,,,,10,-,,,,,0,2.5,,,15,20,0,30,0,20,0,70,0,terang,0,2.58333333333333,2.58333333333333,,,7,,,,23.2213333333333,No,2022-08-03 07:06,Administrator,
JTK01,LAR-LICODDC-BULK/60,SFGBulk,PR08,LAR-LICODDC-BULK,,,Larutan Ekstrak Pemutih O Dalam Silikon 200/50,,,NOMINAL_LINE,1,60,60,60,0,0,,,,,PWE02,,,PHS02,,PHS02,QC BULK,,,,,,40,,,24,,0,0.5,,,,,,0,0,5,2,,,1,,1,,,,,,Pearlize,,,,,0,0,,,0,0,0,0,0,0,0,0,0,-,0,0,0,,,24,,,,,No,2022-03-22 16:14,OdooBot,
JTK01,LAR-LICODDC-BULK/60,SFGBulk,PR08,LAR-LICODDC-BULK,,,Larutan Ekstrak Pemutih O Dalam Silikon 200/50,,,NOMINAL_LINE,1,60,60,60,0,0,,,,,PWE02,,,PHS01,,PHS01,QC BULK,,,,,,40,,,24,,0,0.5,,,,,,0,0,5,2,,,1,,1,,,,,,Pearlize,,,,,0,0,,,0,0,0,0,0,0,0,0,0,-,0,0,0,,,24,,,,,No,2022-03-22 16:14,OdooBot,
JTK01,LAR-LICODDC-BULK/30,SFGBulk,PR08,LAR-LICODDC-BULK,,,Larutan Ekstrak Pemutih O Dalam Silikon 200/50,,,SECONDARY_LINE,1,30,30,30,0,0,,,,,PWE02,,,PHS02,,PHS02,QC BULK,,,,,,25,,,24,,0,0.5,,,,,,0,0,5,2,,,1,,1,,,,,,Pearlize,,,,,0,0,,,0,0,0,0,0,0,0,0,0,-,0,0,0,,,24,,,,,No,2022-03-22 16:14,OdooBot,
JTK01,LAR-LICODDC-BULK/30,SFGBulk,PR08,LAR-LICODDC-BULK,,,Larutan Ekstrak Pemutih O Dalam Silikon 200/50,,,SECONDARY_LINE,1,30,30,30,0,0,,,,,PWE02,,,PHS01,,PHS01,QC BULK,,,,,,25,,,24,,0,0.5,,,,,,0,0,5,2,,,1,,1,,,,,,Pearlize,,,,,0,0,,,0,0,0,0,0,0,0,0,0,-,0,0,0,,,24,,,,,No,2022-03-22 16:14,OdooBot,
JTK06,MY-LCLADC06-W/0,STD,RR01,MY-LCLADC06-W,,,Malaysia Wardah Colorfit Last All Day Lip Paint 17. Tokyo Breeze,,,NOMINAL_LINE,,0,0,0,819,819,,,,5,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,2.73,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,15,,,,,,,-,,0.25,0.25,,,,,,,2.98,No,2022-03-22 16:14,OdooBot,
JTK02,LT-MPSG-EM5.5ML/100,STD,LR15,LT-MPSG-EM5.5ML,,LT-MPSG-BULK,Emina Magic Potion 02 Sunglow 5.5 ml,,Magic Potion 02 Sunglow,NOMINAL_LINE,1,100,100,100,15972,17280,,,,13,LWE02,,,LMX01,,LMX01,QC BULK,,,,,EMP16,30,,,5,,3,1,,,,,20.4769230769231,0.3,2,4,,,,,,1,,,,,8,-,,,,,0,1.5,,,40,20,0,30,0,20,0,120,0,gelap,0,3.83333333333333,3.83333333333333,,,6.5,,,,24.3102564102564,No,2022-08-03 07:06,Administrator,
JTK02,LT-MPSG-EM5.5ML/50,STD,LR15,LT-MPSG-EM5.5ML,,LT-MPSG-BULK,Emina Magic Potion 02 Sunglow 5.5 ml,,Magic Potion 02 Sunglow,SECONDARY_LINE,1,50,50,50,8205,8410,,,,13,LWE02,,,LMX01,,LMX01,QC BULK,,,,,EMP16,30,,,5,,3,1,,,,,10.5192307692308,0.3,2,4,,,,,,1,,,,,8,-,,,,,0,1.5,,,40,10,0,20,0,10,0,120,0,gelap,0,3.33333333333333,3.33333333333333,,,6.5,,,,13.8525641025641,No,2022-08-03 07:06,Administrator,
JTK06,MY-TSRMWSIBE-W17ML/0,STD,RR01,MY-TSRMWSIBE-W17ML,,,Wardah Tester White Secret Intense Brightening Essence 17 ml,,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,3,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
