"Korporat Code","Variant Seller/Vendor/Reference","Variant Seller/Delivery Lead Time","Variant Seller/QC Leadtime in days"
"STIC-BCL15CLMO-PPW2W","2200066","3","2"
"","2200066","3","2"
"STIC-BCL15USMO-PPW2W","2200066","3","2"
"","2200066","3","2"
"STIC-BCLM01-WSC1W315","2200066","3","2"
"STIC-BCLM02-WSC1W315","2200055","2","2"
"STIC-BCLM03-WSC1W315","2200055","2","2"
"STIC-BCLM04-WSC1W315","2200066","3","2"
"STIC-BCLM05-WSC1W315","2200066","3","2"
"STIC-BCLM06-WSC1W315","2200055","2","2"
"STIC-BCLM07-WSC1W315","2200066","3","2"
"STIC-BCLM08-WSC1W315","2200066","3","2"
"STIC-BCLM09-WSC1W315","2200055","2","2"
"STIC-BCLM10-WSC1W315","2200055","2","2"
"STIC-BCLM11SR-WSC1W3","2200066","3","2"
"STIC-BCLM12M-WSC1W31","2200055","2","2"
"STIC-BCLM13-WSC1W315","2200066","3","2"
"STIC-BCLM14-WSC1W315","2200066","3","2"
"STIC-BCLM15-WSC1W315","2200055","2","2"
"STIC-BCLM16-WSC1W315","2200066","3","2"
"STIC-BCLM17-WSC1W315","2200055","2","2"
"STIC-BCLM18-WSC1W315","2200066","3","2"
"STIC-BCLM19-WSC1W315","2200066","3","2"
"STIC-BCLM20-WSC1W315","2200055","2","2"
"STIC-BCLUHM001-MOPP","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM002-MOPP","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM003-MOPP","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM004-MOPP","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM005-MOPP","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM006-MOPP","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM007-MOPP","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM008-MOPP","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM009-MOPP","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM010-MOPP","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM011-MOPP","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM012-MOPP","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM013-MOPP","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM014-MOPP","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM015-MOPP","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM016-MOPP","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM017-MOPP","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM018-MOPP","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM019-MOPP","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM020-MOPP","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM021-MOPP","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM022-MOPP","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM023-MOPP","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM024-MOPP","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM025-MOPP","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLUHM026-MOPP","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"","2303747","3","2"
"","2303747","4","2"
"","2303747","3","2"
"STIC-BCLLCBAMO-PW1W3","","",""
"STIC-BCLLCDDPMO-PPW1","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCLLCFPMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCLLCGDMO-PW1W3","","",""
"STIC-BCLLCHAZMO-PW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCLLCJPHR0-MOPP","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCLLCKPMO-PPW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCLLCLPMO-PW1W3","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCLLCMMO-PPW1W3","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCLLCMORR0-MOPP","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCLLCPBLR0-MOPP","","",""
"STIC-BCLLCPPKR0-MOPP","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCLLCPPMO-PPW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCLLCRBDR0-MOPP","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCLLCRTMO-PPW1W","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCLLCSRMO-PW1W3","","",""
"STIC-BCLLCSPHR0-MOPP","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BNFSCBER0-WM","2200055","2","2"
"STIC-BCNPCT01-MO","2200055","4","2"
"STIC-BCNPCT02-MO","2200055","4","2"
"STIC-BCNPCT03-MO","2200055","4","2"
"STIC-BCNPCT04-MO","2200055","4","2"
"STIC-BCNPCT08-MO","2200055","4","2"
"STIC-BCNPMPN30-MO","2200055","2","2"
"STIC-BCNPMPW30-MO","2200055","2","2"
"STIC-BCNPMPW33-MO","2200055","2","2"
"STIC-BNFSUVSAFE-WM","","",""
"STIC-BCNDGWP-WMC","","",""
"STIC-BCPESFPMO-PW1W3","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPESGKMO-PW1W3","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPESGAMO-PW1W3","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPESHIMO-PW1W3","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPMESCOCR-PW1W","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPLTCR0-MO","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCPLPRR0-MO","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"","2200055","2","2"
"STIC-BCPCCF01-MO","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPCCF02-MO","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPCCF03-MO","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPCCF04-MO","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPCCF05-MO","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPCCF06-MO","","",""
"STIC-BCPCCF07-MO","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPCTWC01-MOPPW","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPCTWC02-MOPPW","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPCTWC03-MOPPW","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPCTWC04-MOPPW","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPCTWC05-MOPPW","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPCTWC06-MOPPW","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"STIC-BCPCTWC07-MOPPW","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
"","2303751","3","2"
