item_code,product_description
MY-CUSHLGCW12-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion W12 Warm Marble 15 g
MY-CUSHLGCW21-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion W21 Coral Ivory 15 g
MY-CUSHLGCW30-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion W30 Creme Beige 15 g
MY-CUSHLGCW32-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion W32 Warm Beige 15 g
MY-CUSHLGCW50-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion W50 Creme Tan 15 g
MY-CUSHLGCW60-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion W60 Creme Cocoa 15 g
MY-CUSHLGN10-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion N10 Marble 15 g
MY-CUSHLGNC21-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion C21 Pink Ivory 15 g
MY-CUSHLGNN30-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion N30 Natural Beige 15 g
MY-CUSHLGNN50-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion N50 Tan 15 g
MY-CUSHLGNW22-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion W22 Warm Ivory 15 g
MY-CUSHLGNW33-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion W33 Honey Beige 15 g
MY-CUSHLGNW41-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion W41 Coral Sand 15 g
MY-CUSHLGNW42-MO,Malaysia MAKE OVER Hydrastay Lite Glow Cushion W42 Warm Sand 15 g
MY-CUSIPA-W,Malaysia Instaperfect Skincover Air Cushion 11 Fair Pink 11 g
MY-CUSIPC-W,Malaysia Instaperfect Skincover Air Cushion 32 True Beige 11 g
MY-CUSIPE-W,Malaysia Instaperfect Skincover Air Cushion 43 Creme Sand 11 g
MY-CUSIPF-W,Malaysia Instaperfect Skincover Air Cushion 52 Almond 11 g
MY-CUSPDMCC21-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion C21 Pink Ivory 15 g
MY-CUSPDMCC31-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion C31 Pink Beige 15 g
MY-CUSPDMCC41-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion C41 Cool Sand 15 g
MY-CUSPDMCC51-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion C51 Cool Tan 15 g
MY-CUSPDMCC62-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion C62 Rich Cocoa 15 g
MY-CUSPDMCN10-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion N10 Marble 15 g
MY-CUSPDMCN20-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion N20 Ivory 15 g
MY-CUSPDMCN30-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion N30 Natural Beige 15 g
MY-CUSPDMCN40-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion N40 Sand 15 g
MY-CUSPDMCN50-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion N50 Tan 15 g
MY-CUSPDMCW12-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W12 Warm Marble 15 g
MY-CUSPDMCW21-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W21 Coral Ivory 15 g
MY-CUSPDMCW22-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W22 Warm Ivory 15 g
MY-CUSPDMCW30-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W30 Creme Beige 15 g
MY-CUSPDMCW32-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W32 Warm Beige 15 g
MY-CUSPDMCW33-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W33 Honey Beige 15 g
MY-CUSPDMCW41-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W41 Coral Sand 15 g
MY-CUSPDMCW42-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W42 Warm Sand 15 g
MY-CUSPDMCW50-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W50 Creme Tan 15 g
MY-CUSPDMCW60-MO,Malaysia MAKE OVER Powerstay Demi-Matte Cover Cushion W60 Creme Cocoa 15 g
MY-CUSR2EFC01-W,Malaysia Wardah Exclusive Flawless Cover Cushion 01 Light Beige 15 g
MY-CUSR2EFC02-W,Malaysia Wardah Exclusive Flawless Cover Cushion 02 Honey Beige 15 g
MY-CUSR2EFC03-W,Malaysia Wardah Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g
MY-CUSR2EFC04-W,Malaysia Wardah Exclusive Flawless Cover Cushion 04 Natural 15 g
MY-EBABBL-EM,Malaysia Emina Agent of Brow Black 1.2 gr (Pc(s))
MY-EBABBR-EM,Malaysia Emina Agent of Brow Brown 1.2 gr (Pc(s))
MY-EBDK01-MO,Malaysia MAKE OVER Eye Brow Definition Kit 01 Dark Brown 6.9 g
MY-EBDK02-MO,Malaysia MAKE OVER Eye Brow Definition Kit 02 Grey Brown 6.9 g
MY-EBDMCC-MO,Malaysia MAKE OVER Powerstay Brow Definer Mascara 03 Coffee Cream 6.5 g
MY-EBDMCL-MO,Malaysia MAKE OVER Powerstay Brow Definer Mascara 02 Chocolate 6.5 g
MY-EBDMLB-MO,Malaysia MAKE OVER Powerstay Brow Definer Mascara 01 Long Black 6.5 g
MY-EBEXPMBD01-W,Malaysia Wardah Eyexpert Matic Brow Definer 01 LIGHT BROWN 0.25 g
MY-EBEXPMBD02-W,Malaysia Wardah EyeXpert Matic Brow Definer 02 DARK BROWN 0.25 g
MY-EBEXPMBD03-W,Malaysia Wardah EyeXpert Matic Brow Definer 03 DARK GREY 0.25 g
MY-EBIPEM01-W,Malaysia Wardah Instaperfect BROWFLASH 3-in-1 Brow Perfector 01 True Brown 0.6 g
MY-EBIPEM02-W,Malaysia Wardah Instaperfect BROWFLASH 3-in-1 Brow Perfector 02 Ash Brown 0.6 g
MY-EBPBE-MO,"Malaysia MAKE OVER Eyebrow Pencil Brown To Earth 1,14 g (Pc(s))"
MY-EBREPBL-W,Malaysia Wardah EyeXpert Eyebrow Pencil Black 1.14 g (Blister)
MY-EBREPBR-W,Malaysia Wardah EyeXpert Eyebrow Pencil Brown 1.14 g (Blister)
MY-EBSEDA-MO,Malaysia MAKE OVER Brow Styler Eye Definer Americano 0.13 g
MY-EBSEDC-MO,Malaysia MAKE OVER Brow Styler Eye Definer Caffè Latte 0.13 g
MY-EBSEDM-MO,Malaysia MAKE OVER Brow Styler Eye Definer Mocha 0.13 g
MY-EBSMUEMA-EM,Malaysia Emina Squeeze Me Up Browcara Woody 8 g
MY-EBSMUEMB-EM,Malaysia Emina Squeeze Me Up Browcara Ashy 8 g
MY-EBSMUEMC-EM,Malaysia Emina Squeeze Me Up Browcara Clear
MY-EBTS-EM,Malaysia Emina Top Secret Eyebrow 2.9 gr (Pc(s))
MY-ECRRYAG-W,Malaysia Wardah Renew You Eye Cream 10 g (Pc(s))
MY-ECRWSB-W,Malaysia Wardah Crystal Secret Eyes Dark Circle Corrector 10 ml
MY-ELEDPBL-EM,Malaysia Emina Eye Do! Pencil Eye Liner Black 1 gr (Pc(s))
MY-ELEDPBR-EM,Malaysia Emina Eye Do! Pencil Eye Liner Brown 1 gr (Pc(s))
MY-ELHBS-MO,Malaysia MAKE OVER Hyperblack Superstay Liner 1 g
MY-ELPBJ-MO,"Malaysia MAKE OVER Eye Liner Pencil Black Jack 1,2 g (Pc(s))"
MY-ESCLPNB-W,Malaysia Wardah COLORFIT QUAD EYE PALETTE 01 BRUNETTE DAWN 1.8 g
MY-ESCLPPB-W,Malaysia Wardah COLORFIT QUAD EYE PALETTE 02 ROSÉ AURORA 1.8 g
MY-ESCLPWP-W,Malaysia Wardah COLORFIT QUAD EYE PALETTE 03 SUNLIT BLAZE 1.8 g
MY-ESPARR-MO,Malaysia MAKE OVER Powerstay Royal Rose Eye Palette 12 x 0.4 g
MY-ESPAUB-MO,Malaysia MAKE OVER Powerstay Uptown Bae Eye Palette 12 x 0.4 g
MY-ESPRPBK-EM,Malaysia Emina Pop Rouge Pressed Eye Shadow Brick 3.3 gr (Pc(s))
MY-ESPRPGI-EM,Malaysia Emina Pop Rouge Pressed Eye Shadow Gelato 3.3 gr (Pc(s))
MY-ESPRPNS-EM,Malaysia Emina Pop Rouge Pressed Eye Shadow Nude 3.3 gr (Pc(s))
MY-ESPRPPH-EM,Malaysia Emina Pop Rouge Pressed Eye Shadow Posh 3.3 gr (Pc(s))
MY-ESTEB-MO,Malaysia MAKE OVER Trivia Eye Shadow Emperor Brown 6 g (Pc(s))
MY-ESTGE-MO,Malaysia MAKE OVER Trivia Eye Shadow Golden Espress 6 g (Pc(s))
MY-ESTIS-MO,Malaysia MAKE OVER Trivia Eye Shadow Indian Summer 6 g (Pc(s))
MY-FACLFLMHCP-W,Malaysia Wardah Colorfit Highlight Contour Palette 01 Light
MY-FACLFMDHCP-W,Malaysia Wardah Colorfit Highlight Contour Palette 02 Medium
MY-FAEGH-W,Malaysia Wardah Exclusive Glowing Highlighter 6.5 g
MY-FAIPLGH01-W,Malaysia Instaperfect Hi Glow Fluid Highlighter Moonstone 6 g
MY-FAIPLGH02-W,Malaysia Instaperfect Hi Glow Fluid Highlighter Rose Quartz 6 g
MY-FAPFMS-MO,Malaysia MAKE OVER Powerstay Fix & Matte Makeup Setting Spray 50 ml
MY-FAUGHP-MO,Malaysia MAKE OVER Powerstay Ultra Glow Highlighter 3 x 3.5 g
MY-FBWMM01-EM,Malaysia Emina Bare with Me Mineral Mild Foundation 01 Light 30 ml
MY-FBWMM02-EM,Malaysia Emina Bare with Me Mineral Mild Foundation 02 Natural 30 ml
MY-FBWMM03-EM,Malaysia Emina Bare with Me Mineral Mild Foundation 03 Caramel 30 ml
MY-FBWMM04-EM,Malaysia Emina Bare with Me Mineral Mild Foundation 04 Mocca 30 ml
MY-FCLCMA-W,Malaysia Wardah Colorfit Matte Foundation 11C Pink Fair 25 ml
MY-FCLCMB-W,Malaysia Wardah Colorfit Matte Foundation 22N Light Ivory 25 ml
MY-FCLCMC-W,Malaysia Wardah Colorfit Matte Foundation 23W Warm Ivory 25 ml
MY-FCLCMD-W,Malaysia Wardah Colorfit Matte Foundation 32N Neutral Beige 25 ml
MY-FCLCME-W,Malaysia Wardah Colorfit Matte Foundation 33W Olive Beige 25 ml
MY-FCLCMF-W,Malaysia Wardah Colorfit Matte Foundation 43W Golden Sand 25 ml
MY-FCLCMG-W,Malaysia Wardah Colorfit Matte Foundation 42N Neutral Sand 25 ml
MY-FCLCMH-W,Malaysia Wardah Colorfit Matte Foundation 52N Almond 25 ml
MY-FHGFC21-MO,Malaysia MAKE OVER Hydrastay Glow Fluid Foundation C21 Pink Ivory 35 ml
MY-FHGFN10-MO,Malaysia MAKE OVER Hydrastay Glow Fluid Foundation N10 Marble 35 ml
MY-FHGFN30-MO,Malaysia MAKE OVER Hydrastay Glow Fluid Foundation N30 Natural Beige 35 ml
MY-FHGFW22-MO,Malaysia MAKE OVER Hydrastay Glow Fluid Foundation W22 Warm Ivory 35 ml
MY-FHGFW33-MO,Malaysia MAKE OVER Hydrastay Glow Fluid Foundation W33 Honey Beige 35 ml
MY-FHGFW41-MO,Malaysia MAKE OVER Hydrastay Glow Fluid Foundation W41 Coral Sand 35 ml
MY-FHGFW42-MO,Malaysia MAKE OVER Hydrastay Glow Fluid Foundation W42 Warm Sand 35 ml
MY-FHGFW50-MO,Malaysia MAKE OVER Hydrastay Glow Fluid Foundation N50 Tan 35 ml
MY-FIPSF11-W,Malaysia Instaperfect SKINFOCUS Cover Foundation 11 Fair Pink 30 ml
MY-FIPSF12-W,Malaysia Instaperfect SKINFOCUS Cover Foundation 22 Light Ivory 30 ml
MY-FIPSF13-W,Malaysia Instaperfect SKINFOCUS Cover Foundation 32 True Beige 30 ml
MY-FIPSF14-W,Malaysia Instaperfect SKINFOCUS Cover Foundation 33 Warm Olive 30 ml
MY-FIPSF15-W,Malaysia Instaperfect SKINFOCUS Cover Foundation 43 Creme Sand 30 ml
MY-FIPSF16-W,Malaysia Instaperfect SKINFOCUS Cover Foundation 52 Almond 30 ml
MY-FLLF01-W,Malaysia Wardah Lightening Liquid Foundation 01. Light Beige 25 ml (Blister)
MY-FLLF02-W,Malaysia Wardah Lightening Liquid Foundation 02. Beige 25 ml (Blister)
MY-FLLF03-W,Malaysia Wardah Lightening Liquid Foundation 03. Ivory 25 ml (Blister)
MY-FLLF04-W,Malaysia Wardah Lightening Liquid Foundation 04. Natural 25 ml (Blister)
MY-FLPWC21-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation C21 Pink Ivory 33 ml
MY-FLPWC41-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation C41 Cool Sand 33 ml
MY-FLPWC62-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation C62 Rich Cocoa 33 ml
MY-FLPWFC31-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation C31 Pink Beige 33 ml
MY-FLPWFWC51-MO,Malaysia Make Over Powerstay Weightless Liquid Foundation C51 Cool Tan 33 ml
MY-FLPWN10-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation N10 Marble 33 ml
MY-FLPWN20-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation N20 Ivory 33 ml
MY-FLPWN30-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation N30 Natural Beige 33 ml
MY-FLPWN40-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation N40 Sand 33 ml
MY-FLPWN50-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation N50 Tan 33 ml
MY-FLPWW12-MO,Malaysia Make Over Powerstay Weightless Liquid Foundation W12 Warm Marble 33 ml
MY-FLPWW21-MO,Malaysia Make Over Powerstay Weightless Liquid Foundation W21 Coral Ivory 33 ml
MY-FLPWW22-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation W22 Warm Ivory 33 ml
MY-FLPWW30-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation W30 Creme Beige 33 ml
MY-FLPWW32-MO,Malaysia Make Over Powerstay Weightless Liquid Foundation W32 Warm Beige 33 ml
MY-FLPWW33-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation W33 Honey Beige 33 ml
MY-FLPWW41-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation W41 Coral Sand 33 ml
MY-FLPWW42-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation W42 Warm Sand 33 ml
MY-FLPWW50-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation W50 Creme Tan 33 ml
MY-FLPWW60-MO,Malaysia MAKE OVER Powerstay Weightless Liquid Foundation W60 Creme Cocoa 33 ml
MY-FLUC01-MO,Malaysia MAKE OVER Ultra Cover Liquid Matt Foundation 01 Ochre 33 ml (Pc(s))
MY-FLUC02-MO,Malaysia MAKE OVER Ultra Cover Liquid Matt Foundation 02 Pink Shade 33 ml (pc(s))
MY-FLUC03-MO,Malaysia MAKE OVER Ultra Cover Liquid Matt Foundation 03 Nude Silk 33 ml (pc(s))
MY-FLUC04-MO,Malaysia MAKE OVER Ultra Cover Liquid Matt Foundation 04 Amber Rose 33 ml (Pc(s))
MY-FLUC05-MO,Malaysia MAKE OVER Ultra Cover Liquid Matt Foundation 05 Velvet Nude 33 ml (pc(s))
MY-FLUC06-MO,Malaysia MAKE OVER Ultra Cover Liquid Matt Foundation 06 Beige Blast 33 ml (pc(s))
MY-FLUC07-MO,Malaysia MAKE OVER Ultra Cover Liquid Matt Foundation 07 Caramel 33 ml (pc(s))
MY-FLUC08-MO,Malaysia MAKE OVER Ultra Cover Liquid Matt Foundation 08 Pearl 33 ml (Pc(s))
MY-FLUC09-MO,Malaysia MAKE OVER Ultra Cover Liquid Matt Foundation 09 Crème Rose 33 ml (pc(s))
MY-FMAIS-EM,Malaysia Emina Aqua Infused Sleeping Mask 30 g
MY-FMCDS-W,Malaysia Wardah C-Defense Sleeping Mask 30 g
MY-FMCMB-EM,Malaysia Emina Clay Mask Brightening 60 ml
MY-FMCMSC-EM,Malaysia Emina Clay Mask Sebum Control 60 ml
MY-FMCMSS-EM,Malaysia Emina Clay Mask Soothe & Smooth 60 ml
MY-FMIAV-EM,Malaysia Emina Aloe Vera Face Mist 60 ml
MY-FMILGT-W,Malaysia Wardah Lightening Face Mist 60 ml
MY-FMMBLU-EM,Malaysia Emina Masquerade Face Mask Blueberry 23 g
MY-FMMCAC-EM,Malaysia Emina Masquerade Face Mask Cactus 23 g
MY-FMMCHAR-EM,Malaysia Emina Masquerade Face Mask Charcoal 23 g
MY-FMMGRA-EM,Malaysia Emina Masquerade Face Mask Grapefruit 23 g
MY-FMMPO-EM,Malaysia Emina Masquerade Face Mask Pomegranate 23 g
MY-FMMRI-EM,Malaysia Emina Masquerade Face Mask Rice 23 g
MY-FMMTTO-EM,Malaysia Emina Masquerade Face Mask Tea Tree Oil 23 g
MY-FMPBTUWC-W,Malaysia Wardah C-Defense Waterclay Mask 30 g
MY-FMRLN2-W,Malaysia Wardah Lightening Blue Clay Mask 50 g
MY-FRRELF01-W,Malaysia Wardah Exclusive Liquid Foundation 01 Light Beige 20 ml
MY-FRRELF02-W,Malaysia Wardah Exclusive Liquid Foundation 02 Sheer Pink 20 ml
MY-FRRELF03-W,Malaysia Wardah Exclusive Liquid Foundation 03 Sandy Beige 20 ml
MY-FRRELF04-W,Malaysia Wardah Exclusive Liquid Foundation 04 Natural 20 ml
MY-FRRRELF05-W,Malaysia Wardah Exclusive Liquid Foundation 05 Coffee Beige 20 ml
MY-FSAJ-EM,Malaysia Emina Apricot Jam Face Scrub 60 ml (Pc(s))
MY-FSBSFS-EM,Malaysia Emina Bright Stuff Face Scrub 50 ml
MY-FSRLN2-W,Malaysia Wardah Lightening Gentle Exfoliator 50 ml
MY-FTAN1-EM,Malaysia Emina Natura Pal Toner Essence 100 ml
MY-FTBSE-EM,Malaysia Emina Bright Stuff Exfoliating Toner 100 ml
MY-FTBST-EM,Malaysia Emina Bright Stuff Face Toner 100 ml
MY-FTCHG-W,Malaysia Wardah Crystallure Holy Grail Toner 100 ml
MY-FTLFT-W,Malaysia Wardah Lightening Face Toner 125 ml
MY-FTNDATE-W,Malaysia Wardah Nature Daily Aloe Hydramild Essence Toner 100 ml
MY-FTRIHT-W,Malaysia Wardah Hydra Rose Petal Infused Toner 100 ml
MY-FTRWSABHA-W,Malaysia Wardah Crystal Secret Exfoliating Toner with Natural AHA+PHA 125 ml
MY-FTSBFT-EM,Malaysia Emina Skin Buddy Face Toner 100 ml
MY-FWAN1-EM,Malaysia Emina Natura Pal Gel Cleanser 100 ml
MY-FWBSACNE-EM,Malaysia Emina Bright Stuff for Acne Prone Skin Face Wash 100 ml
MY-FWBSN2-EM,Malaysia Emina Bright Stuff Face Wash 100 ml
MY-FWBSW-EM,Malaysia Emina Bright Stuff Whip Face Wash 50 ml
MY-FWCDEWN2-W,Malaysia Wardah C-Defense Energizing Whip Foam 100 ml
MY-FWCFW100-W,Malaysia Wardah Crystallure Moisture Rich Cleansing Foam 100 ml
MY-FWFW01-KA,Malaysia Kahf Gentle Exfoliating Face Scrub 100 ml
MY-FWLMGWN2-W,Malaysia Wardah Lightening Micellar Gentle Wash 100 ml
MY-FWLWFN2-W,Malaysia Wardah Lightening Whip Facial Foam 100 ml
MY-FWNFSPBJ-W,Malaysia Wardah NFS Perfect Bright Jelly Face Wash 3 ml
MY-FWPBNW100-W,Malaysia Wardah Perfect Bright Cooling Bright Jelly Facial Foam 100 ml
MY-FWPCSAC-KA,Malaysia Kahf Oil and Acne Care Face Wash 100 ml
MY-FWPCSRB-KA,Malaysia Kahf Skin Energizing and Brightening Face Wash 100 ml
MY-FWPHASN2-EM,Malaysia Emina Ms. Pimple Acne Solution Face Wash 50 ml
MY-FWRHMF-W,Malaysia Wardah Hydra Rose Gel to Foam Cleanser 100 ml
MY-FWRPBCFLO100-W,Malaysia Wardah Perfect Bright Creamy Foam Bright + Oil Control 100 ml
MY-FWRPBCFLS100-W,Malaysia Wardah Perfect Bright Creamy Foam Bright + Smooth Glow 100 ml
MY-FWRRYAG-W,Malaysia Wardah Renew You Facial Wash 100 ml (Pc(s))
MY-FWRWSABHA-W,Malaysia Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml
MY-FWSBRDBL-EM,Malaysia Emina Skin Buddy Bubble Up Face Wash 60 ml
MY-FWSBRDBR-EM,Malaysia Emina Skin Buddy Dot Burst Face Wash 60 ml
MY-HBLAVG-EM,Malaysia Emina Aloe Vera Gel 60 ml
MY-LBLMMC-EM,Malaysia Emina Lip Mask Milky Matcha 9 g
MY-LBLMOR-EM,Malaysia Emina Lip Mask Orange Squash 9 g
MY-LBLMPB-EM,Malaysia Emina Lip Mask Blister
MY-LBLMPR-EM,Malaysia Emina Lip Mask Vanilla Pretzel 9 g
MY-LBSR-EM,Malaysia Emina Sugar Rush Lip Scrub 4.2 gr (Pc(s))
MY-LBSTSPB-EM,Malaysia Emina Oh So Kissable Tinted Balm Stick Pink Bonbons 3.4 g
MY-LBSTSPC-EM,Malaysia Emina Oh So Kissable Tinted Balm Stick Plum Candy 3.4 g
MY-LCLADC01-W,Malaysia Wardah Colorfit Last All Day Lip Paint 00. Alluring Jakarta
MY-LCLADC02-W,Malaysia Wardah Colorfit Last All Day Lip Paint 13. Dubai Lux
MY-LCLADC03-W,Malaysia Wardah Colorfit Last All Day Lip Paint 14. Royal London
MY-LCLADC04-W,Malaysia Wardah Colorfit Last All Day Lip Paint 15. Dazzling New York
MY-LCLADC05-W,Malaysia Wardah Colorfit Last All Day Lip Paint 16. Kuala Lumpur Joy
MY-LCLADC06-W,Malaysia Wardah Colorfit Last All Day Lip Paint 17. Tokyo Breeze
MY-LCM01-EM,Malaysia Emina Creamatte 01 Chocolava 5.5 gr (Pc(s))
MY-LCM02-EM,Malaysia Emina Creamatte 02 Fuzzy Wuzzy 5.5 gr (Pc(s))
MY-LCM03-EM,Malaysia Emina Creamatte 03 Mauvelous 5.5 gr (Pc(s))
MY-LCM04-EM,Malaysia Emina Creamatte 04 Frostbite 5.5 gr (Pc(s))
MY-LCM05-EM,Malaysia Emina Creamatte 05 Flamingo 5.5 gr (Pc(s))
MY-LCM06-EM,Malaysia Emina Creamatte 06 Jelly Bean 5.5 gr (Pc(s))
MY-LCM07-EM,Malaysia Emina Creamatte 07 Tumbleweed 5.5 gr (Pc(s))
MY-LCM08-EM,Malaysia Emina Creamatte 08 Pumpkin Spice 5.5 gr
MY-LCM09-EM,Malaysia Emina Creamatte 09 Baby Fox 5.5 gr
MY-LCM10-EM,Malaysia Emina Creamatte 10 Starfish 5.5 gr
MY-LCM11-EM,Malaysia Emina Creamatte 11 Amazeballs 5.5 gr
MY-LCM12-EM,Malaysia Emina Creamatte 12 Perky Plum 5.5 gr
MY-LCM13-EM,Malaysia Emina Creamatte 13 Beet Bites 5.5 gr
MY-LCM14-EM,Malaysia Emina Creamatte 14 Gingerale 5.5 gr
MY-LCM15-EM,Malaysia Emina Creamatte 15 Chocopuff 5.5 gr
MY-LCSMC101-MO,Malaysia MAKE OVER Color Stick Matte Crayon 101 Brooklyn 2.6 g
MY-LCSMC102-MO,Malaysia MAKE OVER Color Stick Matte Crayon 102 Iris 2.6 g
MY-LCSMC103-MO,Malaysia MAKE OVER Color Stick Matte Crayon 103 Harper 2.6 g
MY-LCSMC104-MO,Malaysia MAKE OVER Color Stick Matte Crayon 104 Blake 2.6 g
MY-LCSMC105-MO,Malaysia MAKE OVER Color Stick Matte Crayon 105 Skye 2.6 g
MY-LCUM01-W,Malaysia Wardah Colorfit Ultralight Matte Lipstick 01 Parfait Pink 3.6 g
MY-LCUM02-W,Malaysia Wardah Colorfit Ultralight Matte Lipstick 02 Summer Peach 3.6 g
MY-LCUM03-W,Malaysia Wardah Colorfit Ultralight Matte Lipstick 03 Caramel Nude 3.6 g
MY-LCUM04-W,Malaysia Wardah Colorfit Ultralight Matte Lipstick 04 Mocca Brown 3.6 g
MY-LCUM05-W,Malaysia Wardah Colorfit Ultralight Matte Lipstick 05 Blossom Pink 3.6 g
MY-LCUM06-W,Malaysia Wardah Colorfit Ultralight Matte Lipstick 06 Punch Fuchsia 3.6 g
MY-LCUM07-W,Malaysia Wardah Colorfit Ultralight Matte Lipstick 07 Crimson Red 3.6 g
MY-LCUM08-W,Malaysia Wardah Colorfit Ultralight Matte Lipstick 08 Woodsy Brown 3.6 g
MY-LCUMKORA-W,Malaysia Wardah Colorfit Ultralight Matte Lipstick 09 Romantic Namsan 3.6 g
MY-LCUMKORB-W,Malaysia Wardah Colorfit Ultralight Matte Lipstick 10 Stunning Seoul 3.6 g
MY-LCUMKORC-W,Malaysia Wardah Colorfit Ultralight Matte Lipstick 11 Sunkissed Jeju 3.6 g
MY-LCUMKORD-W,Malaysia Wardah Colorfit Ultralight Matte Lipstick 12 Autumn Nami 3.6 g
MY-LCUMKORE-W,Malaysia Wardah Colorfit Ultralight Matte Lipstick 13 Upbeat Hongdae 3.6 g
MY-LCUSH01-EM,Malaysia Emina Lip Cushion 01. Let It Peach 9 g
MY-LCUSH02-EM,Malaysia Emina Lip Cushion 02. Be Cherry 9 g
MY-LCUSH03-EM,Malaysia Emina Lip Cushion 03. Get Berry 9 g
MY-LCUSH04-EM,Malaysia Emina Lip Cushion 04. Say Coral 9 g
MY-LCUSH05-EM,Malaysia Emina Lip Cushion 05. Squash It Up 9 g
MY-LCVM09-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 09 Ombre Charmer 4 g
MY-LCVM10-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 10 Lively Coral 4 g
MY-LCVM11-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 11 Cherish Marmalade 4 g
MY-LCVM12-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 12 Chic Terracotta 4 g
MY-LCVM13-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 13 Sweet Cinnamon 4 g
MY-LCVM14-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 14 Dainty Caramel 4 g
MY-LEMC01DP-W,Malaysia Wardah Exclusive Matte Lip Cream 01 Red-dicted 4g
MY-LEMC02DP-W,Malaysia Wardah Exclusive Matte Lip Cream 02 Fuschionately 4g
MY-LEMC03DP-W,Malaysia Wardah Exclusive Matte Lip Cream 03 See You Latte 4g
MY-LEMC04DP-W,Malaysia Wardah Exclusive Matte Lip Cream 04 Pink Me 4g
MY-LEMC05DP-W,Malaysia Wardah Exclusive Matte Lip Cream 05 Speachless 4g
MY-LEMC06DP-W,Malaysia Wardah Exclusive Matte Lip Cream 06 Feeling Red 4g
MY-LEMC07DP-W,"Malaysia Wardah Exclusive Matte Lip Cream 07 Hello, Ruby 4g"
MY-LEMC08DP-W,Malaysia Wardah Exclusive Matte Lip Cream 08 Pinkcredible 4g
MY-LEMC09DP-W,Malaysia Wardah Exclusive Matte Lip Cream 09 Mauve On ! 4G
MY-LEMC10DP-W,Malaysia Wardah Exclusive Matte Lip Cream 10 Berry Pretty 4g
MY-LEMC11DP-W,Malaysia Wardah Exclusive Matte Lip Cream 11 Oh So Nude ! 4g
MY-LEMC12DP-W,Malaysia Wardah Exclusive Matte Lip Cream 12 Plum It Up 4g
MY-LEMC13DP-W,Malaysia Wardah Exclusive Matte Lip Cream 13 Fruit Punch 4g
