SKU code;Supplier code;Percentage;Supplier lead time;QC lead time;MOQ;Lot size;Supplier description;No;Material start date;Material end date
POT-CSRRC50R1-W;2200093;1;8;2;10000;160;TIGERMANDIRI PRATAMA, PT;4380;202208;
POT-CTKHG10-W;2200151;1;15;2;25000;100;FLYING DRAGON INTL INDUSTRY CO., LTD;4381;202209;
POT-CTKRC10R0-W;2306553;1;6;2;15000;100;DERMA KEMAS TEJAHAKARA, PT;4382;202133;
POT-CTKRC10R1-W;2306553;1;6;2;15000;100;DERMA KEMAS TEJAHAKARA, PT;4383;202150;
POT-DSMALL-MOAS;2200004;1;9;2;10080;1440;ALBEA RIGID PACKAGING, PT;4384;202207;
POT-ELCFEC-WPSPP;2200093;1;4;2;10000;250;TIGERMANDIRI PRATAMA, PT;4385;202104;
POT-GGCUVCM20R0-BL;2200160;1;12;2;10000;144;GUANGDONG SHENGWEI GLASS TECHNOLOGY CO., LTD;4386;202234;
POT-GQBM30F-B;2200160;1;12;2;400;400;GUANGDONG SHENGWEI GLASS TECHNOLOGY CO., LTD;4387;202233;
POT-GRDWR0-W;2200093;1;4;2;30080;160;TIGERMANDIRI PRATAMA, PT;4388;202208;
POT-GRNWR0-W;2200093;1;4;2;30080;160;TIGERMANDIRI PRATAMA, PT;4389;202208;
POT-GSDR0-W;2310113;1;18;2;100000;100;JIEYANG JIAOGUAN PLASTIC COMPANY LIMITED;4390;202203;
POT-GSNR0-W;2200093;1;4;2;30080;160;TIGERMANDIRI PRATAMA, PT;4391;202208;
POT-HRDADGR0-W;2200028;1;4;2;50000;128;DYNAPLAST, PT;4392;202201;
POT-HRMRNGR0-W;2200028;1;4;2;36000;128;DYNAPLAST, PT;4393;202104;
POT-HSRFPR0-MO;2307799;1;14;2;10000;100;HCP PACKAGING HONG KONG, LTD;4394;202104;
POT-LDC30RC-WPP;2200093;0.4;4;2;10080;336;TIGERMANDIRI PRATAMA, PT;4395;202208;
POT-LDC30RLR0-W;2305884;1;4;2;50000;600;NATAMAS PLAST, PT;4396;202210;
POT-LDG30RLR0-W;2305884;1;4;2;50000;600;NATAMAS PLAST, PT;4397;202201;
POT-LDG30RLR1-W;2305884;1;4;2;50000;600;NATAMAS PLAST, PT;4398;202229;
POT-LNC30RC-WPP;2200093;0.4;4;2;10080;336;TIGERMANDIRI PRATAMA, PT;4399;202208;
POT-LNC30RLR1-W;2305884;0.5;4;2;50000;600;NATAMAS PLAST, PT;4400;202210;
POT-LNC30RLTM-W;2200093;0.5;5;2;50120;280;TIGERMANDIRI PRATAMA, PT;4401;202104;
POT-NDCMR0-W;2305884;1;2;2;30000;855;NATAMAS PLAST, PT;4402;202104;
POT-PGCSBANCR0-W;2200028;1;4;2;25000;128;DYNAPLAST, PT;4403;202201;
POT-PGCSBDCR0-W;2200028;1;4;2;25000;128;DYNAPLAST, PT;4404;202201;
POT-PGCSRDGR0-W;2200028;1;4;2;25000;128;DYNAPLAST, PT;4405;202201;
POT-QLPR0-IP;2200120;1;8;2;25000;352;SHAMROCK (HK) LIMITED;4406;202146;
POT-R150PGUL-WPP;2200077;1;4;2;10725;165;SANPAK UNGGUL, PT;4407;202208;
POT-R150PGUM-WPP;2200077;1;4;2;10725;165;SANPAK UNGGUL, PT;4408;202208;
POT-R150PGUO-WPP;2200077;1;4;2;10725;165;SANPAK UNGGUL, PT;4409;202208;
POT-R150PGUP-WPP;2200077;1;4;2;10725;165;SANPAK UNGGUL, PT;4410;202208;
POT-R150PGUR-WPP;2200077;1;4;2;10725;165;SANPAK UNGGUL, PT;4411;202208;
POT-R150PGUS-WPP;2200077;1;4;2;10725;165;SANPAK UNGGUL, PT;4412;202208;
POT-R250BLACK-PP;2200077;1;4;2;10200;120;SANPAK UNGGUL, PT;4413;202104;
POT-R250GREENT-PP;2200077;1;4;2;10200;120;SANPAK UNGGUL, PT;4414;202208;
POT-R250PGUO-WPP;2200077;1;4;2;10725;165;SANPAK UNGGUL, PT;4415;202208;
POT-R250REDPINK-PP;2200077;1;4;2;10200;120;SANPAK UNGGUL, PT;4416;202208;
POT-R250WHITE-PP;2200077;1;4;2;10200;120;SANPAK UNGGUL, PT;4417;202104;
POT-R500BLACK-PP;2200077;1;4;2;10500;75;SANPAK UNGGUL, PT;4418;202208;
POT-R500GREENT-PP;2200077;1;4;2;10500;75;SANPAK UNGGUL, PT;4419;202208;
POT-R50PGOLD-PP;2200036;1;4;2;10368;576;HIDAYAT PUTRA INDUSTRI, PT;4420;202104;
POT-R720BLACK-PP;2200077;1;4;2;10800;54;SANPAK UNGGUL, PT;4421;202104;
POT-R720WHITE-PP;2200077;1;4;2;10800;54;SANPAK UNGGUL, PT;4422;202104;
POT-RYDC30-WTMP;2200093;1;4;2;10000;160;TIGERMANDIRI PRATAMA, PT;4423;202203;
POT-RYNC30-WTMP;2200093;1;4;2;10000;160;TIGERMANDIRI PRATAMA, PT;4424;202203;
POT-SLBR0-EAS;2200004;1;9;2;10920;1560;ALBEA RIGID PACKAGING, PT;4425;202207;
POT-SRLSR0-EAS;2200004;1;9;2;10920;1560;ALBEA RIGID PACKAGING, PT;4426;202207;
POT-SRLSR0-EAS;2200089;1;9;2;10920;1560;TECHPACK ASIA, PT;4427;202104;
POUC-BSP22-L;2302863;1;4;2;320;100;SENAESIS INDONESIA, PT;4428;202204;
POUC-CDPR22-W;2306986;1;4;2;1000;100;REDPOD INDONESIA, PT;4429;202151;
POUC-CPGCR0-W;2200126;1;4;2;50000;100;DNP INDONESIA, PT;4430;202145;
POUC-CSPR22-W;2306986;1;4;2;2000;100;REDPOD INDONESIA, PT;4431;202149;
POUC-GWPMOR22-MO;2309171;1;2;2;4000;100;CAHAYA GEMILANG UNGGUL, CV;4432;202207;
POUC-HBP1HF-K;2302863;1;4;2;540;100;SENAESIS INDONESIA, PT;4433;202206;
POUC-HBP2RO-K;2302863;1;4;2;540;100;SENAESIS INDONESIA, PT;4434;202206;
POUC-HBP3IW-K;2302863;1;4;2;540;100;SENAESIS INDONESIA, PT;4435;202206;
POUC-HBP4TB-K;2302863;1;4;2;2340;100;SENAESIS INDONESIA, PT;4436;202206;
POUC-HBP5M-K;2302863;1;4;2;2340;100;SENAESIS INDONESIA, PT;4437;202206;
POUC-HWMGTR0-BD;2200147;1;4;2;50000;1000;LAWANGMAS PRIMAPACK INDONESIA, PT;4438;202132;
POUC-HWMYZR0-BD;2200147;1;4;2;50000;1000;LAWANGMAS PRIMAPACK INDONESIA, PT;4439;202132;
POUC-OTGMR0-L;2301156;1;6;2;5000;100;DYNAMIC CITA SYNERGY, PT;4440;202110;
POUC-RPDMCCC51-MO;2300964;1;12;2;10;100;COSMAX INDONESIA, PT;4441;202116;
POUC-RPDMCCN10-MO;2300964;1;12;2;10;100;COSMAX INDONESIA, PT;4442;202116;
POUC-RPDMCCN30-MO;2300964;1;12;2;10;100;COSMAX INDONESIA, PT;4443;202116;
POUC-RPDMCCN50-MO;2300964;1;12;2;10;100;COSMAX INDONESIA, PT;4444;202116;
POUC-RPDMCCW22-MO;2300964;1;12;2;10;100;COSMAX INDONESIA, PT;4445;202116;
POUC-RPDMCCW42-MO;2300964;1;12;2;10;100;COSMAX INDONESIA, PT;4446;202116;
POUC-SBWMGTR0-BD;2200147;1;4;2;50000;1000;LAWANGMAS PRIMAPACK INDONESIA, PT;4447;202132;
POUC-SBWMSSR0-BD;2200147;1;4;2;50000;1000;LAWANGMAS PRIMAPACK INDONESIA, PT;4448;202132;
POUC-SBWMYZRO-BD;2200147;1;4;2;50000;1000;LAWANGMAS PRIMAPACK INDONESIA, PT;4449;202132;
POUC-SHP22-L;2302863;1;4;2;320;100;SENAESIS INDONESIA, PT;4450;202204;
POW-UEPC20L-MO;2300964;1;12;2;6000;1;COSMAX INDONESIA, PT;4451;202104;
POW-UEPC30LM-MO;2300964;1;12;2;6000;1;COSMAX INDONESIA, PT;4452;202104;
POW-UEPC40M-MO;2300964;1;12;6;6000;1;COSMAX INDONESIA, PT;4453;202104;
PS-BL300PVC-WL;2200164;1;2;2;50000;7000;UNIFLEX KEMASINDAH, PT;4454;202213;
PS-BSLPR0-EBS;2303751;1;3;2;30000;100;THEIA DIGILAB INDONESIA, PT;4455;202206;
PS-BSLPR1-EBS;2303751;1;3;2;30000;100;THEIA DIGILAB INDONESIA, PT;4456;202104;
PS-BSLPR2-E;2303751;1;3;2;30000;100;THEIA DIGILAB INDONESIA, PT;4457;202216;
PS-CAP-WPVC;2200096;1;3;2;650000;50000;ULTRA PRIMA PLAST, PT;4458;202226;
PS-CLFR0-OMG;2309281;1;3;2;100000;5000;MASTER LABEL, PT;4459;202207;
PS-CVMLMR1-W;2200073;1;4;2;400000;100;PURA BARUTAMA, PT (TSS);4460;202104;
PS-DPGM25-OMG;2309281;1;4;2;50000;100;MASTER LABEL, PT;4461;202150;
PS-EBM10ISR0-E;2303751;1;3;2;10000;100;THEIA DIGILAB INDONESIA, PT;4462;202104;
PS-EBM10OMR0-E;2303751;1;3;2;10000;100;THEIA DIGILAB INDONESIA, PT;4463;202104;
PS-EBM10PDR0-E;2303751;1;3;2;10000;100;THEIA DIGILAB INDONESIA, PT;4464;202104;
PS-EBM10RFR0-E;2303751;1;3;2;10000;100;THEIA DIGILAB INDONESIA, PT;4465;202104;
PS-JOSR0-WBOPP;2200137;1;4;2;25;1;ARGHA KARYA PRIMA INDUSTRY TBK, PT;4466;202104;
PS-LFT125R1-W;2200132;1;3;2;100000;1000;INTERFLEX SEJAHTERA PERDANA, PT;4467;202104;
PS-MRCFR0-WBOPP;2200137;1;4;2;25;100;ARGHA KARYA PRIMA INDUSTRY TBK, PT;4468;202146;
PS-OMGPGT100-OMG;2309281;1;4;2;100000;100;MASTER LABEL, PT;4469;202150;
PS-PVCALMR2-WP35;2200073;1;6;2;500000;100;PURA BARUTAMA, PT (TSS);4470;202104;
PS-PVCBG15R4-70177;2200096;1;8;2;250000;10000;ULTRA PRIMA PLAST, PT;4471;202104;
PS-PVCBSR1-WPVC;2200096;1;8;2;500000;6300;ULTRA PRIMA PLAST, PT;4472;202104;
PS-PVCBT30-W55X102;2200096;1;8;2;325000;10000;ULTRA PRIMA PLAST, PT;4473;202104;
PS-PVCEESBOR1-WPVC;2200096;1;5;2;504000;10000;ULTRA PRIMA PLAST, PT;4474;202104;
PS-PVCL720R1-PPVC;2200099;1;6;2;50000;50000;WIRAUSAHA NUSANTARA PLAS, PT;4475;202104;
PS-PVCMUR-WPVC;2200099;1;6;2;50000;50000;WIRAUSAHA NUSANTARA PLAS, PT;4476;202104;
PS-PVCP1501109-PF;2200099;1;6;2;50000;50000;WIRAUSAHA NUSANTARA PLAS, PT;4477;202104;
PS-PVCPCMR1-WP35;2200073;1;6;2;500000;100;PURA BARUTAMA, PT (TSS);4478;202104;
PS-PVCPN80R1-9014503;2200096;1;8;2;260000;10000;ULTRA PRIMA PLAST, PT;4479;202216;
PS-PVCPR150R1-WPVC;2200074;1;4;2;50000;100;PUTRA MAKMUR SEJATI, PT;4480;202201;
PS-PVCPR250R1-WPVC;2200074;1;4;2;50000;100;PUTRA MAKMUR SEJATI, PT;4481;202104;
PS-PVCPR50-150025JT;2200096;1;8;2;390000;10000;ULTRA PRIMA PLAST, PT;4482;202104;
PS-PVCSM60R1-61;2200096;1;4;2;250000;10000;ULTRA PRIMA PLAST, PT;4483;202104;
PS-PVCWEDT-125P;2200096;1;6;2;150000;10000;ULTRA PRIMA PLAST, PT;4484;202104;
PS-SABER0-WBOPP;2200137;1;4;2;100;1;ARGHA KARYA PRIMA INDUSTRY TBK, PT;4485;202104;
PS-SAESR0-WBOPP;2200137;1;4;2;100;1;ARGHA KARYA PRIMA INDUSTRY TBK, PT;4486;202104;
PS-SROSR0-WBOPP;2200137;1;4;2;25;1;ARGHA KARYA PRIMA INDUSTRY TBK, PT;4487;202104;
PS-TVEMR0-WPET;2303751;1;3;2;40000;100;THEIA DIGILAB INDONESIA, PT;4488;202104;
PU-AHRMS30R0-W;2200120;1;14;2;30000;100;SHAMROCK (HK) LIMITED;4489;202206;
PU-APSFUSSF90-T;2308665;1;20;2;200;6000;SILGAN DISPENSING SYSTEMS (WUXI) CO., LTD;4490;202149;
PU-ASGBFM100-L;2200091;1;12;2;25000;3000;THE ELCASTLE INDONESIA, PT;4491;202207;
PU-ASGBFM100-X;2200091;1;2;2;1000;1000;THE ELCASTLE INDONESIA, PT;4492;202207;
PU-BLR0-WL;2200010;1;12;2;50000;1000;APTAR B&H INDONESIA, PT;4493;;
PU-CDAMGR0-W;2200115;1;14;2;20000;100;NINGBO YUNWU PLASTICS CO.,LTD;4494;202104;
PU-CEDP-K;2302356;1;11;2;10000;2016;NINGBO SOMEWANG PACKAGING CO., LTD;4495;202229;
PU-CEDT-K;2306553;1;17;2;40000;765;DERMA KEMAS TEJAHAKARA, PT;4496;202104;
PU-CEDTR1-W;2200010;1;18;2;30000;4000;APTAR B&H INDONESIA, PT;4497;202104;
PU-COTR0-B;2200115;1;14;2;10000;594;NINGBO YUNWU PLASTICS CO.,LTD;4498;202235;
PU-CPSMUEDP-K;2302356;1;2;2;400;400;NINGBO SOMEWANG PACKAGING CO., LTD;4499;202227;
PU-CSDSBS20R0-W;2302356;1;11;2;50000;100;NINGBO SOMEWANG PACKAGING CO., LTD;4500;202104;
PU-CSMCG95R0-W;2200115;1;14;2;20000;100;NINGBO YUNWU PLASTICS CO.,LTD;4501;202104;
PU-EDTKITR0-K;2302356;1;11;2;10000;100;NINGBO SOMEWANG PACKAGING CO., LTD;4502;202108;
PU-GBSRS20-L;2302356;1;9;2;20000;1100;NINGBO SOMEWANG PACKAGING CO., LTD;4503;;
PU-GMUAF-MO;2200025;1;4;2;4800;100;CHUNJING GLASS PRODUCTS CO.LTD;4504;202209;
PU-GMUATB-MO;2200025;1;4;2;5850;100;CHUNJING GLASS PRODUCTS CO.LTD;4505;202209;
PU-GMUSQB20R0-B;2302356;1;10;2;200;200;NINGBO SOMEWANG PACKAGING CO., LTD;4506;202211;
PU-ICABER0-W;2200060;1;9;2;20000;1000;MS UNION INTERNASIONAL, PT;4507;202104;
PU-LBADS30R0-K;2200041;1;17;2;30000;1000;INTI DUTA LESTARI PLASINDO, PT;4508;202230;
PU-LBC250L-X;2200115;1;2;2;250;250;NINGBO YUNWU PLASTICS CO.,LTD;4509;202230;
PU-LBGELF-SILD;2310113;1;20;2;100000;100;JIEYANG JIAOGUAN PLASTIC COMPANY LIMITED;4510;202203;
PU-LBGELFR0-WRL;2306553;1;12;2;100000;500;DERMA KEMAS TEJAHAKARA, PT;4511;202104;
PU-LBGELFR1-SILD;2310113;1;25;2;30000;100;JIEYANG JIAOGUAN PLASTIC COMPANY LIMITED;4512;202203;
PU-LED28BR0-W;2200129;1;10;2;50000;500;FUZHOU KINGLONG COMMODITY & COSMETIC CO., LTD;4513;;
PU-LGSSC100-L;2200115;1;12;2;20000;100;NINGBO YUNWU PLASTICS CO.,LTD;4514;202109;
PU-LGSSC225-L;2200115;1;8;2;10000;165;NINGBO YUNWU PLASTICS CO.,LTD;4515;202139;
PU-LHGFFR0-MO;2200025;1;13;2;20000;100;CHUNJING GLASS PRODUCTS CO.LTD;4516;202209;
PU-LHLTBR0-MO;2200025;1;15;2;20000;100;CHUNJING GLASS PRODUCTS CO.LTD;4517;202209;
PU-LHW250-W;2200010;1;18;2;50000;2500;APTAR B&H INDONESIA, PT;4518;;
PU-LM06MOD224B-ALUM;2308621;1;15;2;30000;100;KREASI PRIMA KEMASINDO, PT;4519;202124;
PU-LMOA1302-CBT;2200025;1;13;2;25000;100;CHUNJING GLASS PRODUCTS CO.LTD;4520;202209;
PU-LMOA1302-CBT;2310113;1;25;2;30000;100;JIEYANG JIAOGUAN PLASTIC COMPANY LIMITED;4521;202203;
PU-LMUGGLR0-GG;2200010;1;3;2;1000;1000;APTAR B&H INDONESIA, PT;4522;202143;
PU-LPSMUBADS30-K;2200041;1;4;2;200;100;INTI DUTA LESTARI PLASINDO, PT;4523;202230;
PU-LS20-BL;2302356;1;11;2;10000;1040;NINGBO SOMEWANG PACKAGING CO., LTD;4524;202230;
PU-LSSWN24-157F;2200091;1;16;2;50000;1000;THE ELCASTLE INDONESIA, PT;4525;202209;
PU-MUD3S-X;2302356;1;5;2;200;200;NINGBO SOMEWANG PACKAGING CO., LTD;4526;;
PU-PCO190R0-MO;2200115;1;9;2;10000;528;NINGBO YUNWU PLASTICS CO.,LTD;4527;202131;
PU-PFMMSP-MOPP;2200010;1;18;2;25000;1000;APTAR B&H INDONESIA, PT;4528;202104;
PU-PSFBRYIS-W;2302356;1;2;2;230;100;NINGBO SOMEWANG PACKAGING CO., LTD;4529;202229;
PU-PSFPSSR0-MO;2200115;1;2;2;200;200;NINGBO YUNWU PLASTICS CO.,LTD;4530;202233;
PU-PSFPSSTMR0-MO;2200004;1;4;2;250;100;ALBEA RIGID PACKAGING, PT;4531;202214;
PU-PSFPWLF24H-MO;2200025;1;2;2;136;136;CHUNJING GLASS PRODUCTS CO.LTD;4532;202232;
PU-PSFTOR0-B;2200115;1;8;2;600;600;NINGBO YUNWU PLASTICS CO.,LTD;4533;202234;
PU-PSLELF01L-MO;2308295;1;2;2;400;100;ANHUI LIKUN PACKAGING TECHNOLOGY CO., LTD;4534;202136;
PU-PSLELF01YT-MO;2307864;1;2;2;400;100;YIH TAI GLASS INDUSTRIAL CO., LTD;4535;202136;
PU-PSPCOR0-MO;2200115;1;6;2;500;100;NINGBO YUNWU PLASTICS CO.,LTD;4536;202118;
PU-PSPSSR0-MO;2200115;1;7;2;600;600;NINGBO YUNWU PLASTICS CO.,LTD;4537;202210;
PU-PSPSSTMR0-MO;2200004;1;2;2;200;100;ALBEA RIGID PACKAGING, PT;4538;202211;
PU-PWLF24H-MO;2200025;1;16;2;25000;2000;CHUNJING GLASS PRODUCTS CO.LTD;4539;202231;
PU-RYISRV-W;2302356;1;13;2;30000;2000;NINGBO SOMEWANG PACKAGING CO., LTD;4540;202225;
PU-S20W-X;2200115;1;14;2;50000;100;NINGBO YUNWU PLASTICS CO.,LTD;4541;202104;
PU-SAIOPTFS100R0-K;2200008;1;12;2;10000;1000;ANUGRAH LUMEI RAYA, PT;4542;202235;
PU-SAP40-TV;2308665;1;20;2;10000;6000;SILGAN DISPENSING SYSTEMS (WUXI) CO., LTD;4543;202215;
PU-SAVFMR1-E;2200129;1;13;2;10000;100;FUZHOU KINGLONG COMMODITY & COSMETIC CO., LTD;4544;202104;
PU-SBL200W-2411;2200041;1;12;2;20000;1500;INTI DUTA LESTARI PLASINDO, PT;4545;202209;
PU-SBM10R0-E;2302356;1;11;2;10000;100;NINGBO SOMEWANG PACKAGING CO., LTD;4546;202104;
PU-SCDFMR0-W;2200103;1;12;2;10000;100;ZHEJIANG JM INDUSTRY CO., LTD;4547;202104;
PU-SCP40-TV;2308665;1;20;2;10000;1600;SILGAN DISPENSING SYSTEMS (WUXI) CO., LTD;4548;202146;
PU-SEDP-K;2302356;1;11;2;10000;5000;NINGBO SOMEWANG PACKAGING CO., LTD;4549;202229;
PU-SEDT-K;2306553;1;17;2;40000;765;DERMA KEMAS TEJAHAKARA, PT;4550;202104;
PU-SPSFUSSF90-T;2308665;1;20;2;200;1600;SILGAN DISPENSING SYSTEMS (WUXI) CO., LTD;4551;202149;
PU-SPSMUEDP-K;2302356;1;2;2;400;400;NINGBO SOMEWANG PACKAGING CO., LTD;4552;202227;
PU-SPSMUFT100-K;2200008;1;4;2;200;200;ANUGRAH LUMEI RAYA, PT;4553;202226;
PU-SSSWN24-157F;2200091;1;16;2;50000;1000;THE ELCASTLE INDONESIA, PT;4554;202209;
PU-VGBFM100-L;2200091;1;12;2;25000;3000;THE ELCASTLE INDONESIA, PT;4555;202207;
PU-VGBFM100-X;2200091;1;2;2;1000;1000;THE ELCASTLE INDONESIA, PT;4556;202207;
PUFF-AFP-WMFLH;2200056;1;4;2;12000;3000;MITRA BANGUN PERKASA, CV;4557;202104;
PUFF-BMLPR1-EMP;2200056;1;4;2;10000;10000;MITRA BANGUN PERKASA, CV;4558;202104;
PUFF-CGRPR0-W;2200060;1;7;2;20000;1000;MS UNION INTERNASIONAL, PT;4559;202104;
PUFF-CMPR0-W;2200056;1;4;2;30000;3750;MITRA BANGUN PERKASA, CV;4560;202104;
PUFF-CPALT2R0-WP;2200056;1;5;2;5000;4000;MITRA BANGUN PERKASA, CV;4561;202104;
PUFF-CPGCR0-W;2306597;1;5;2;10000;5870;SUZHOU JESPON COSMETIC ACCESSORY CO.,LTD;4562;202149;
PUFF-CPSPFR0-W;2200060;1;7;2;20000;1000;MS UNION INTERNASIONAL, PT;4563;202104;
PUFF-CPWNLR2-MP58;2200056;1;4;2;12000;4000;MITRA BANGUN PERKASA, CV;4564;202104;
PUFF-CTWCSBRD54R0-OMG;2309163;1;4;2;100000;100;WORLD COSMETIC SPONGE INDONESIA, PT;4565;202232;
PUFF-DMCR0-E;2306597;1;9;2;50000;5870;SUZHOU JESPON COSMETIC ACCESSORY CO.,LTD;4566;202224;
PUFF-DSSBBBR0-MO;2200121;1;14;2;5000;100;JIANGMEN QUEEN COSMETIC ACCESSORY CO.,LTD;4567;202208;
PUFF-EFCCR0-W;2306597;1;11;2;100000;100;SUZHOU JESPON COSMETIC ACCESSORY CO.,LTD;4568;202104;
PUFF-ESFBBLP-WCC;2200034;1;15;2;10000;100;GUANGZHOU RECTSKIN COSMETIC AC;4569;202104;
PUFF-FPALT3R0-WP;2200056;1;5;2;10000;2000;MITRA BANGUN PERKASA, CV;4570;202104;
PUFF-FPWNLR1-MP65;2200078;1;8;2;10000;100;SAPTAMANUNGGAL CARAKAMULIA, PT;4571;202107;
PUFF-HLGCR0-MO;2306597;1;11;2;10000;100;SUZHOU JESPON COSMETIC ACCESSORY CO.,LTD;4572;202104;
PUFF-IMPFR0-WFP;2200060;1;12;2;50000;1000;MS UNION INTERNASIONAL, PT;4573;202104;
PUFF-LLPR0-WMFP;2200056;1;4;2;100000;5000;MITRA BANGUN PERKASA, CV;4574;202104;
PUFF-NDMCPR0-E;2200056;1;4;2;16100;1000;MITRA BANGUN PERKASA, CV;4575;;
PUFF-PCCUSR0-W;2306597;1;11;2;10000;100;SUZHOU JESPON COSMETIC ACCESSORY CO.,LTD;4576;202108;
PUFF-PSFCTWCR0-OMG;2309163;1;1;2;150;150;WORLD COSMETIC SPONGE INDONESIA, PT;4577;202232;
PUFF-QLPR0-IP;2200060;1;8;2;10000;5000;MS UNION INTERNASIONAL, PT;4578;;
PUFF-SACR0-IP;2306597;1;9;2;10000;5870;SUZHOU JESPON COSMETIC ACCESSORY CO.,LTD;4579;202203;
PUFF-TWCNBRD545-T;2200060;0.7;11;2;500000;100;MS UNION INTERNASIONAL, PT;4580;202201;
PUFF-TWCNBRD545-T;2306597;0.3;11;2;500000;100;SUZHOU JESPON COSMETIC ACCESSORY CO.,LTD;4581;202104;
RAUT-ELPMOT780H-NS;2301890;1;15;2;5000;1;KIRANA ANINDITA, PT;4582;202104;
SACH-MUBR5065-W;2309183;1;4;2;1;1;SUPERNOVA FLEXIBLE PACKAGING, PT;4583;202108;
SACH-MUFR5065-W;2309183;1;4;2;1;1;SUPERNOVA FLEXIBLE PACKAGING, PT;4584;202108;
SACH-NFSCSBDC3-W;2309183;1;6;2;4;100;SUPERNOVA FLEXIBLE PACKAGING, PT;4585;202126;
SACH-NFSCSFC3-W;2309183;1;6;2;4;100;SUPERNOVA FLEXIBLE PACKAGING, PT;4586;202127;
SACH-NFSPBSPF28-W;2309183;1;4;2;4;100;SUPERNOVA FLEXIBLE PACKAGING, PT;4587;202133;
SACH-PGM75-OMG;2200147;1;8;2;500000;100;LAWANGMAS PRIMAPACK INDONESIA, PT;4588;202134;
SACH-REFCCR0-W;2200126;1;5;2;100000;100;DNP INDONESIA, PT;4589;202104;
SEAL-OTBNFSTL12-X;2303596;1;2;2;1;100;THEA THEO STATIONARY,PT;4590;202139;
SHIF-BMLPR2-E;2200004;1;4;2;10000;800;ALBEA RIGID PACKAGING, PT;4591;202216;
SHIF-CAFPR1-W;2200093;1;5;2;10000;400;TIGERMANDIRI PRATAMA, PT;4592;202104;
SHIF-CGRPR0-W;2200093;1;5;2;10000;1575;TIGERMANDIRI PRATAMA, PT;4593;202104;
SHIF-CMOFP014-PPN;2200089;1;12;2;10080;1250;TECHPACK ASIA, PT;4594;202104;
SHIF-CMPR0-W;2200120;1;14;2;25000;100;SHAMROCK (HK) LIMITED;4595;202104;
SHIF-CPMTPR0-MOLDPE;2200044;1;6;2;19800;900;KEMAS INDAH MAJU, PT;4596;202104;
SHIF-DMLPR0-EPPN;2200004;1;9;2;10200;1360;ALBEA RIGID PACKAGING, PT;4597;202201;
SHIF-DMLPR0-EPPN;2200089;1;9;2;10200;1360;TECHPACK ASIA, PT;4598;202104;
SHIF-ELFPR2-WPPN;2200004;1;6;2;10080;96;ALBEA RIGID PACKAGING, PT;4599;202229;
SHIF-ESFBBLP-WPP;2200093;1;4;2;10752;896;TIGERMANDIRI PRATAMA, PT;4600;202104;
SHIF-HSRFPR0-MO;2307799;1;14;2;10000;100;HCP PACKAGING HONG KONG, LTD;4601;202104;
SHIF-LLPR0-WPPN;2200004;1;9;2;10200;1360;ALBEA RIGID PACKAGING, PT;4602;202201;
SHIF-LLPR0-WPPN;2200089;1;9;2;10200;1360;TECHPACK ASIA, PT;4603;202104;
SHIF-QLPR0-IP;2200120;1;8;2;25000;924;SHAMROCK (HK) LIMITED;4604;202146;
SHIF-SFLPR0-EPPN;2200093;1;4;2;10080;2520;TIGERMANDIRI PRATAMA, PT;4605;202104;
SHIF-SFLPR1-E;2200004;1;4;2;10000;800;ALBEA RIGID PACKAGING, PT;4606;202229;
SHIF-SPRR1-MOPPN;2200004;1;9;2;10200;1360;ALBEA RIGID PACKAGING, PT;4607;202207;
SHIF-SPRR1-MOPPN;2200089;1;9;2;10200;1360;TECHPACK ASIA, PT;4608;202104;
SHIF-STBSLPR1-EBS;2200004;1;4;2;10000;2500;ALBEA RIGID PACKAGING, PT;4609;202201;
SMAS-BSESMR0-E;2300964;1;12;2;20000;1;COSMAX INDONESIA, PT;4610;202104;
SMAS-NDAVR2-W;2304858;1;16;2;50000;100;TCI CO., LTD;4611;202116;
SMAS-NDVCR1-W;2304858;1;20;2;50000;1;TCI CO., LTD;4612;202104;
SMAS-NDVCR2-W;2304858;1;16;2;50000;100;TCI CO., LTD;4613;202116;
SPT-CDMM30R0-W;2305884;1;4;2;20000;1452;NATAMAS PLAST, PT;4614;202210;
SPT-CRYSCR0-W;2200114;1;16;2;50000;100;SHAOXING CITY MEIQUAN PLASTIC INDUSTY CO.,LTD;4615;202104;
SPT-CRYSCR0-W;2309634;1;4;2;50000;100;ZHEJIANG MEIQUAN PLASTIC INDUSTRY CO., LTD;4616;202201;
SPT-HRGR0-W;2200036;1;4;2;100000;20000;HIDAYAT PUTRA INDUSTRI, PT;4617;202104;
SPT-LMR1-E;2305884;1;4;2;20000;672;NATAMAS PLAST, PT;4618;202229;
STIC-APD60HR2-PEW2G;2200066;1;3;2;5000;100;PELITA ABADI JAYA, CV;4619;202104;
STIC-BAHHGR1-W;2303747;1;3;2;20000;100;SATYAMITRA LABELJAYA P., PT;4620;202227;
STIC-BAHHS100-WM;2303747;1;4;2;5000;100;SATYAMITRA LABELJAYA P., PT;4621;202208;
STIC-BAHHW200-W;2303751;1;3;2;12000;100;THEIA DIGILAB INDONESIA, PT;4622;202104;
STIC-BAPRT100-WGCE;2200015;1;3;2;20000;100;BEST LABEL, PT;4623;202104;
STIC-BAPSR1-MO;2200066;1;3;2;10000;100;PELITA ABADI JAYA, CV;4624;202135;
