"Korporat Code","Name"
"FT-BST-BULK","EMINA Bright Stuff Face Toner"
"M-BSNC-BULK","EMINA Bright Stuff Night Cream"
"BO-CLPBAC-BULK","EMINA Cheek Lit Pressed Blush Apple Crumble"
"BO-R2CLPBBS-BULK","EMINA Cheek Lit Pressed Blush Bittersweet"
"BO-CLPBCP-BULK","EMINA Cheek Lit Pressed Blush Cherry Popsicle"
"BO-R2CLPBCC-BULK","EMINA Cheek Lit Pressed Blush Cotton Candy"
"BO-R2CLPBML-BULK","EMINA Cheek Lit Pressed Blush Marshmallow Lady"
"BO-R2CLPBVB-BULK","EMINA Cheek Lit Pressed Blush Violet Berry"
"MASK-CLV-BULK","EMINA Cosmic Lash Volume Mascara"
"BBC-HSBBL-BULK","EMINA Daily Matte BB Cream 01 Light"
"BBC-HSBBN-BULK","EMINA Daily Matte BB Cream 02 Natural"
"BBC-HSBBC-BULK","EMINA Daily Matte BB Cream 03 Caramel"
"B-DMCP01-BULK","EMINA Daily Matte Compact Powder 01 Light"
"B-DMCP02-BULK","EMINA Daily Matte Compact Powder 02 Natural"
"B-DMCP03-BULK","EMINA Daily Matte Compact Powder 03 Caramel"
"B-DMCP04-BULK","EMINA Daily Matte Compact Powder 04 Mocca"
"CUS-DM01-BULK","EMINA Daily Matte Cushion C01 Light"
"CUS-DM04-BULK","EMINA Daily Matte Cushion N02 Natural"
"CUS-DM02-BULK","EMINA Daily Matte Cushion W01 Light"
"CUS-DM03-BULK","EMINA Daily Matte Cushion W02 Natural"
"CUS-DM05-BULK","EMINA Daily Matte Cushion W03 Caramel"
"CUS-DM06-BULK","EMINA Daily Matte Cushion W04 Mocca"
"L-RGS01-BULK","EMINA Glossy Stain 01 Autumn Bell Revamp"
"L-RGS02-BULK","EMINA Glossy Stain 02 Apple Shower Revamp"
"L-RGS03-BULK","EMINA Glossy Stain 03 Candy Rain Revamp"
"L-RGS04-BULK","EMINA Glossy Stain 04 Peach Sprinkles Revamp"
"L-RGS05-BULK","EMINA Glossy Stain 05 Spring Dazzle Revamp"
"L-GS06-BULK","EMINA Glossy Stain New Shade 06"
"L-GS07-BULK","EMINA Glossy Stain New Shade 07"
"L-GS08-BULK","EMINA Glossy Stain New Shade 08"
"L-GS09-BULK","EMINA Glossy Stain New Shade 09"
"L-GS10-BULK","EMINA Glossy Stain New Shade 10"
"LB-LMMC-BULK","EMINA Lip Mask Milky Matcha"
"LB-LMOR-BULK","EMINA Lip Mask Orange Squash"
"LB-LMPR-BULK","EMINA Lip Mask Vanilla Pretzel"
"L-MC01-BULK","EMINA Mattecrush 01 Bunny Hop"
"L-MC02-BULK","EMINA Mattecrush 02 Mauve Squirrel"
"L-MC03-BULK","EMINA Mattecrush 03 Red Panda"
"L-MC05-BULK","EMINA Mattecrush 05 Morrocan Camel"
"FT-MPBHA-BULK","EMINA Ms. Pimple Acne Solution Exfoliating Toner"
"SRM-MPAOC-BULK","EMINA Ms. Pimple Acne Solution Face Serum"
"FW-RPHAS-BULK","EMINA Ms. Pimple Acne Solution Face Wash Revamp"
"SRM-RASSE-BULK","EMINA Ms. Pimple Acne Solution Spot Gel Revamp"
"L-NLCALE1REG-BULK","EMINA Poppin' Matte The 90's Edition 06 Roller Skate"
"L-NLCALE1-BULK","EMINA Poppin' Matte The 90's Edition 06 Roller Skate (One Shoot)"
"L-NLCBLE2-BULK","EMINA Poppin' Matte The 90's Edition 07 Rubic Cubic"
"L-NLCCLE3REG-BULK","EMINA Poppin' Matte The 90's Edition 08 Lovely Tamagochan"
"L-NLCCLE3-BULK","EMINA Poppin' Matte The 90's Edition 08 Lovely Tamagochan (Oneshoot)"
"L-NLCDLE4-BULK","EMINA Poppin' Matte The 90's Edition 09 Tossin' Tazos"
"L-NLCELE5-BULK","EMINA Poppin' Matte The 90's Edition 10 Spin It Yo-yo"
"L-NLCXCA-BULK","EMINA Poppin’ Matte X Chatime 11 Chatime Milk Tea"
"L-NLCXCB-BULK","EMINA Poppin’ Matte X Chatime 12 Hazelnut Chocolate Milk Tea"
"L-NLCXCC-BULK","EMINA Poppin’ Matte X Chatime 13 Brown Sugar Milk Tea"
"PRM-PR-BULK","EMINA Pore Ranger"
"EB-SMUEMC-BULK","EMINA Squeeze Me Up Browcara Clear Bulk"
"SS-SBAT30-BULK","EMINA Sun Battle SPF 30 PA+++"
"SS-SBAS-BULK","EMINA Sun Battle Sunscreen for Acne Skin"
"M-SP-BULK","EMINA Sun Protection SPF 30"
"EL-ELT-BULK","EMINA Total Eclipse Pen Liner"
"EL-ELT-EM","EMINA Total Eclipse Pen Liner 1 ml"
"L-LLS01-BULK","EMINA Watercolor Lip Serum 01 Dawn"
"L-LLS02-BULK","EMINA Watercolor Lip Serum 02 Mist"
"L-LLS03-BULK","EMINA Watercolor Lip Serum 03 Dusk"
"L-LLS04-BULK","EMINA Watercolor Lip Serum 04 Haze"
"ES-EP01-W-03-BULK","EXclusive eye Shadow Palette 01 Sunset Brown 03"
"ES-W1A-01 BULK","EYE SHADOW A 01"
"ES-W1A-02 BULK","EYE SHADOW A 02"
"ES-W1A-03 BULK","EYE SHADOW A 03"
"ES-W1B-01 BULK","EYE SHADOW B 01"
"ES-W1B-02 BULK","EYE SHADOW B 02"
"ES-W1B-03 BULK","EYE SHADOW B 03"
"ES-W1D-01 BULK","EYE SHADOW D 01"
"ES-W1D-02 BULK","EYE SHADOW D 02"
"ES-W1D-03 BULK","EYE SHADOW D 03"
"ES-W1E-01 BULK","EYE SHADOW E 01"
"ES-W1E-02 BULK","EYE SHADOW E 02"
"ES-W1E-03 BULK","EYE SHADOW E 03"
"ES-W1F-01 BULK","EYE SHADOW F 01"
"ES-W1F-02 BULK","EYE SHADOW F 02"
"ES-W1F-03 BULK","EYE SHADOW F 03"
"ES-W1G-01 BULK","EYE SHADOW G 01"
"ES-W1G-02 BULK","EYE SHADOW G 02"
"ES-W1G-03 BULK","EYE SHADOW G 03"
"ES-W0H-03 BULK","EYE SHADOW H 03"
"ES-W0I-01 BULK","EYE SHADOW I 01"
"ES-W0I-02 BULK","EYE SHADOW I 02"
"ES-W0I-03 BULK","EYE SHADOW I 03"
"ES-W0J-01 BULK","EYE SHADOW J 01"
"ES-W0J-02 BULK","EYE SHADOW J 02"
"ES-W0J-03 BULK","EYE SHADOW J 03"
"ES-W0K-03 BULK","EYE SHADOW K 03"
"ES-W0L-01 BULK","EYE SHADOW L 01"
"ES-W0L-02 BULK","EYE SHADOW L 02"
"ES-W0L-03 BULK","EYE SHADOW L 03"
"ES-W0M-01 BULK","EYE SHADOW M 01"
"ES-W0M-02 BULK","EYE SHADOW M 02"
"ES-W0M-03 BULK","EYE SHADOW M 03"
"ES-W0N-01 BULK","EYE SHADOW N 01"
"ES-W0N-02 BULK","EYE SHADOW N 02"
"ES-W0N-03 BULK","EYE SHADOW N 03"
"P-ELFAP-W","Earth Festive 2023 – Package A Pink"
"P-ELFAY-W","Earth Festive 2023 – Package A Yellow"
"P-ELFBG-W","Earth Festive 2023 – Package B Green"
"P-ELFBP-W","Earth Festive 2023 – Package B Pink"
"P-ELFBY-W","Earth Festive 2023 – Package B Yellow"
"RD-ETAP-W","Earth Love Life Awake in Prau Reed Diffuser 50 ml"
"HBL-ETBMC-BULK","Earth Love Life Bulgarian Rose & East Nusa Vanilla Body Lotion Serum"
"HBL-ETBMCN2-W","Earth Love Life Bulgarian Rose & East Nusa Vanilla Body Lotion Serum 250 ml"
"HBW-ETBWC-BULK","Earth Love Life Bulgarian Rose & East Nusa Vanilla Body Wash"
"HBW-ETBWC-W","Earth Love Life Bulgarian Rose & East Nusa Vanilla Body Wash 250 ml"
"HBW-ETBWCN2-W","Earth Love Life Bulgarian Rose & East Nusa Vanilla Body Wash 450 ml"
"HBL-ETBMA-BULK","Earth Love Life East Balinese Bamboo & Oriental Mint Body Lotion Serum"
"HBL-ETBMAN2-W","Earth Love Life East Balinese Bamboo & Oriental Mint Body Lotion Serum 250 ml"
"HBW-ETBWA-BULK","Earth Love Life East Balinese Bamboo & Oriental Mint Body Wash"
"HBW-ETBWA-W","Earth Love Life East Balinese Bamboo & Oriental Mint Body Wash 250 ml"
"HBW-ETBWAN2-W","Earth Love Life East Balinese Bamboo & Oriental Mint Body Wash 450 ml"
"RD-ETEP-W","Earth Love Life Energize in Pink Beach Reed Diffuser 50 ml"
"HBL-ETBMB-BULK","Earth Love Life Javanese Moringa & Balinese Starfruit Body Lotion Serum"
"HBL-ETBMBN2-W","Earth Love Life Javanese Moringa & Balinese Starfruit Body Lotion Serum 250 ml"
"HBW-ETBWB-BULK","Earth Love Life Javanese Moringa & Balinese Starfruit Body Wash"
"HBW-ETBWB-W","Earth Love Life Javanese Moringa & Balinese Starfruit Body Wash 250 ml"
"HBW-ETBWBN2-W","Earth Love Life Javanese Moringa & Balinese Starfruit Body Wash 450 ml"
"RD-ETMB-BULK","Earth Love Life Reed Diffuser Morning Breeze"
"RD-ETMB-W","Earth Love Life Reed Diffuser Morning Breeze 20 ml"
"RD-ETSD-BULK","Earth Love Life Reed Diffuser Slow Days"
"RD-ETSD-W","Earth Love Life Reed Diffuser Slow Days 20 ml"
"GWP-ERDPA-BULK","Earth Love Life Reed Diffuser, Moringa Breeze"
"GWP-ERDPB-BULK","Earth Love Life Reed Diffuser, Morning Glory"
"RD-ETSU-W","Earth Love Life Serene in Ubud Reed Diffuser 50 ml"
"HBL-ETBME-BULK","Earth Love Life South Bali Frangipani & Tropical Coconut Water Body Gel Serum"
"HBL-ETBMEN2-W","Earth Love Life South Bali Frangipani & Tropical Coconut Water Body Gel Serum 250 ml"
"HBW-ETBWE-BULK","Earth Love Life South Bali Frangipani & Tropical Coconut Water Body Wash"
"HBW-ETBWE-W","Earth Love Life South Bali Frangipani & Tropical Coconut Water Body Wash 250 ml"
"HBW-ETBWEN2-W","Earth Love Life South Bali Frangipani & Tropical Coconut Water Body Wash 450 ml"
"HBL-ETBMD-BULK","Earth Love Life Spanish Lavender & Javanese Rice Milk  Body Lotion Serum"
"HBW-ETBWD-BULK","Earth Love Life Spanish Lavender & Javanese Rice Milk  Body Wash"
"HBW-ETBWD-W","Earth Love Life Spanish Lavender & Javanese Rice Milk  Body Wash 250 ml"
"HBL-ETBMDN2-W","Earth Love Life Spanish Lavender & Javanese Rice Milk Body Lotion Serum 250 m"
"HBW-ETBWDN2-W","Earth Love Life Spanish Lavender & Javanese Rice Milk Body Wash 450 ml"
"FM-2IN1S-EM","Emina 2 in 1 Scrub Mask 50 ml"
"P-3SFTB-EM","Emina 3 Steps Skin Secret Face The Bright (Pc(s))"
"P-3SHD-EM","Emina 3 Steps Skin Secret Hazel Dazzle (Pc(s))"
"P-3SKMM-EM","Emina 3 Steps Skin Secret Keep Me Moist (Pc(s))"
"EB-ABBL-EM1.2GR","Emina Agent of Brow Black 1.2 gr (Pc(s))"
"EB-ABBR-EM1.2GR","Emina Agent of Brow Brown 1.2 gr (Pc(s))"
"FMI-AV-EM","Emina Aloe Vera Face Mist 60 ml"
"HBL-AVG-EM","Emina Aloe Vera Gel 60 ml"
"HBL-AVG-BULK","Emina Aloe Vera Gel Bulk"
"HS-AVHGN2-EM","Emina Aloe Vera Hand Gel 50 ml"
"HS-AVHG-EM","Emina Aloe Vera Hand Gel 60 ml"
"HS-AVHSN2-EM","Emina Aloe Vera Hand Spray 100 ml"
"HS-AVHS-EM","Emina Aloe Vera Hand Spray 80 ml"
"HS-AVHS-BULK","Emina Aloe Vera Hand Spray Bulk"
"FS-AJ-EM60ML","Emina Apricot Jam Face Scrub 60 ml (Pc(s))"
"FM-AIS-EM30G","Emina Aqua Infused Sleeping Mask 30 g"
"FM-AH-EM60ML","Emina Avocado Honey Face Mask 60 ml"
"FM-AH-BULK","Emina Avocado Honey Face Mask Bulk"
"BUT-BR-EM100ML","Emina Bananarama Body Ice Cream 100 ml (Pc(s))"
"B-BMCF1-EM14GR","Emina Bare With Me Mineral Compact Powder 01 Fair 14 gr (Pc(s))"
"B-BMCLB2-EM14GR","Emina Bare With Me Mineral Compact Powder 02 Light Beige 14 gr (Pc(s))"
"B-BMCA3-EM14GR","Emina Bare With Me Mineral Compact Powder 03 Amber 14 gr (Pc(s))"
"B-BMCE4-EM14GR","Emina Bare With Me Mineral Compact Powder 04 Ebony 14 gr (Pc(s))"
"CUS-BWM01-EM","Emina Bare With Me Mineral Cushion 01 Light 15 g"
"CUS-BWM02-EM","Emina Bare With Me Mineral Cushion 02 Natural 15 g"
"CUS-BWM03-EM","Emina Bare With Me Mineral Cushion 03 Caramel 15 g"
"CUS-BWM04-EM","Emina Bare With Me Mineral Cushion 04 Mocca 15 g"
"B-RBMLP01-EM","Emina Bare With Me Mineral Loose Powder 01 Fair 8 g"
"B-BMLPF1-EM8GR","Emina Bare With Me Mineral Loose Powder 01 Fair 8 gr (Pcs))"
"B-RBMLP02-EM","Emina Bare With Me Mineral Loose Powder 02 Light Beige 8 g"
"B-BMLPLB2-EM8GR","Emina Bare With Me Mineral Loose Powder 02 Light Beige 8 gr (Pcs))"
"B-RBMLP03-EM","Emina Bare With Me Mineral Loose Powder 03 Amber 8 g"
"B-BMLPA3-EM8GR","Emina Bare With Me Mineral Loose Powder 03 Amber 8 gr (Pcs))"
"B-RBMLP04-EM","Emina Bare With Me Mineral Loose Powder 04 Ebony 8 g"
"B-BMLPE4-EM8GR","Emina Bare With Me Mineral Loose Powder 04 Ebony 8 gr (Pcs))"
"F-BWMM01-BULK","Emina Bare with Me Mineral Mild Foundation 01 Light"
"F-BWMM01-EM","Emina Bare with Me Mineral Mild Foundation 01 Light 30 ml"
"F-BWMM02-BULK","Emina Bare with Me Mineral Mild Foundation 02 Natural"
"F-BWMM02-EM","Emina Bare with Me Mineral Mild Foundation 02 Natural 30 ml"
"F-BWMM03-BULK","Emina Bare with Me Mineral Mild Foundation 03 Caramel"
"F-BWMM03-EM","Emina Bare with Me Mineral Mild Foundation 03 Caramel 30 ml"
"F-BWMM04-BULK","Emina Bare with Me Mineral Mild Foundation 04 Mocca"
"F-BWMM04-EM","Emina Bare with Me Mineral Mild Foundation 04 Mocca 30 ml"
"BBC-BBC-BULK","Emina Beauty Bliss BB Cream Caramel"
"BBC-BBC-EM20ML","Emina Beauty Bliss BB Cream Caramel 20 ml (Pc(s))"
"BBC-BBL-EM20ML","Emina Beauty Bliss BB Cream Light 20 ml (Pc(s))"
"BBC-BBN-EM20ML","Emina Beauty Bliss BB Cream Natural 20 ml (Pc(s))"
"BP-BMISN2-EM","Emina Body Mist Indian Summer 10 ml"
"BP-BMIS-EM80ML","Emina Body Mist Indian Summer 80 ml (Pc(s))"
"BP-BMSSN2-EM","Emina Body Mist Ocean Mist 10 ml"
"BP-BMSS-EM80ML","Emina Body Mist Ocean Mist 80 ml (Pc(s))"
"BP-BMPDN2-EM","Emina Body Mist Pixie Dust 10 ml"
"BP-BMPD-EM80ML","Emina Body Mist Pixie Dust 80 ml (Pc(s))"
"BP-BMRFN2-EM","Emina Body Mist Rain Forest 10 ml"
"BP-BMRF-EM80ML","Emina Body Mist Rain Forest 80 ml (Pc(s))"
"BSC-KW-EM100ML","Emina Body Scrub Kiwi 100 ml (Pc(s))"
"BSC-PA-EM100ML","Emina Body Scrub Pineapple 100 ml (Pc(s))"
"BSC-WM-EM100ML","Emina Body Scrub Watermelon 100 ml (Pc(s))"
"HBL-KW-EM100ML","Emina Body Sorbet Kiwi 100 ml (Pc(s))"
"HBL-PA-EM100ML","Emina Body Sorbet Pineapple 100 ml (Pc(s))"
"HBL-WM-EM100ML","Emina Body Sorbet Watermelon 100 ml (Pc(s))"
"P-BSB-EM","Emina Bright Stuff Bundling Package"
"MA-BSE-EM","Emina Bright Stuff Essence Sheet Mask 23 g"
"MA-RBSE-EM","Emina Bright Stuff Essence Sheet Mask 23 g"
"FT-BSE-EM","Emina Bright Stuff Exfoliating Toner 100 ml"
"FS-BSFS-EM","Emina Bright Stuff Face Scrub 50 ml"
"SRM-RBSS-EM","Emina Bright Stuff Face Serum 30 ml"
"SRM-BSS-EM","Emina Bright Stuff Face Serum 30 ml"
"SRM-RBSSN2-EM","Emina Bright Stuff Face Serum 7.5 ml"
"SRM-BSSN2-EM","Emina Bright Stuff Face Serum 7.5 ml"
"FT-RBST-EM","Emina Bright Stuff Face Toner 100 ml"
"FT-BST-EM","Emina Bright Stuff Face Toner 100 ml"
"FT-BSTN2-EM","Emina Bright Stuff Face Toner 50 ml"
"FT-RBSTN2-EM","Emina Bright Stuff Face Toner 50 ml"
"P-BSFTRRP-EM","Emina Bright Stuff Face Toner 50 ml isi 6 pcs"
"FT-TBS-BULK","Emina Bright Stuff Face Toner Bulk"
"FW-BSN2-EM","Emina Bright Stuff Face Wash 100 ml"
"FW-RBSN2-EM","Emina Bright Stuff Face Wash 100 ml"
"FW-RBS-EM","Emina Bright Stuff Face Wash 50 ml"
"FW-BS-EM50ML","Emina Bright Stuff Face Wash 50 ml"
"P-BSFWRRP-EM","Emina Bright Stuff Face Wash 50 ml isi 6 pcs"
"B-BSLP-BULK","Emina Bright Stuff Loose Powder"
"B-BSLP-EM","Emina Bright Stuff Loose Powder 55 g"
"B-RBSLP-EM","Emina Bright Stuff Loose Powder 55 g"
"REM-RBSMW-BULK","Emina Bright Stuff Micellar Water"
"REM-RBSMWN1-EM","Emina Bright Stuff Micellar Water 100 ml"
"REM-RRBSMWN1-EM","Emina Bright Stuff Micellar Water 100 ml"
"REM-RRBSMWN2-EM","Emina Bright Stuff Micellar Water 50 ml"
"REM-RBSMWN2-EM","Emina Bright Stuff Micellar Water 50 ml"
"M-BSC-BULK","Emina Bright Stuff Moisturizing Cream"
"M-RBSC-EM","Emina Bright Stuff Moisturizing Cream 20 ml"
"M-BSC-EM","Emina Bright Stuff Moisturizing Cream 20 ml"
"M-BSNC-EM","Emina Bright Stuff Night Cream 20 g"
"M-BSTUC-EM","Emina Bright Stuff Tone Up Cream 20 ml"
"M-RBSTUC-EM","Emina Bright Stuff Tone Up Cream 20 ml"
"FW-BSW-BULK","Emina Bright Stuff Whip Face Wash"
"FW-BSW-EM","Emina Bright Stuff Whip Face Wash 50 ml"
"FW-BSACNE-EM","Emina Bright Stuff for Acne Prone Skin Face Wash 100 ml"
"FW-BSACNEN2-EM","Emina Bright Stuff for Acne Prone Skin Face Wash 50 ml"
"FW-BSACNE-BULK","Emina Bright Stuff for Acne Prone Skin Face Wash BULK"
"M-BSACNE-BULK","Emina Bright Stuff for Acne Prone Skin Moisturizing Cream"
"M-BSACNE-EM","Emina Bright Stuff for Acne Prone Skin Moisturizing Cream 20 ml"
"BRUS-EBS-EM","Emina Brush Set (Set)"
"FM-B7DM-EM","Emina Bundling 7 Days Masquerade Face Mask"
"P-BSFSBSFW-EM","Emina Bundling Bright Stuff Face Scrub 50 ml + Emina Bright Stuff Face Wash 50 ml"
"P-BSFSSBAT30-EM","Emina Bundling Bright Stuff Face Scrub 50 ml + Emina Sun Battle SPF 30 PA+++ 60 ml"
"L-CM16KCC-W","Emina Bundling Creamatte 16 Soda Gembira 5.5 g x Kaos Callie Cotton"
"L-CM17KCC-W","Emina Bundling Creamatte 17 Bola Ubi 5.5 g X Kaos Callie Cotton"
"L-CM18KCC-W","Emina Bundling Creamatte 18 Onde-Onde 5.5 g X Kaos Callie Cotton"
"L-CM19KCC-W","Emina Bundling Creamatte 19 Pisang Cokelat 5.5 g X Kaos Callie Cotton"
"FM-CTCMP-EM","Emina Capsule Treat Clay Mask Pomegranate 10 ml"
"FM-CTCMP-BULK","Emina Capsule Treat Clay Mask Pomegranate Bulk"
"FM-CTWOGT-EM","Emina Capsule Treat Gel Mask Green Tea 10 ml"
"FM-CTWOGT-BULK","Emina Capsule Treat Gel Mask Green Tea Bulk"
"FM-CTWOH-EM","Emina Capsule Treat Gel Mask Honey 10 ml"
"FM-CTWOH-BULK","Emina Capsule Treat Gel Mask Honey Bulk"
"FM-CTGMC-BULK","Emina Capsule Treat Sleeping Mask Cucumber"
"FM-CTGMC-EM","Emina Capsule Treat Sleeping Mask Cucumber 10 ml"
"FM-CTGMR-EM","Emina Capsule Treat Sleeping Mask Rice 10 ml"
"FM-CTGMR-BULK","Emina Capsule Treat Sleeping Mask Rice bulk"
"BO-CLBSPE-BULK","Emina Cheek Lit Blush Stick Peach"
"BO-CLBSPE-EM","Emina Cheek Lit Blush Stick Peach 7 g"
"BO-CLBSPI-BULK","Emina Cheek Lit Blush Stick Pink"
"BO-CLBSPI-EM","Emina Cheek Lit Blush Stick Pink 7 g"
"BO-CLBBPS-BULK","Emina Cheek Lit Buttery Blush 02 Persimmon"
"BO-CLBBPB-BULK","Emina Cheek Lit Buttery Blush 03 Pinkerbelle"
"BO-CLBBPW-EM","Emina Cheek Lit Buttery Blush Periwinkle 2.8 g"
"BO-CLBBPS-EM","Emina Cheek Lit Buttery Blush Persimmon 2.8 g"
"BO-CLBBPB-EM","Emina Cheek Lit Buttery Blush Pinkerbelle 2.8 g"
"BO-CLCA-EM","Emina Cheek Lit Cream Blush New Shade A"
"BO-CLCB-EM","Emina Cheek Lit Cream Blush New Shade B"
"BO-CLCNB-EM10ML","Emina Cheek Lit Cream Blush Nudie Brown 10 ml"
"BO-CLCPE-EM10ML","Emina Cheek Lit Cream Blush Peach 10 ml (Pc(s))"
"BO-CLCPI-EM10ML","Emina Cheek Lit Cream Blush Pink 10 ml (Pc(s))"
"BO-CLCVI-EM10ML","Emina Cheek Lit Cream Blush Violet 10 ml"
"FA-CLHP-EM","Emina Cheek Lit Highlighter Powder Nudesparkle 3.8 g"
"BO-CLBSNT-BULK","Emina Cheek Lit Highlighter Stick Nudetwinkle"
"BO-CLBSNT-EM","Emina Cheek Lit Highlighter Stick Nudetwinkle 7 g"
"BO-CLPBAC-EM","Emina Cheek Lit Pressed Blush Apple Crumble 3.5 g"
"BO-R2CLPBBS-EM","Emina Cheek Lit Pressed Blush Bittersweet 3.5 g"
"BO-CLPPB-EM3.5GR","Emina Cheek Lit Pressed Blush Bittersweet 3.5 gr (Pc(s))"
"BO-CLPPMCB-EM3.5GR","Emina Cheek Lit Pressed Blush Cherry Blossoms 3.5 gr (Pc(s))"
"BO-CLPBCP-EM","Emina Cheek Lit Pressed Blush Cherry Popsicle 3.5 g"
"BO-R2CLPBCC-EM","Emina Cheek Lit Pressed Blush Cotton Candy 3.5 g"
"BO-CLPPCCC-EM3.5GR","Emina Cheek Lit Pressed Blush Cotton Candy 3.5 gr (Pc(s))"
"BO-R2CLPBML-EM","Emina Cheek Lit Pressed Blush Marshmallow Lady 3.5 g"
"BO-CLPPPML-EM3.5GR","Emina Cheek Lit Pressed Blush Marshmallow Lady 3.5 gr (Pc(s))"
"BO-CLPCS-EM3.5GR","Emina Cheek Lit Pressed Blush Sugarcane 3.5 gr (Pc(s))"
"BO-R2CLPBVB-EM","Emina Cheek Lit Pressed Blush Violet Berry 3.5 g"
"BO-CLPPTVB-EM3.5GR","Emina Cheek Lit Pressed Blush Violet Berry 3.5 gr (Pc(s))"
"BUT-CF-EM100ML","Emina Chocofudge Body Ice Cream 100 ml (Pc(s))"
"TC-CCB-EM12GR","Emina City Chic CC Cake Butterscotch 12 gr (Pc(s))"
"TC-CCL-EM12GR","Emina City Chic CC Cake Latte 12 gr (Pc(s))"
"TC-CCM-EM12GR","Emina City Chic CC Cake Meringue 12 gr (Pc(s))"
"TC-CCP-EM12GR","Emina City Chic CC Cake Peach 12 gr (Pc(s))"
"CCC-CCL-EM20ML","Emina City Chic CC Cream Light 20 ml (Pc(s))"
"CCC-CCN-EM20ML","Emina City Chic CC Cream Natural 20 ml (Pc(s))"
"FM-CMB-EM","Emina Clay Mask Brightening 60 ml"
"FM-CMSC-EM","Emina Clay Mask Sebum Control 60 ml"
"FM-CMSC-BULK","Emina Clay Mask Sebum Control Bulk"
"FM-CMSS-BULK","Emina Clay Mask Soothe & Smooth"
"FM-CMSS-EM","Emina Clay Mask Soothe & Smooth 60 ml"
"HBL-CA-EM100ML","Emina Coconut Almond Body Lotion 100 ml (Pc(s))"
"HBL-CP-EM100ML","Emina Coconut Pineapple Body Lotion 100 ml (Pc(s))"
"MASK-CLV-EM","Emina Cosmic Lash Volume Mascara 6 g"
"FM-SL-BULK","Emina Cranberry Juice Face Mask"
"FM-SL-EM60ML","Emina Cranberry Juice Face Mask 60 ml"
"L-CM01-BULK","Emina Creamatte 01 Chocolava"
"L-CM01-EM5.5GR","Emina Creamatte 01 Chocolava 5.5 gr (Pc(s))"
"L-CM02-BULK","Emina Creamatte 02 Fuzzy Wuzzy"
"L-CM02-EM5.5GR","Emina Creamatte 02 Fuzzy Wuzzy 5.5 gr (Pc(s))"
"L-CM03-BULK","Emina Creamatte 03 Mauvelous"
"L-CM03-EM5.5GR","Emina Creamatte 03 Mauvelous 5.5 gr (Pc(s))"
"L-CM04-EM5.5GR","Emina Creamatte 04 Frostbite 5.5 gr (Pc(s))"
"L-CM04-BULK","Emina Creamatte 04 Frostbite Bulk (Kg)"
"L-CM05-BULK","Emina Creamatte 05 Flamingo"
"L-CM05-EM5.5GR","Emina Creamatte 05 Flamingo 5.5 gr (Pc(s))"
"L-CM06-BULK","Emina Creamatte 06 Jelly Bean"
"L-CM06-EM5.5GR","Emina Creamatte 06 Jelly Bean 5.5 gr (Pc(s))"
"L-CM07-BULK","Emina Creamatte 07 Tumbleweed"
"L-CM07-EM5.5GR","Emina Creamatte 07 Tumbleweed 5.5 gr (Pc(s))"
"L-CM08-BULK","Emina Creamatte 08 Pumpkin Spice"
"L-CM08-EM5.5GR","Emina Creamatte 08 Pumpkin Spice 5.5 gr"
"L-CM09-BULK","Emina Creamatte 09 Baby Fox"
"L-CM09-EM5.5GR","Emina Creamatte 09 Baby Fox 5.5 gr"
"L-CM10-BULK","Emina Creamatte 10 Starfish"
"L-CM10-EM5.5GR","Emina Creamatte 10 Starfish 5.5 gr"
"L-CM11-BULK","Emina Creamatte 11 Amazeballs"
"L-CM11-EM5.5GR","Emina Creamatte 11 Amazeballs 5.5 gr"
"L-CM12-BULK","Emina Creamatte 12 Perky Plum"
"L-CM12-EM5.5GR","Emina Creamatte 12 Perky Plum 5.5 gr"
"L-CM13-BULK","Emina Creamatte 13 Beet Bites"
"L-CM13-EM5.5GR","Emina Creamatte 13 Beet Bites 5.5 gr"
"L-CM14-BULK","Emina Creamatte 14 Gingerale"
"L-CM14-EM5.5GR","Emina Creamatte 14 Gingerale 5.5 gr"
"L-CM15-BULK","Emina Creamatte 15 Chocopuff"
"L-CM15-EM5.5GR","Emina Creamatte 15 Chocopuff 5.5 gr"
"L-CM16-BULK","Emina Creamatte 16 Soda Gembira"
"L-CM16-EM5.5GR","Emina Creamatte 16 Soda Gembira 5.5 gr"
"L-CM17-BULK","Emina Creamatte 17 Bola Ubi"
"L-CM17-EM5.5GR","Emina Creamatte 17 Bola Ubi 5.5 gr"
"L-CM18-BULK","Emina Creamatte 18 Onde-Onde"
"L-CM18-EM5.5GR","Emina Creamatte 18 Onde-Onde 5.5 gr"
"L-CM19-BULK","Emina Creamatte 19 Pisang Cokelat"
"L-CM19-EM5.5GR","Emina Creamatte 19 Pisang Cokelat 5.5 gr"
"L-CMCL-EM5GR","Emina Creamatte Chocolava 5 gr (Pc(s))"
"L-CMFW-EM5GR","Emina Creamatte Fuzzy Wuzzy 5 gr (Pc(s))"
"L-CMJB-EM5GR","Emina Creamatte Jelly Bean 5 gr (Pc(s))"
"L-CMME01-BULK","Emina Creamatte Metallic Edition 01 Berry Stardust"
"L-CMME01-EM","Emina Creamatte Metallic Edition 01 Berry Stardust 5.5 g"
"L-CMME02-BULK","Emina Creamatte Metallic Edition 02 Sunset Sparks"
"L-CMME02-EM","Emina Creamatte Metallic Edition 02 Sunset Sparks 5.5 g"
