"Product Korporat Code","BoM Lines/Product Template/Korporat Code","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"","STIC-BTIMCL1R0-WPPT","1.0","Pc(s)"
"","DUS-IMCLR2-WHPD","1.0","Pc(s)"
"","IBOX-12ILCR1-WDNF","0.08333","Pc(s)"
"","STIC-BCIMCL1R0-WPWG","1.0","Pc(s)"
"","L-IPMC01-BULK","0.003","kg"
"","STIC-PIIMCLR0-W","1.0","Pc(s)"
"L-NFSEMLB05-W","TUBE-NFSPBCFS-WPBL","1.0","Pc(s)"
"","DUS-BEMLC05R0-W","1.0","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","KB-WLS60R1-KMM125","0.02778","Pc(s)"
"L-NFSEMLB08-W","STIC-PCDDR0-W","1.0","Pc(s)"
"","KB-WLS60R1-KMM125","0.02778","Pc(s)"
"","DUS-BEMLC08R0-W","1.0","Pc(s)"
"","TUBE-NFSPBCFS-WPBL","1.0","Pc(s)"
"L-NFSEMLB09-W","TUBE-NFSPBCFS-WPBL","1.0","Pc(s)"
"","DUS-BEMLC09R0-W","1.0","Pc(s)"
"","KB-WLS60R1-KMM125","0.02778","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"LB-NFSEFSS4-W","KB-WLTWCLFR1-KMK125","0.02083","Pc(s)"
"","IBOX-12ELBR0-WDNF","0.08333","Pc(s)"
"","CONT-LMR1-WSIL","1.0","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","DUS-EFSLSR1-WACLG","1.0","Pc(s)"
"LB-NFSEFSG4-W","DUS-EFSLGR1-WACLG","1.0","Pc(s)"
"","IBOX-12ELBR0-WDNF","0.08333","Pc(s)"
"","KB-WLTWCLFR1-KMK125","0.02083","Pc(s)"
"","STIC-PCDDR0-W","1.0","Pc(s)"
"","CONT-LMR1-WSIL","1.0","Pc(s)"
"P-IPR1-W","KB-PBCR1-W","0.07692","Pc(s)"
"","BOX-ISUE-IP","1.0","Pc(s)"
"","ES-IPSCP-W","1.0","Pc(s)"
"","INSP-BBP02ABWR0-X","1.0","Pc(s)"
"P-IPR3-W","PRM-IPPF-W20ML","1.0","Pc(s)"
"","BOX-ISULL-IP","1.0","Pc(s)"
"","INSP-BBP01TBWR0-X","1.0","Pc(s)"
"","L-IPEI02-W","1.0","Pc(s)"
"","KB-PBCR1-W","0.07692","Pc(s)"
"P-CD2-W","POUC-CDPR22-W","1.0","Pc(s)"
"","LEAF-CDPR22-W","1.0","Pc(s)"
"","PAP-SPWC70R22-W","1.0","Pc(s)"
"","BO-CPLP-W","1.0","Pc(s)"
"","STIC-CDPR22-W","1.0","Pc(s)"
"","KB-WPHR2-W","0.02778","Pc(s)"
"","L-CPRLC01-W","1.0","Pc(s)"
"","CON-CPADC01-W","1.0","Pc(s)"
"MY-EBEXPMBD02-W","KB-WW2430R2-W","0.03704","Pc(s)"
"","STIC-PALLCOEM-WM","1.0","Pc(s)"
"","EB-EXPMBD02-W","1.0","Pc(s)"
"F-L02VC-OMG","STIC-BCLF21WLR0-OMG","1.0","Pc(s)"
"","F-L02-BULK","0.025","kg"
"","STIC-FCLF21WLR0-OMG","1.0","Pc(s)"
"","CAP-BCLFR0-OMG","1.0","Pc(s)"
"","BOTO-CLFR0-OMG","1.0","Pc(s)"
"","KB-XENONR0-OMG","0.02273","Pc(s)"
"","PLU-BCLFR0-OMG","1.0","Pc(s)"
"","PS-CLFR0-OMG","1.0","Pc(s)"
"P-BIGB-MO","POUC-GWPMOR22-MO","1.0","Pc(s)"
"","STIC-MOBSPR22B09-MO","1.0","Pc(s)"
"","LEAF-MOBSPR22-MO","1.0","Pc(s)"
"","BOX-MORBS22-MO","1.0","Pc(s)"
"","MASK-EL-MO","1.0","Pc(s)"
"","FA-PFMS-MO50ML","1.0","Pc(s)"
"","L-PTMCA-MO","1.0","Pc(s)"
"","KB-PBCR1-W","0.125","Pc(s)"
"L-RCLCLS1-W","STIC-BCFMLI01R0-W","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","IBOX-AR0-W","0.08333","Pc(s)"
"","DUS-CFMLI01R0-W","1.0","Pc(s)"
"","BOTO-CFMLI01R0-W","1.0","Pc(s)"
"","CAPA-CMLCR0-W","1.0","Pc(s)"
"","L-CLCLS1-BULK","0.004","kg"
"","STIC-ECLIR0-W","1.0","Pc(s)"
"L-RCLCLS2-W","CAPA-CMLCR0-W","1.0","Pc(s)"
"","STIC-ECLIR0-W","1.0","Pc(s)"
"","BOTO-CFMLI02R0-W","1.0","Pc(s)"
"","L-CLCLS2-BULK","0.004","kg"
"","DUS-CFMLI02R0-W","1.0","Pc(s)"
"","STIC-BCFMLI02R0-W","1.0","Pc(s)"
"","IBOX-AR0-W","0.08333","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-RCLCLS3-W","KB-WIOTAR1-W","0.00694","Pc(s)"
"","IBOX-AR0-W","0.08333","Pc(s)"
"","STIC-ECLIR0-W","1.0","Pc(s)"
"","CAPA-CMLCR0-W","1.0","Pc(s)"
"","BOTO-CFMLI03R0-W","1.0","Pc(s)"
"","L-CLCLS3-BULK","0.004","kg"
"","STIC-BCFMLI03R0-W","1.0","Pc(s)"
"","DUS-CFMLI03R0-W","1.0","Pc(s)"
"L-RCLCLS4-W","CAPA-CMLCR0-W","1.0","Pc(s)"
"","STIC-ECLIR0-W","1.0","Pc(s)"
"","IBOX-AR0-W","0.08333","Pc(s)"
"","DUS-CFMLI04R0-W","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","L-CLCLS4-BULK","0.004","kg"
"","BOTO-CFMLI04R0-W","1.0","Pc(s)"
"","STIC-BCFMLI04R0-W","1.0","Pc(s)"
"L-RCLCLS5-W","STIC-BCFMLI05R0-W","1.0","Pc(s)"
"","BOTO-CFMLI05R0-W","1.0","Pc(s)"
"","CAPA-CMLCR0-W","1.0","Pc(s)"
"","L-CLCLS5-BULK","0.004","kg"
"","IBOX-AR0-W","0.08333","Pc(s)"
"","DUS-CFMLI05R0-W","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","STIC-ECLIR0-W","1.0","Pc(s)"
"L-RCLCLS6-W","STIC-ECLIR0-W","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","IBOX-AR0-W","0.08333","Pc(s)"
"","L-CLCLS6-BULK","0.004","kg"
"","DUS-CFMLI06R0-W","1.0","Pc(s)"
"","STIC-BCFMLI06R0-W","1.0","Pc(s)"
"","BOTO-CFMLI06R0-W","1.0","Pc(s)"
"","CAPA-CMLCR0-W","1.0","Pc(s)"
"L-RCLCLS7-W","KB-WIOTAR1-W","0.00694","Pc(s)"
"","IBOX-AR0-W","0.08333","Pc(s)"
"","DUS-CFMLI07R0-W","1.0","Pc(s)"
"","STIC-ECLIR0-W","1.0","Pc(s)"
"","STIC-BCFMLI07R0-W","1.0","Pc(s)"
"","L-CLCLS7-BULK","0.004","kg"
"","CAPA-CMLCR0-W","1.0","Pc(s)"
"","BOTO-CFMLI07R0-W","1.0","Pc(s)"
"L-RCLCLS8-W","STIC-ECLIR0-W","1.0","Pc(s)"
"","CAPA-CMLCR0-W","1.0","Pc(s)"
"","STIC-BCFMLI08R0-W","1.0","Pc(s)"
"","BOTO-CFMLI08R0-W","1.0","Pc(s)"
"","L-CLCLS8-BULK","0.004","kg"
"","DUS-CFMLI08R0-W","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"","IBOX-AR0-W","0.08333","Pc(s)"
"MY-EBEXPMBD03-W","KB-WW2430R2-W","0.03704","Pc(s)"
"","EB-EXPMBD03-W","1.0","Pc(s)"
"","STIC-PALLCOEM-WM","1.0","Pc(s)"
"P-CSC1-W","REM-CDAMGN2-W","1.0","Pc(s)"
"","SRM-CABN2-W","1.0","Pc(s)"
"","POUC-CSPR22-W","1.0","Pc(s)"
"","SRM-CSAE-W","1.0","Pc(s)"
"","LEAF-CSPR22-W","1.0","Pc(s)"
"","STIC-CSPR22-W","1.0","Pc(s)"
"","SRM-CSRO10-W","1.0","Pc(s)"
"","M-CSRRCN2-W","1.0","Pc(s)"
"","M-CSAOC10-W","1.0","Pc(s)"
"","KB-WPHR2-W","0.02778","Pc(s)"
"ES-PGK-MO2G","ES-PGK-MO-BULK","0.002","kg"
"","POT-DSMALL-MOAS","1.0","Pc(s)"
"","CAPP-DSMALL-MOAS","1.0","Pc(s)"
"","STIC-PESGKR1-MOMSF","1.0","Pc(s)"
"","DUS-PESR1-MOILG","1.0","Pc(s)"
"","STIC-BCPESGKMO-PW1W3","1.0","Pc(s)"
"","KB-MOBORP-253K150","0.00694","Pc(s)"
"P-SMA-MO","KB-PBCR1-W","0.07143","Pc(s)"
"","STIC-MOSSPR2201C06-MO","1.0","Pc(s)"
"","LEAF-MOSSPR22-MO","1.0","Pc(s)"
"","BO-HLT01-MO","1.0","Pc(s)"
"","BOX-MORSS22-MO","1.0","Pc(s)"
"","L-HSLWF-MO","1.0","Pc(s)"
"P-SMB-MO","STIC-MOSSPR2205C11-MO","1.0","Pc(s)"
"","BO-HLT05-MO","1.0","Pc(s)"
"","KB-PBCR1-W","0.07143","Pc(s)"
"","L-HSLWK-MO","1.0","Pc(s)"
"","LEAF-MOSSPR22-MO","1.0","Pc(s)"
"","BOX-MORSS22-MO","1.0","Pc(s)"
"MY-GWPWRD-W","KB-WLTWCLFR1-KMK125","0.08333","Pc(s)"
"","GWP-RDF22-W","1.0","Pc(s)"
"","STIC-BGWPRP-WM","1.0","Pc(s)"
"ES-PGA-MO2G","KB-MOBORP-253K150","0.00694","Pc(s)"
"","POT-DSMALL-MOAS","1.0","Pc(s)"
"","STIC-PESGAR1-MOMSF","1.0","Pc(s)"
"","ES-PGA-BULK","0.002","kg"
"","STIC-BCPESGAMO-PW1W3","1.0","Pc(s)"
"","DUS-PESR1-MOILG","1.0","Pc(s)"
"","CAPP-DSMALL-MOAS","1.0","Pc(s)"
"CUS-PDMCW22-MO","CUS-PDCCW22R1-MO","1.0","Pc(s)"
"CUS-PDMCC21-MO","CUS-PDCCC21R1-MO","1.0","Pc(s)"
"CUS-PDMCN10-MO","CUS-PDCCN10R1-MO","1.0","Pc(s)"
"CUS-PDMCN30-MO","CUS-PDCCN30R1-MO","1.0","Pc(s)"
"FW-NSBS-EM","STIC-ENFSBSFW-E","1.0","Pc(s)"
"","IBOX-12EB-WD31","0.125","Pc(s)"
"","FW-BS-BULK","0.015","kg"
"","TUBE-NFSBSFWR3-EPBL","1.0","Pc(s)"
"","KB-ECR1-KMK125CF","0.01042","Pc(s)"
"L-IPMC05-W3G","DUS-IMCLR2-WHPD","1.0","Pc(s)"
"","CONT-IMCL5R0-WSM","1.0","Pc(s)"
"","KB-WEPSIR1-W","0.00521","Pc(s)"
"","IBOX-12ILCR1-WDNF","0.08333","Pc(s)"
"","L-IPMC05-BULK","0.003","kg"
"","STIC-BTIMCL5R0-WPPT","1.0","Pc(s)"
"","STIC-PIIMCLR0-W","1.0","Pc(s)"
"","CAPC-IMCL5R0-WSM","1.0","Pc(s)"
"","STIC-BCIMCL5R0-WPWG","1.0","Pc(s)"
"P-SH-L","FW-GSN3-L","1.0","Pc(s)"
"","SS-DUVSDEN2-L","1.0","Pc(s)"
"","LEAF-FP22-L","1.0","Pc(s)"
"","POUC-SHP22-L","1.0","Pc(s)"
"","FT-GSEH-L","1.0","Pc(s)"
"","KB-LABAR0-L","0.2","Pc(s)"
"P-BS-L","KB-LABBR0-L","0.5","Pc(s)"
"","FW-GS-L","1.0","Pc(s)"
"","M-BRERMC-L","1.0","Pc(s)"
"","LEAF-FP22-L","1.0","Pc(s)"
"","POUC-BSP22-L","1.0","Pc(s)"
"CUS-PDMCW33-MO","CONT-PDMCCR0-MO","1.0","Pc(s)"
"","CUS-PDCCW33R1-MO","1.0","Pc(s)"
"","CONT-IPDMCCR0-MO","1.0","Pc(s)"
"","CONT-RPDMCCR0-MO","1.0","Pc(s)"
"F-L03VC-OMG","CAP-BCLFR0-OMG","1.0","Pc(s)"
"","BOTO-CLFR0-OMG","1.0","Pc(s)"
"","STIC-FCLF31WBR0-OMG","1.0","Pc(s)"
"","PLU-BCLFR0-OMG","1.0","Pc(s)"
"","PS-CLFR0-OMG","1.0","Pc(s)"
"","STIC-BCLF31WBR0-OMG","1.0","Pc(s)"
"","F-L03-BULK","0.025","kg"
"","KB-XENONR0-OMG","0.02273","Pc(s)"
"F-L06VC-OMG","STIC-BCLF52NCR0-OMG","1.0","Pc(s)"
"","STIC-FCLF52NCR0-OMG","1.0","Pc(s)"
"","PLU-BCLFR0-OMG","1.0","Pc(s)"
"","CAP-BCLFR0-OMG","1.0","Pc(s)"
"","BOTO-CLFR0-OMG","1.0","Pc(s)"
"","F-L06-BULK","0.025","kg"
"","KB-XENONR0-OMG","0.02273","Pc(s)"
"","PS-CLFR0-OMG","1.0","Pc(s)"
"MY-LLLS02-EM","KB-ECR1-KMK125CF","0.00694","Pc(s)"
"","STIC-PALR1-EM","1.0","Pc(s)"
"","L-LLS02-EM","1.0","Pc(s)"
"MY-LLLS01-EM","L-LLS01-EM","1.0","Pc(s)"
"","KB-ECR1-KMK125CF","0.00694","Pc(s)"
"","STIC-PALR1-EM","1.0","Pc(s)"
"MY-LLLS03-EM","L-LLS03-EM","1.0","Pc(s)"
"","KB-ECR1-KMK125CF","0.00694","Pc(s)"
"","STIC-PALR1-EM","1.0","Pc(s)"
"MY-LLLS04-EM","KB-ECR1-KMK125CF","0.00694","Pc(s)"
"","STIC-PALR1-EM","1.0","Pc(s)"
"","L-LLS04-EM","1.0","Pc(s)"
"MY-LBLMMC-EM","LB-LMMC-EM","1.0","Pc(s)"
"","STIC-PAOR1-EM","1.0","Pc(s)"
"","KB-EBR1-KMK125CF","0.04167","Pc(s)"
"MY-LBLMOR-EM","LB-LMOR-EM","1.0","Pc(s)"
"","STIC-PAOR1-EM","1.0","Pc(s)"
"","KB-EBR1-KMK125CF","0.04167","Pc(s)"
"MY-LBLMPR-EM","KB-EBR1-KMK125CF","0.04167","Pc(s)"
"","STIC-PAOR1-EM","1.0","Pc(s)"
"","LB-LMPR-EM","1.0","Pc(s)"
"SS-NFSSBAT30-EM","STIC-ECNFSSB12-E","1.0","Pc(s)"
"","KB-ECR1-KMK125CF","0.01041","Pc(s)"
"","SS-SBAT30-BULK","0.012","kg"
"","IBOX-12EB-WD31","0.125","Pc(s)"
"","TUBE-NFSSB12-E","1.0","Pc(s)"
"ES-PHI-MO2G","ES-PHI-BULK","0.002","kg"
"","POT-DSMALL-MOAS","1.0","Pc(s)"
"","CAPP-DSMALL-MOAS","1.0","Pc(s)"
"","STIC-PESHIR1-MOMSF","1.0","Pc(s)"
"","DUS-PESR1-MOILG","1.0","Pc(s)"
"","STIC-BCPESHIMO-PW1W3","1.0","Pc(s)"
"","KB-MOBORP-253K150","0.00694","Pc(s)"
"P-KP1-KA","M-SM01-KA","1.0","Pc(s)"
"","KB-KAHFCR0-K","0.33333","Pc(s)"
"","FW-PCSAC-KA","1.0","Pc(s)"
"","D-RO-KA","1.0","Pc(s)"
"","BP-HREDT-KA","1.0","Pc(s)"
"","FMI-MS-KA","1.0","Pc(s)"
"","STIC-RP22-K","1.0","Pc(s)"
"","TOBG-P1HF-K","1.0","Pc(s)"
"","POUC-HBP1HF-K","1.0","Pc(s)"
"P-KP2-KA","KB-KAHFCR0-K","0.33333","Pc(s)"
"","FMI-MS-KA","1.0","Pc(s)"
"","STIC-RP22-K","1.0","Pc(s)"
"","TOBG-P2RO-K","1.0","Pc(s)"
"","FW-FW01-KA","1.0","Pc(s)"
"","M-SM01-KA","1.0","Pc(s)"
"","D-RO-KA","1.0","Pc(s)"
"","POUC-HBP2RO-K","1.0","Pc(s)"
"","BP-RHEDT-KA","1.0","Pc(s)"
"P-KP3-KA","BP-IWEDT-KA","1.0","Pc(s)"
"","D-RO-KA","1.0","Pc(s)"
"","FMI-MS-KA","1.0","Pc(s)"
"","FW-PCSRB-KA","1.0","Pc(s)"
"","STIC-RP22-K","1.0","Pc(s)"
"","KB-KAHFCR0-K","0.33333","Pc(s)"
"","M-SM01-KA","1.0","Pc(s)"
"","TOBG-P3IW-K","1.0","Pc(s)"
"","POUC-HBP3IW-K","1.0","Pc(s)"
"P-KP4-KA","MASK-PM45-K","1.0","Pc(s)"
"","FW-FW01-KA","1.0","Pc(s)"
"","BP-WSEDT-KA","1.0","Pc(s)"
"","POUC-HBP4TB-K","1.0","Pc(s)"
"","KB-KAHFBR0-K","0.2","Pc(s)"
"","STIC-RP22-K","1.0","Pc(s)"
"ES-PFP-MO2G","STIC-BCPESFPMO-PW1W3","1.0","Pc(s)"
"","POT-DSMALL-MOAS","1.0","Pc(s)"
"","KB-MOBORPR1-MO","0.00694","Pc(s)"
"","STIC-PESFPR1-MOMSF","1.0","Pc(s)"
"","DUS-PESR1-MOILG","1.0","Pc(s)"
"","ES-PFP-BULK","0.002","kg"
"","CAPP-DSMALL-MOAS","1.0","Pc(s)"
"BO-COCBSCD-W","BO-COCBSC-W","1.0","Pc(s)"
"L-SLWCHD-W","L-SLWCH-W","1.0","Pc(s)"
"BUT-W0LG-W100ML","BUT-W0LG-BULK","0.1","kg"
"","CAPP-R100PURPLE-PP","1.0","Pc(s)"
"","POT-R100PGOLD-PP","1.0","Pc(s)"
"","PS-PVCPR100R1-16003J","1.05","Pc(s)"
"","KB-WEDT3635R2-W","0.01515","Pc(s)"
"","STIC-COVCBBLG10-PPW5","1.0","Pc(s)"
"","STIC-BCBBLR1-W100","1.0","Pc(s)"
"MY-EBEXPMBD01-W","STIC-PALLCOEM-WM","1.0","Pc(s)"
"","KB-WW2430R2-W","0.03704","Pc(s)"
"","EB-EXPMBD01-W","1.0","Pc(s)"
"MY-LNLCC-EM","L-NLCC-EM","1.0","Pc(s)"
"","KB-ECR1-KMK125CF","0.01042","Pc(s)"
"","STIC-PALR1-EM","1.0","Pc(s)"
"MY-LNLCB-EM","KB-ECR1-KMK125CF","0.01042","Pc(s)"
"","L-NLCB-EM","1.0","Pc(s)"
"","STIC-PALR1-EM","1.0","Pc(s)"
"MY-LNLCD-EM","L-NLCD-EM","1.0","Pc(s)"
"","STIC-PALR1-EM","1.0","Pc(s)"
"","KB-ECR1-KMK125CF","0.01042","Pc(s)"
"MY-FAIPLGH01-W","KB-WIOTAR1-W","0.01389","Pc(s)"
"","STIC-PAPBBPR1-WM","1.0","Pc(s)"
"","FA-IPLGH01-W","1.0","Pc(s)"
"L-IPMC02-W3G","L-IPMC02-BULK","0.003","kg"
"","CAPC-IMCL2R0-WSM","1.0","Pc(s)"
"","STIC-BTIMCL2R0-WPPT","1.0","Pc(s)"
"","DUS-IMCLR2-WHPD","1.0","Pc(s)"
"","STIC-BCIMCL2R0-WPWG","1.0","Pc(s)"
"","KB-WEPSIR1-W","0.00521","Pc(s)"
"","STIC-PIIMCLR0-W","1.0","Pc(s)"
"","IBOX-12ILCR1-WDNF","0.08333","Pc(s)"
"","CONT-IMCL2R0-WSM","1.0","Pc(s)"
"L-IPMC03-W3G","L-IPMC03-BULK","0.003","kg"
"","STIC-BTIMCL3R0-WPPT","1.0","Pc(s)"
"","STIC-BCIMCL3R0-WPWG","1.0","Pc(s)"
"","IBOX-12ILCR1-WDNF","0.08333","Pc(s)"
"","KB-WEPSIR1-W","0.00521","Pc(s)"
"","STIC-PIIMCLR0-W","1.0","Pc(s)"
"","DUS-IMCLR2-WHPD","1.0","Pc(s)"
"","CONT-IMCL3R0-WSM","1.0","Pc(s)"
"","CAPC-IMCL3R0-WSM","1.0","Pc(s)"
"L-IPMC04-W3G","KB-WEPSIR1-W","0.00521","Pc(s)"
"","STIC-BCIMCL4R0-WPWG","1.0","Pc(s)"
"","CONT-IMCL4R0-WSM","1.0","Pc(s)"
"","DUS-IMCLR1-WHPD","1.0","Pc(s)"
"","IBOX-12ILCR1-WDNF","0.08333","Pc(s)"
"","CAPC-IMCL4R0-WSM","1.0","Pc(s)"
"","STIC-PIIMCLR0-W","1.0","Pc(s)"
"","L-IPMC04-BULK","0.003","kg"
"","STIC-BTIMCL4R0-WPPT","1.0","Pc(s)"
"L-IPMC06-W3G","CONT-IMCL6R0-WSM","1.0","Pc(s)"
"","KB-WEPSIR1-W","0.00521","Pc(s)"
"","L-IPMC06-BULK","0.003","kg"
"","STIC-PIIMCLR0-W","1.0","Pc(s)"
"","STIC-BCIMCL6R0-WPWG","1.0","Pc(s)"
"","IBOX-12ILCR1-WDNF","0.08333","Pc(s)"
"","DUS-IMCLR2-WHPD","1.0","Pc(s)"
"","STIC-BTIMCL6R0-WPPT","1.0","Pc(s)"
"","CAPC-IMCL6R0-WSM","1.0","Pc(s)"
"SRM-BRSRN2-L","STIC-SEALR0-L","1.0","Pc(s)"
"","KB-LABAR0-L","0.01298","Pc(s)"
"","TUBE-GBBRS7-L","1.0","Pc(s)"
"","SRM-BRSR-BULK","0.007","kg"
"","DUS-GBBRS7-L","1.0","Pc(s)"
"BRUS-CON-MO","BRUS-CBR0-MO","1.0","Pc(s)"
"BRUS-EBS-EM","BRUS-SR0-E","1.0","Set"
"BRUS-FAN-MO","BRUS-FBR0-MO","1.0","Pc(s)"
"BRUS-FLF-MO","BRUS-FLFBR0-MO","1.0","Pc(s)"
"MY-FTNDATE-W","STIC-PAGR1-WM","1.0","Pc(s)"
"","KB-WALPHAR1-W","0.04","Pc(s)"
"","FT-NDATE-W","1.0","Pc(s)"
"C-P1-P450","PLU-BL200NAT-LDPE","1.0","Pc(s)"
"","C--BULK","0.45","kg"
"","BOTP-CWSREV1450-P","1.0","Pc(s)"
"","KB-P450R1211-KMM125B","0.08333","Pc(s)"
"","CAP-BL200BLA-PP","1.0","Pc(s)"
"CM-TSB-W150ML","CM-SB-W150ML","1.0","Pc(s)"
"","KB-BTLS150WNL32-K125","0.04167","Pc(s)"
"CON-RPP02-MO","POW-UEPC20L-MO","1.0","Pc(s)"
"CON-RPP03-MO","POW-UEPC30LM-MO","1.0","Pc(s)"
"CON-RPP04-MO","POW-UEPC40M-MO","1.0","Pc(s)"
"CUS-BWM01-EM","CUSH-EBWMMC01L-X","1.0","Pc(s)"
"CUS-BWM02-EM","CUSH-EBWMMC02N-X","1.0","Pc(s)"
"CUS-BWM03-EM","CUSH-EBWMMC03C-X","1.0","Pc(s)"
"CUS-PDMCC51-MO","CUS-PDCCC51R0-MO","1.0","Pc(s)"
"CUS-PDMCN50-MO","CUS-PDCCN50R0-MO","1.0","Pc(s)"
"CUS-PDMCW30-MO","CUS-PDCCW30R0-MO","1.0","Pc(s)"
"CUS-PDMCW41-MO","CUS-PDCCW41R0-MO","1.0","Pc(s)"
"CUS-PDMCW42-MO","CUS-PDCCW42R0-MO","1.0","Pc(s)"
"CUS-RPDMCN30-MO","CUS-RPDCN30R0-MO","1.0","Pc(s)"
"D-TRHER-W60ML","BAL-BROBPPEC-D254W23","1.0","Pc(s)"
"","BOTS-ROFOHE60-W","1.0","Pc(s)"
"","KB-W6040R1-KMM125BF","0.03333","Pc(s)"
"","D-R1HERW1-BULK","0.063","kg"
"","CAP-BRO-P-P","1.0","Pc(s)"
"L-EMC02-W4GR","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","L-EMC02-BULK","0.004","kg"
"","CAPA-EMLCR2-W","1.0","Pc(s)"
"","BOTO-EMLCR1-W","1.0","Pc(s)"
"","PLU-BEMLCR0-W","1.0","Pc(s)"
"","STIC-BOTEMLC02R-0WPS","1.0","Pc(s)"
"","DUSS-EMLC02H-W","1.0","Pc(s)"
"","KB-WIOTAR1-W","0.00694","Pc(s)"
"EB-TEK-W","EB-EK-W3G","1.0","Pc(s)"
"","KB-W6040R1-KMM125BF","0.00833","Pc(s)"
"EB-W1BR-W","EBP-BRR1W-WCS","1.0","Pc(s)"
"EC-RYAG-W10ML","DUS-RYAAECCR1-WIMVG","1.0","Pc(s)"
"","KB-WSPA150221-KMM125","0.02083","Pc(s)"
"","EC-RYAG-BULK","0.01","kg"
"","TUBE-RYAAEC10R0-W5L","1.0","Pc(s)"
"EC-TRYAG-W","EC-RYAG-W10ML","1.0","Pc(s)"
"","KB-WLS20211-KMM125BF","0.01042","Pc(s)"
"EC-TWSB-W","KB-WLS20211-KMM125BF","0.01042","Pc(s)"
"","EC-WSB-W10ML","1.0","Pc(s)"
"EL-ESL-W3,5GR","DUS-ESLEL-WIM","1.0","Pc(s)"
"","BAL-SSLEL-WSS","1.0","Pc(s)"
"","KB-WELELR0-KMM125CF","0.00694","Pc(s)"
"","CAPA-SLEL-WABS","1.0","Pc(s)"
"","IBOX-12ELEL-WDNF","0.08333","Pc(s)"
"","PLU-BSLEL-WPE","1.0","Pc(s)"
"","EL-W2ESL-BULK","0.0035","kg"
"","BOTO-SLEL-WPETG","1.0","Pc(s)"
"EL-SWL-W2GR","ELL-STAYWLELW-BP","1.0","Set"
"EL-W2ESL-W3,5GR","IBOX-12ELEL-WDNF","0.08333","Pc(s)"
"","CAPA-SLEL-WABS","1.0","Pc(s)"
"","EL-W2ESL-BULK","0.0035","kg"
"","PLU-BSLEL-WPE","1.0","Pc(s)"
"","DUS-ESLEL-WIM","1.0","Pc(s)"
"","BAL-SSLEL-WSS","1.0","Pc(s)"
"","BOTO-SLEL-WPETG","1.0","Pc(s)"
"","KB-WELELR0-KMM125CF","0.00694","Pc(s)"
"EL-W2TESG-W2,3GR","ELG-STAYWGELW-BP","1.0","Set"
"","STIC-TESTER-WPSM","1.0","Pc(s)"
"EL-W2TESG-W2G","KB-WMUR0-KMM125","0.01587","Pc(s)"
"","EL-ESG-W2GR","1.0","Pc(s)"
"ES-C-MOR3,5G","KB-MOBORP-253K150","0.00694","Pc(s)"
"","STIC-BCPMESCOCR-PW1W","1.0","Pc(s)"
"","TRAY-EBRMOR1-PETN","1.0","Pc(s)"
"","ES-PPMC3,5RNFS-MO","1.0","Pc(s)"
"","STIC-PMESCOCRPM-PSM1","1.0","Pc(s)"
"","DUS-PMESRPMO-I3LG","1.0","Pc(s)"
"ES-PARR-MO","ESP-RR9GR0-MO","1.0","Pc(s)"
"ES-PAUB-MO","ESP-UB9GR0-MO","1.0","Pc(s)"
"FT-SEN-W","FT-SEN-BULK","0.1","kg"
"","BOTO-PET100ML39-X","1.0","Pc(s)"
"","CAP-BMWR1-WPP","1.0","Pc(s)"
"FW-SENG-W","FW-SENG-BULK","0.1","kg"
"","TUBE-BSFW100R1-EPBL","1.0","Pc(s)"
"M-SEN-W","M-SEN-BULK","0.04","kg"
"","TUBE-BSAPFW50-EPBL","1.0","Pc(s)"
"BO-COCBMM-W","KB-W100BR2-KMM125BF","0.00833","Pc(s)"
"","GODE-PESBOR2-MOAL","1.0","Pc(s)"
"","BO-COCBMM-BULK","0.003","kg"
"","CONT-CCMB02R0-W","1.0","Pc(s)"
"","STIC-BCCMB02R0-W","1.0","Pc(s)"
"","DUS-CCMB02R0-W","1.0","Pc(s)"
"F-L01-OMG","F-L01VC-OMG","1.0","Pc(s)"
"L-TMLC-OMG","L-TMLCC-OMG","1.0","Pc(s)"
"","L-TMLCK-OMG","1.0","Pc(s)"
"","L-TMLCI-OMG","1.0","Pc(s)"
"","L-TMLCH-OMG","1.0","Pc(s)"
"","L-TMLCD-OMG","1.0","Pc(s)"
"","L-TMLCG-OMG","1.0","Pc(s)"
"","L-TMLCE-OMG","1.0","Pc(s)"
"","L-TMLCF-OMG","1.0","Pc(s)"
"","L-TMLCA-OMG","1.0","Pc(s)"
"","L-TMLCB-OMG","1.0","Pc(s)"
"","L-TMLCL-OMG","1.0","Pc(s)"
