"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"89","MO-FM-CDS-BULK/I0005","FM-CDS-W/I0002","FM-CDS-W/I0002","QC BULK","MASUK SPESIFIKASI","1","2023-04-05 06:19:05+07","2023-04-04","2023-04-08","Wardah C-Defense Sleeping Mask 30 g","Next Process","Done","FM-CDS-W","DJ04A",""
"90","MO-FW-BSACNE-BULK/I0026","FW-BSACNEN2-EM/I0016","FW-BSACNEN2-EM/I0016","PENGOLAHAN","OLAH 2","1","2023-04-05 06:19:00+07","2023-03-27","2023-04-12","Emina Bright Stuff for Acne Prone Skin Face Wash 50 ml","Next Process","(not set)","FW-BSACNEN2-EM","DJ05A",""
"91","MO-B-BSLP-BULK/I0097","B-BSLP-EM/I0097","B-BSLP-EM/I0097","KEMAS_2","FILLING-PACKING_INLINE","2","2023-04-05 06:15:00+07","2023-03-29","2023-04-08","Emina Bright Stuff Loose Powder 55 g","Next Process","(not set)","B-BSLP-EM","DJ04A",""
"92","MO-TC-PMN40-BULK/I0007","TC-PMN40-MO/I0007","TC-PMN40-MO/I0007","PENGOLAHAN","OLAH 1","1","2023-04-05 06:14:00+07","2023-04-03","2023-04-08","MAKE OVER Powerstay Matte Powder Foundation N40 Sand 12 g","Next Process","(not set)","TC-PMN40-MO","DJ05A",""
"93","MO-L-R2EMC09-BULK/I0005","L-R2EMC09-W/I0005","L-R2EMC09-W/I0005","PENGOLAHAN","OLAH 2","1","2023-04-05 06:14:00+07","2023-04-03","2023-04-06","Wardah Exclusive Matte Lip Cream 09 Mauve On ! 4 gr","Next Process","(not set)","L-R2EMC09-W","DJ04A",""
"94","MO-ES-W1D-02 BULK/I0004","ES-PRPPH-EM3.3GR/I0004","ES-PRPPH-EM3.3GR/I0004/01/01","PENGOLAHAN","OLAH 2","1","2023-04-05 06:13:00+07","2023-04-03","2023-04-11","Emina Pop Rouge Pressed Eye Shadow Posh 3.3 gr (Pc(s))","Next Process","(not set)","ES-PRPPH-EM3.3GR","DJ04A",""
"95","MO-SRM-RABS-BULK/I0005","SRM-RABS-KA/I0005","SRM-RABS-KA/I0005","KEMAS_2","FILLING-PACKING_INLINE","1","2023-04-05 06:09:00+07","2023-04-03","2023-04-05","Kahf Advancing Beard &amp; Hair Serum 30 ml","Next Process","(not set)","SRM-RABS-KA","DJ04A",""
"96","MO-L-IPMC05-BULK/I0003","L-IPMC05-W3G/I0003","L-IPMC05-W3G/I0003","KEMAS_2","FILLING-PACKING_INLINE","1","2023-04-05 06:08:00+07","2023-04-01","2023-04-05","Instaperfect MATTECENTRIC Lip Crayon 05 Sense 3 g","Next Process","(not set)","L-IPMC05-W3G","DJ04A",""
"97","MO-S-LB-BULK/I0005","S-P1L-P200/I0005","S-P1L-P200/I0005","NDC","JADWAL BARU","1","2023-04-05 06:07:30+07","2023-04-01","2023-04-06","Putri Pure Clean Shampoo Lemon 200 ML (Pc(s))","Next Process","Done","S-P1L-P200","DJ03A",""
"98","MO-M-PD-BULK/I0001","M-P1PD-P200/I0001","M-P1PD-P200/I0001","NDC","JADWAL BARU","1","2023-04-05 06:07:30+07","2023-04-03","2023-04-06","Putri Platinum Deep Moisturizer Spray 200 ML (Pc(s))","Next Process","Done","M-P1PD-P200","DJ04A",""
"99","MO-L-REMO32-BULK/I0002","L-REMO32-W/I0002","L-REMO32-W/I0002","PENGOLAHAN","OLAH PREMIX","1","2023-04-05 06:07:00+07","2023-04-03","2023-04-06","Wardah Exclusive Moist Lipstick 32 Sheer Brown 3.5 g","Next Process","(not set)","L-REMO32-W","DJ05A",""
"100","MO-WARN-TE--PBULK/I0024","WARN-TE--PBULK/I0024","WARN-TE--PBULK/I0024","PENIMBANGAN","JADWAL BARU","1","2023-04-05 06:06:00+07","2023-04-05","2023-04-06","Stok warna Tudor Eboni -PowderBULK","Next Process","Done","WARN-TE--PBULK","(not set)",""
"101","MO-FW-BSACNE-BULK/I0028","FW-BSACNE-EM/I0013","FW-BSACNE-EM/I0013","PENGOLAHAN","OLAH 1","1","2023-04-05 06:05:00+07","2023-04-03","2023-04-19","Emina Bright Stuff for Acne Prone Skin Face Wash 100 ml","Next Process","(not set)","FW-BSACNE-EM","DJ04A",""
"102","MO-F-PTCMCN30-BULK/I0019","F-PTCMCN30-MO/I0019","F-PTCMCN30-MO/I0019","QC BULK","MASUK SPESIFIKASI","1","2023-04-05 06:04:41+07","2023-04-03","2023-04-06","MAKE OVER Powerstay Total Cover Matte Cream Foundation N30 Natural Beige 12 g","Next Process","Done","F-PTCMCN30-MO","DJ04B",""
"103","MO-TC-PMW21-BULK/I0010","TC-PMW21-MO/I0010","TC-PMW21-MO/I0010","PENIMBANGAN","JADWAL BARU","1","2023-04-05 06:04:00+07","2023-03-27","2023-04-08","MAKE OVER Powerstay Matte Powder Foundation W21 Coral Ivory 12 g","Next Process","Done","TC-PMW21-MO","(not set)",""
"104","MO-L-SLWCH-BULK/I0016","L-SLWCH-W/I0015","L-SLWCH-W/I0015","PENGOLAHAN","OLAH PREMIX","1","2023-04-05 06:02:00+07","2023-04-03","2023-04-06","Wardah Colorfit Last All Day Lip Paint 04 Brownderlast 4.2 g","Next Process","(not set)","L-SLWCH-W","DJ05A",""
"105","MO-B-W0T3LFP04-BULK/I0014","B-W3ELFP04-W30G/I0014","B-W3ELFP04-W30G/I0014","QC FG","JADWAL BARU","1","2023-04-05 06:01:05+07","2023-03-27","2023-04-08","Wardah Evd Lum Face Powder 04 Natural 30 g (Pc(s))","Next Process","Done","B-W3ELFP04-W30G","DJ04A",""
"106","MO-B-PT07-BULK/I0016","B-PT07-MO35G/I0016","B-PT07-MO35G/I0016","QC BULK","MASUK SPESIFIKASI","1","2023-04-05 06:01:04+07","2023-03-20","2023-04-08","MAKE OVER Silky Smooth Translucent Powder 07 Vanilla 35 g","Next Process","Done","B-PT07-MO35G","DJ05A",""
"107","MO-L-REMO29-BULK/I0002","L-REMO29-W/I0002","L-REMO29-W/I0002","KEMAS_2","FILLING-PACKING_INLINE","1","2023-04-05 06:01:00+07","2023-04-01","2023-04-05","Wardah Exclusive Moist Lipstick 29 Lavender 3.5 g","Next Process","(not set)","L-REMO29-W","DJ01A",""
"108","MO-M-RRYNC-BULK/I0017","M-RRYNCN1-W/I0008","M-RRYNCN1-W/I0008","PENGOLAHAN","OLAH 2","1","2023-04-05 06:00:00+07","2023-04-04","2023-04-05","Wardah Renew You Night Cream 15 g (Pc(s))","Next Process","(not set)","M-RRYNCN1-W","DJ05A",""
"109","MO-FW-AH-BULK/I0015","FW-AH-W60ML/I0007","FW-AH-W60ML/I0007","PENGOLAHAN","OLAH 2","1","2023-04-05 06:00:00+07","2023-04-04","2023-04-19","Wardah Nature Daily Aloe Hydramild Facial Wash 60 ml","Next Process","(not set)","FW-AH-W60ML","DJ05A",""
"110","-","DUSS-PMFW22R0-MO/I0024","DUSS-PMFW22R0-MO/I0024","QC FG","JADWAL BARU","1","2023-04-05 05:58:11+07","2023-04-05","2023-04-08","Dus Sticker Powerstay Matte Powder Foundation W22 MO","Next Process","Done","DUSS-PMFW22R0-MO","(not set)",""
"111","MO-TC-W1C2-BULK/I0017","TC-W3RELB2-W12G/I0012","TC-W3RELB2-W12G/I0012","KEMAS_2","PRESS+FILLING+PACKING","1","2023-04-05 05:57:00+07","2023-04-03","2023-04-08","Wardah Refill Evd Lum Two Way Cake 02 Beige 12 g (Pc(s))","Next Process","(not set)","TC-W3RELB2-W12G","DJ04B",""
"112","MO-FW-NSHTC-BULK/I0003","FW-NSHTC-W/I0003","FW-NSHTC-W/I0003","QC BULK","MASUK SPESIFIKASI","1","2023-04-05 05:56:01+07","2023-04-03","2023-04-05","Wardah Head to Toe Cleanser 40 ml","Next Process","Done","FW-NSHTC-W","DJ04A",""
"113","MO-L-MLCM-BULK/I0024","L-MLCM-OMG/I0024","L-MLCM-OMG/I0024","PENGOLAHAN","OLAH PREMIX","1","2023-04-05 05:56:00+07","2023-04-03","2023-04-08","OMG Oh My Glam Matte Kiss Lip Cream 13 Latte 3.5 g","Next Process","(not set)","L-MLCM-OMG","DJ05A",""
"114","MO-ES-CLPPB-03-BULK/I0006","ES-CLPPB-W/I0006","ES-CLPPB-W/I0006/03/01","KEMAS_1","PRESS","1","2023-04-05 05:56:00+07","2023-04-03","2023-04-10","Wardah COLORFIT QUAD EYE PALETTE 02 ROSÉ AURORA 6 g","Next Process","(not set)","ES-CLPPB-W","DJ03A",""
"115","MO-L-R2EMC12-BULK/I0003","L-R2EMC12-W/I0003","L-R2EMC12-W/I0003","PENGOLAHAN","OLAH 1","1","2023-04-05 05:55:00+07","2023-04-03","2023-04-08","Wardah Exclusive Matte Lip Cream 12 Plum It Up 4 gr","Next Process","(not set)","L-R2EMC12-W","DJ05A",""
"116","MO-B-SPG-BULK/I0006","B-SPG-MO13GR/I0006","B-SPG-MO13GR/I0006","KEMAS_2","PACKING","1","2023-04-05 05:55:00+07","2023-04-03","2023-04-05","MAKE OVER Shimmering Powder Goldinx 13 gr","Next Process","(not set)","B-SPG-MO13GR","DJ03A",""
"117","MO-WARN-M3AS-BULK/LI0017","WARN-M3AS-BULK/LI0017","WARN-M3AS-BULK/LI0017","PENGOLAHAN","OLAH 1","1","2023-04-05 05:55:00+07","2023-04-06","2023-04-06","Pasta Warna Merah 3 AS bulk","Next Process","(not set)","WARN-M3AS-BULK","DJ05A",""
"118","MO-L-MLCG-BULK/I0014","L-MLCG-OMG/I0014","L-MLCG-OMG/I0014","PENGOLAHAN","OLAH 2","1","2023-04-05 05:53:00+07","2023-04-03","2023-04-08","OMG OH MY GLAM Matte Kiss Lip Cream 07 Delight 3.5 g","Next Process","(not set)","L-MLCG-OMG","DJ04A",""
"119","MO-WARN-TOTSB-BULK/LI0015","WARN-TOTSB-BULK/LI0015","WARN-TOTSB-BULK/LI0015","PENGOLAHAN","OLAH 1","1","2023-04-05 05:52:00+07","2023-04-06","2023-04-06","Pasta warna Titan OTS B Bulk","Next Process","(not set)","WARN-TOTSB-BULK","DJ05A",""
"120","MO-TC-W1C3-BULK/I0022","TC-W3RELI3-W12G/I0018","TC-W3RELI3-W12G/I0018","PENGOLAHAN","OLAH 1","1","2023-04-05 05:51:00+07","2023-04-03","2023-04-08","Wardah Refill Evd Lum Two Way Cake 03 Ivory 12 g (Pc(s))","Next Process","(not set)","TC-W3RELI3-W12G","DJ05A",""
"121","MO-TC-FC-MO-BULK/I0007","TC-FC-MO14G/I0007","TC-FC-MO14G/I0007/01/01","KEMAS_1","PRESS","1","2023-04-05 05:49:00+07","2023-04-03","2023-04-06","MAKE OVER Face Contour Kit 14 g (Pc(s))","Next Process","(not set)","TC-FC-MO14G","DJ03A",""
"122","MO-F-RECF02-BULK/I0006","F-RECF02-W/I0006","F-RECF02-W/I0006","QC FG","JADWAL BARU","1","2023-04-05 05:48:54+07","2023-04-01","2023-04-05","Wardah Exclusive Creamy Foundation 02 Sheer Pink 12 g","Next Process","Done","F-RECF02-W","DJ04A",""
"123","MO-ES-EP02-W-01-BULK/I0005","ES-EP02-W/I0005","ES-EP02-W/I0005/01/01","KEMAS_2","PACKING","2","2023-04-05 05:46:00+07","2023-03-28","2023-04-05","Wardah Exclusive Eyeshadow Palette 02 Rose Glow 10 g","Next Process","(not set)","ES-EP02-W","CJ29A",""
"124","MO-ES-EP02-W-02-BULK/I0005","ES-EP02-W/I0005","ES-EP02-W/I0005/02/01","KEMAS_2","PACKING","2","2023-04-05 05:46:00+07","2023-03-30","2023-04-05","Wardah Exclusive Eyeshadow Palette 02 Rose Glow 10 g","Next Process","(not set)","ES-EP02-W","CJ30A",""
"125","MO-ES-EP02-W-05-BULK/I0005","ES-EP02-W/I0005","ES-EP02-W/I0005/05/01","KEMAS_2","PACKING","2","2023-04-05 05:46:00+07","2023-03-29","2023-04-05","Wardah Exclusive Eyeshadow Palette 02 Rose Glow 10 g","Next Process","(not set)","ES-EP02-W","CJ30A",""
"126","MO-ES-EP02-W-06-BULK/I0005","ES-EP02-W/I0005","ES-EP02-W/I0005/06/01","KEMAS_2","PACKING","2","2023-04-05 05:46:00+07","2023-03-31","2023-04-05","Wardah Exclusive Eyeshadow Palette 02 Rose Glow 10 g","Next Process","(not set)","ES-EP02-W","DJ03A",""
"127","MO-ES-EP02-W-07-BULK/I0005","ES-EP02-W/I0005","ES-EP02-W/I0005/07/01","KEMAS_2","PACKING","2","2023-04-05 05:46:00+07","2023-03-30","2023-04-05","Wardah Exclusive Eyeshadow Palette 02 Rose Glow 10 g","Next Process","(not set)","ES-EP02-W","CJ31A",""
"128","MO-F-LUC03-BULK/I0004","F-LUC03-MO33ML/I0004","F-LUC03-MO33ML/I0004","PENGOLAHAN","OLAH 2","1","2023-04-05 05:45:00+07","2023-04-03","2023-04-08","MAKE OVER Ultra Cover Liquid Matt Foundation 03 Nude Silk 33 ml (pc(s))","Processing","(not set)","F-LUC03-MO33ML","DJ04A",""
"129","MO-TC-R3LLF01-BULK/I0028","TC-R3LLF01-W/I0012","TC-R3LLF01-W/I0012","NDC","JADWAL BARU","1","2023-04-05 05:44:46+07","2023-04-01","2023-04-05","Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g","Next Process","Done","TC-R3LLF01-W","DJ03A",""
"130","MO-L-REMO21-BULK/I0003","L-REMO21-W/I0003","L-REMO21-W/I0003","NDC","JADWAL BARU","1","2023-04-05 05:44:27+07","2023-04-01","2023-04-05","Wardah Exclusive Moist Lipstick 21 Orchid Pink 3.5 g","Next Process","Done","L-REMO21-W","DJ01A",""
"131","MO-HS-NSNP-BULK/I0002","HS-NSNP-W/I0002","HS-NSNP-W/I0002","PENIMBANGAN","JADWAL BARU","1","2023-04-05 05:43:00+07","2023-04-04","2023-04-06","Wardah Multipurpose Sanitizer 100 ml","Processing","(not set)","HS-NSNP-W","(not set)",""
"132","MO-TWC-CLFTC-BULK/I0036","TWC-CLFTRC-W/I0018","TWC-CLFTRC-W/I0018","PENGOLAHAN","OLAH 2","1","2023-04-05 05:40:00+07","2023-04-04","2023-04-06","Wardah Colorfit Velvet Powder Foundation Refill 23W Warm Ivory 11 g","Next Process","(not set)","TWC-CLFTRC-W","DJ04B",""
"133","MO-BP-MOEDP-BULK/I0002","BP-MOEDP-KA/I0002","BP-MOEDP-KA/I0002","PENIMBANGAN","JADWAL BARU","1","2023-04-05 05:40:00+07","2023-04-04","2023-04-10","Kahf Saffron Oud Eau de Parfum 100 ml","Next Process","Done","BP-MOEDP-KA","(not set)",""
"134","MO-FM-RLN2-BULK/I0015","FM-RLN2-W/I0015","FM-RLN2-W/I0015","PENIMBANGAN","JADWAL BARU","1","2023-04-05 05:39:00+07","2023-04-04","2023-04-12","Wardah Lightening Blue Clay Mask 50 g","Next Process","Done","FM-RLN2-W","(not set)",""
"135","MO-TC-PMC21-BULK/I0012","TC-PMC21-MO12G/I0012","TC-PMC21-MO12G/I0012","QC FG","JADWAL BARU","1","2023-04-05 05:37:25+07","2023-03-28","2023-04-08","MAKE OVER Powerstay Matte Powder Foundation C21 Pink Ivory 12 g","Next Process","Done","TC-PMC21-MO12G","DJ04A",""
"136","MO-L-MLCN-BULK/I0021","L-MLCN-OMG/I0021","L-MLCN-OMG/I0021","PENIMBANGAN","JADWAL BARU","1","2023-04-05 05:33:00+07","2023-04-03","2023-04-08","OMG Oh My Glam Matte Kiss Lip Cream 14 Cappuccino 3.5 g","Next Process","Done","L-MLCN-OMG","(not set)",""
"137","MO-L-LLW0C8-BULK/I0005","L-LL08-W2.3G/I0005","L-LL08-W2.3G/I0005","QC FG","JADWAL BARU","1","2023-04-05 05:24:36+07","2023-04-03","2023-04-09","Wardah Lipstick Longlasting 08 Red Velvet 2.3 g (Pc(s))","Next Process","Done","L-LL08-W2.3G","DJ04A",""
"138","MO-LB-STSPB-BULK/I0017","LB-STSPB-EM/I0017","LB-STSPB-EM/I0017","QC FG","JADWAL BARU","1","2023-04-05 05:22:22+07","2023-04-03","2023-04-09","Emina Oh So Kissable Tinted Balm Stick Pink Bonbons 3.4 g","Next Process","Done","LB-STSPB-EM","DJ03A",""
"139","MO-TC-R3LLF04-BULK/I0035","TC-RR3LLF04-W/I0019","TC-RR3LLF04-W/I0019","QC BULK","MASUK SPESIFIKASI","1","2023-04-05 05:17:52+07","2023-03-28","2023-04-08","Wardah Refill Lightening Powder Foundation Light Feel 04 Natural 12 g","Next Process","Done","TC-RR3LLF04-W","DJ04A",""
"140","MO-B-BMLPLB2-BULK/I0005","B-RBMLP02-EM/I0005","B-RBMLP02-EM/I0005","PENIMBANGAN","JADWAL BARU","1","2023-04-05 05:17:00+07","2023-04-05","2023-04-08","Emina Bare With Me Mineral Loose Powder 02 Light Beige 8 g","Next Process","Done","B-RBMLP02-EM","(not set)",""
"141","MO-TC-R3LLF05-BULK/I0024","TC-R3LLF05-W/I0008","TC-R3LLF05-W/I0008","QC FG","JADWAL BARU","1","2023-04-05 05:13:58+07","2023-04-01","2023-04-05","Wardah Lightening Powder Foundation Light Feel 05 Beige 12 g","Next Process","Done","TC-R3LLF05-W","DJ03A",""
"142","MO-L-CVM04-BULK/I0013","L-CVM04-W/I0013","L-CVM04-W/I0013","PENIMBANGAN","JADWAL BARU","1","2023-04-05 05:03:00+07","2023-04-03","2023-04-06","Wardah Colorfit Velvet Matte Lip Mousse 04 Pink Sweetheart 4 g","Next Process","Done","L-CVM04-W","(not set)",""
"143","MO-L-CUMKORD-BULK/I0018","L-CUMKORD-W/I0018","L-CUMKORD-W/I0018","QC BULK","MASUK SPESIFIKASI","1","2023-04-05 03:59:04+07","2023-04-03","2023-04-09","Wardah Colorfit Ultralight Matte Lipstick 12 Autumn Nami 3.6 g","Next Process","Done","L-CUMKORD-W","DJ04A",""
"144","MO-F-L02-BULK/I0010","F-L02-OMG/I0010","F-L02-OMG/I0010","PENIMBANGAN","JADWAL BARU","1","2023-04-05 03:55:00+07","2023-04-04","2023-04-11","OMG Oh My Glam Coverlast Liquid Foundation 21 W Light","Next Process","Done","F-L02-OMG","(not set)",""
"145","MO-TC-PMW12-BULK/I0010","TC-PMW12-MO/I0010","TC-PMW12-MO/I0010","QC BULK","MASUK SPESIFIKASI","1","2023-04-05 03:52:06+07","2023-04-03","2023-04-08","MAKE OVER Powerstay Matte Powder Foundation W12 Warm Marble 12 g","Next Process","Done","TC-PMW12-MO","DJ05A",""
"146","MO-L-SMULMB-BULK/I0007","L-SMULMB-EM/I0006","L-SMULMB-EM/I0006","PENIMBANGAN","JADWAL BARU","1","2023-04-05 03:45:00+07","2023-04-03","2023-04-10","Emina Squeeze Me Up Lip Matte 02 Bake a Cookie 6.5 g","Next Process","Done","L-SMULMB-EM","(not set)",""
"147","MO-L-MLCO-BULK/I0021","L-MLCO-OMG/I0021","L-MLCO-OMG/I0021","QC BULK","MASUK SPESIFIKASI","1","2023-04-05 03:40:42+07","2023-04-04","2023-04-06","OMG Oh My Glam Matte Kiss Lip Cream 15 Espresso 3.5 g","Next Process","Done","L-MLCO-OMG","DJ04A",""
"148","MO-B-BSLP-BULK/I0098","B-BSLP-EM/I0098","B-BSLP-EM/I0098","QC BULK","MASUK SPESIFIKASI","1","2023-04-05 03:37:25+07","2023-03-30","2023-04-08","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","DJ04B",""
"149","MO-TC-W1C1-BULK/I0017","TC-W3ELLB1-W12G/I0005","TC-W3ELLB1-W12G/I0005","PENGOLAHAN","OLAH 2","1","2023-04-05 03:36:00+07","2023-04-04","2023-04-06","Wardah Evd Lum Two Way Cake 01 Light Beige 12 g (Pc(s))","Processing","(not set)","TC-W3ELLB1-W12G","DJ05A",""
"150","MO-TC-R3LLF01-BULK/I0029","TC-R3LLF01-W/I0013","TC-R3LLF01-W/I0013","NDC","JADWAL BARU","1","2023-04-05 03:34:43+07","2023-04-01","2023-04-05","Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g","Next Process","Done","TC-R3LLF01-W","DJ03C",""
"151","MO-B-DMLP02-BULK/I0015","B-DMLP02-EM/I0015","B-DMLP02-EM/I0015","NDC","JADWAL BARU","1","2023-04-05 03:34:42+07","2023-04-03","2023-04-08","Emina Daily Matte Loose Powder 02 Natural Beige 20 g","Next Process","Done","B-DMLP02-EM","DJ04A",""
"152","MO-ES-W0L-02 BULK/I0004","ES-PRPGI-EM3.3GR/I0004","ES-PRPGI-EM3.3GR/I0004/02/01","QC FG","JADWAL BARU","1","2023-04-05 03:34:30+07","2023-04-01","2023-04-05","Emina Pop Rouge Pressed Eye Shadow Gelato 3.3 gr (Pc(s))","Next Process","Done","ES-PRPGI-EM3.3GR","DJ03A",""
"153","MO-ES-C-BULK/I0016","ES-PRPGI-EM3.3GR/I0004","ES-PRPGI-EM3.3GR/I0004/01/01","QC FG","JADWAL BARU","1","2023-04-05 03:34:30+07","2023-04-01","2023-04-05","Emina Pop Rouge Pressed Eye Shadow Gelato 3.3 gr (Pc(s))","Next Process","Done","ES-PRPGI-EM3.3GR","DJ03A",""
"154","MO-ES-W1F-01 BULK/I0015","ES-PRPGI-EM3.3GR/I0004","ES-PRPGI-EM3.3GR/I0004/03/01","QC FG","JADWAL BARU","1","2023-04-05 03:34:30+07","2023-04-01","2023-04-05","Emina Pop Rouge Pressed Eye Shadow Gelato 3.3 gr (Pc(s))","Next Process","Done","ES-PRPGI-EM3.3GR","DJ03A",""
"155","MO-F-LLUBW1-WBULK/I0003","F-EVLLF03-W/I0003","F-EVLLF03-W/I0003","NDC","JADWAL BARU","1","2023-04-05 03:26:29+07","2023-03-31","2023-04-05","Wardah Everyday Luminous Liquid Foundation – 03 Beige 35 ml","Next Process","Done","F-EVLLF03-W","CJ31A",""
"156","MO-BBC-LN-BULK/I0012","BBC-LN-W15ML/I0010","BBC-LN-W15ML/I0010","NDC","JADWAL BARU","1","2023-04-05 03:26:29+07","2023-04-01","2023-04-04","Wardah Lightening BB Cream Natural 15 ml (pc(s))","Next Process","Done","BBC-LN-W15ML","DJ03A",""
"157","MO-FW-PCSAC-BULK/I0155","FW-PCSAC-KA/I0155","FW-PCSAC-KA/I0155","NDC","JADWAL BARU","1","2023-04-05 03:26:29+07","2023-03-27","2023-04-12","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","DJ04B",""
"158","MO-FT-KFT-BULK/I0030","FT-KFT-KA/I0030","FT-KFT-KA/I0030","PENIMBANGAN","JADWAL BARU","1","2023-04-05 03:26:00+07","2023-04-05","2023-04-08","Kahf All-in-One Power Toning Face Spray 100 ml","Next Process","Done","FT-KFT-KA","(not set)",""
"159","MO-L-IMC012-BULK/I0011","L-IMC012-MO6,5G/I0011","L-IMC012-MO6,5G/I0011","NDC","JADWAL BARU","1","2023-04-05 03:25:53+07","2023-04-03","2023-04-09","MAKE OVER Intense Matte Lip Cream 012 Couture 6,5 g (Pc(s))","Next Process","Done","L-IMC012-MO6,5G","DJ03A",""
"160","MO-F-PTCMCN10-BULK/I0016","F-PTCMCN10-MO/I0016","F-PTCMCN10-MO/I0016","NDC","JADWAL BARU","1","2023-04-05 03:25:53+07","2023-04-01","2023-04-05","MAKE OVER Powerstay Total Cover Matte Cream Foundation N10 Marble 12 g","Next Process","Done","F-PTCMCN10-MO","DJ04A",""
"161","MO-F-PTCMCN10-BULK/I0015","F-PTCMCN10-MO/I0015","F-PTCMCN10-MO/I0015","NDC","JADWAL BARU","1","2023-04-05 03:25:53+07","2023-04-01","2023-04-05","MAKE OVER Powerstay Total Cover Matte Cream Foundation N10 Marble 12 g","Next Process","Done","F-PTCMCN10-MO","DJ03A",""
"162","MO-L-CVM010-BULK/I0007","L-CVM010-W/I0007","L-CVM010-W/I0007","PENGOLAHAN","OLAH 1","1","2023-04-05 03:21:00+07","2023-04-03","2023-04-08","Wardah Colorfit Velvet Matte Lip Mousse 10 Lively Coral 4 g","Next Process","(not set)","L-CVM010-W","DJ04A",""
"163","MO-L-MLCN-BULK/I0020","L-MLCN-OMG/I0020","L-MLCN-OMG/I0020","NDC","JADWAL BARU","1","2023-04-05 03:08:28+07","2023-03-31","2023-04-04","OMG Oh My Glam Matte Kiss Lip Cream 14 Cappuccino 3.5 g","Next Process","Done","L-MLCN-OMG","CJ31A",""
"164","MO-SS-SBAT30-BULK/I0085","SS-SBAT30-EM/I0077","SS-SBAT30-EM/I0077","NDC","JADWAL BARU","1","2023-04-05 03:07:59+07","2023-03-27","2023-04-12","Emina Sun Battle SPF 30 PA+++ 60 ml","Next Process","Done","SS-SBAT30-EM","DJ04B",""
"165","-","DUSS-PMFW30R0-MO/I0012","DUSS-PMFW30R0-MO/I0012","QC FG","JADWAL BARU","1","2023-04-05 03:07:09+07","2023-04-05","2023-04-08","Dus Sticker Powerstay Matte Powder Foundation W30 MO","Next Process","Done","DUSS-PMFW30R0-MO","(not set)",""
"166","MO-SS-SBSP30-BULK/I0014","SS-SBSP30-EM/I0014","SS-SBSP30-EM/I0014","PENIMBANGAN","JADWAL BARU","1","2023-04-05 03:03:00+07","2023-04-03","2023-04-19","Emina Skin Buddy Sun Protection SPF 30 PA+++ 60 ml","Next Process","Done","SS-SBSP30-EM","(not set)",""
"167","MO-ES-IPSCP-W-10-BULK/I0002","ES-IPSCP-W/I0002","ES-IPSCP-W/I0002/10/01","QC BULK","MASUK SPESIFIKASI","1","2023-04-05 02:58:23+07","2023-04-04","2023-04-12","Instaperfect SPOTLIGHT Chromatic Eye Palette 10 g","Next Process","Done","ES-IPSCP-W","DJ04A",""
"168","MO-SS-SBAT30-BULK/I0083","SS-SBAT30-EM/I0075","SS-SBAT30-EM/I0075","QC BULK","MASUK SPESIFIKASI","1","2023-04-05 02:49:10+07","2023-03-27","2023-04-12","Emina Sun Battle SPF 30 PA+++ 60 ml","Next Process","Done","SS-SBAT30-EM","DJ04A",""
"169","MO-BBC-LL-BULK/I0009","MY-RBBCLLN1-W/I0001","MY-RBBCLLN1-W/I0001","QC BULK","MASUK SPESIFIKASI","1","2023-04-05 02:47:25+07","2023-04-03","2023-04-08","Malaysia Wardah Lightening BB Cream Light 30 ml","Next Process","Done","MY-RBBCLLN1-W","DJ04B",""
"170","MO-L-MLCI-BULK/I0033","L-MLCI-OMG/I0033","L-MLCI-OMG/I0033","NDC","JADWAL BARU","1","2023-04-05 02:43:52+07","2023-04-03","2023-04-05","OMG OH MY GLAM Matte Kiss Lip Cream 09 Charm 3.5 g","Next Process","Done","L-MLCI-OMG","DJ03A",""
"171","MO-TWC-OMGL-BULK/I0004","TWC-OMGL-OMG/I0004","TWC-OMGL-OMG/I0004","NDC","JADWAL BARU","1","2023-04-05 02:43:38+07","2023-03-07","2023-03-08","OMG Oh My Glam Coverlast Two Way Cake 21W Light 12 g","Next Process","Done","TWC-OMGL-OMG","CJ08A",""
"172","MO-SRM-RWSIBS-BULK/I0015","SRM-RWSIBS-W/I0010","SRM-RWSIBS-W/I0010","QC BULK","MASUK SPESIFIKASI","1","2023-04-05 02:43:22+07","2023-04-04","2023-04-08","Wardah Crystal Secret Dark Spot &amp; Brightening Serum 20 ml","Next Process","Done","SRM-RWSIBS-W","DJ04A",""
"173","MO-LB-M-BULK/I0013","LB-M-MO3,8G/I0013","LB-M-MO3,8G/I0013","PENGOLAHAN","OLAH PREMIX","1","2023-04-05 02:42:00+07","2023-04-03","2023-04-06","MAKE OVER Lipbalm Lip Nutrition Melon Crazy 3,8 g (Pc(s))","Next Process","(not set)","LB-M-MO3,8G","DJ05A",""
